MANDT,LIFNR,LAND1,NAME1,NAME2,NAME3,NAME4,ORT01,ORT02,PFACH,PSTL2,PSTLZ,REGIO,SORTL,STRAS,ADRNR,MCOD1,MCOD2,MCOD3,ANRED,BAHNS,BBBNR,BBSNR,BEGRU,BRSCH,BUBKZ,DATLT,DTAMS,DTAWS,ERDAT,ERNAM,ESRNR,KONZS,KTOKK,KUNNR,LNRZA,LOEVM,SPERR,SPERM,SPRAS,STCD1,STCD2,STKZA,STKZU,TELBX,TELF1,TELF2,TELFX,TELTX,TELX1,XCPDK,XZEMP,VBUND,FISKN,STCEG,STKZN,SPERQ,GBORT,GBDAT,SEXKZ,KRAUS,REVDB,QSSYS,KTOCK,PFORT,WERKS,LTSNA,WERKR,PLKAL,DUEFL,TXJCD,SPERZ,SCACD,SFRGR,LZONE,XLFZA,DLGRP,STCD3,STCD4,STCD5,PROFS,EMNFR,LFURL,CONFS,UPDAT,UPTIM,NODEL,PODKZB
100,0000000060,ES,Barros,,N/A,,Mohammedmouth,Maury-sur-Muller,N/A,IP21 3WW,29127-990,CO,BARROS,"99, avenue Barbe   ",508637,BARROS   ,,,Frau,,,,0002,Q,,,,,20141008,stephaniegui,,,0001,,,,,,F,5991624731,,,,,+44151 496 0977,,,,,,,,,DE98643009818,,,,,,,,,,,4000,,,02,,,,,,,,,,,,,,,,20250325,061322,,
100,0000000061,BE,Klotz Döring AG & Co. KG,S/A,enhance customized c,N/A,New Richard,Ebersberg,N/A,81105,19549,RN,KLOTZ DÖRI,chemin Louis,190669,KLOTZ DÖRING AG & CO. KG,,,Herr,,,,0003,O,,,,,20180926,lea62,,,LIEF,,,,,,D,8490277038,,,,,0390869594   ,,61 3688 7258,,,,,,,DE30988392053,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,20240624,122947,,
100,0000000062,US,Kitzmann Staude GmbH   ,Group,N/A,,Claremouth   ,横浜市港南区,,63673,34293,MS,KITZMANN S,"Viela Sampaio, 75",880434,KITZMANN STAUDE GMBH,,,,,,,,M,,,,,20251030,mikako76,,,KRED,,,,,,J,6518275539,,,X,,+33 1 44 11 84 8,,04393769042   ,,,,,,,DE23733343333,,,,,,,,,,,5000,,,02,,,,,,,,,,,,,,http://www.leblanc.com/,,20250311,004152,,
100,0000000063,ZZ,"Sosa, Vasquez and Smith",et Fils,,,Stewarthaven,N/A,40805,02050,69155942,ES,"SOSA, VASQ",Kobeltplatz 76-63,647292,"SOSA, VASQUEZ AND SMITH",,,Firma,,,,0001,O,,,,,20230621,gaudinadelai,,,0001,,,,,,E,3143866322,,,X,,070-7595-7947,,,,,,,,,,,,,,,,,,,,1000,,,02,,,,,,,,,,,,,,https://banks.com/,,20260202,175336,,
100,0000000064,ES,"Lewis, Atkinson and Thornton",OHG mbH,aggregate virtual te,,Suhl,立川市,16947-225,80727,414-1168,GA,"LEWIS, ATK   ",Junckweg 5/7,759876,"LEWIS, ATKINSON AND THORN",,,Firma,,,,0003,M,,,,,20.11.2019,alois61,,,0001,,,,,,F,2023413261,,,,,+49(0)8906 12034   ,,,,,,,,,DE17800681149,,,,,,,,,,,4000,,,02,,,,,,,,,,,,,,http://bertin.fr/,,20240824,033711,,
100,0000000065,DE,"Abbott, Johnson and Clarke",N/A,incubate extensible ,,DumasBourg   ,Poulain,,33259,08254,PI,"ABBOTT, JO",4064 Laura Plaza Suite 368,632663,"ABBOTT, JOHNSON AND CLARK",,,Herr,,,,0002,K,,,,,11.06.2020,omoura,,,KRED,,,,,,E,1638944846,,,X,,+44113 4960055,,,,,,,,,DE12241797497,,,,,,,,,,,4000,,,02,,,,,,,,,,,,,,https://dufour.com/,,20250213,211136,,
100,0000000066,ES,株式会社松田食品,and Sons,,,Kimberlyland,江戸川区,M60 3RT,BD3R 8HU,87419,CE,株式会社松田食品,"Sítio Moreira, 5",435031,株式会社松田食品,,,Herr,,,,0002,XYZ,,,,,20230407,celina05,,,0001,,,,,,P,6502491630,,,,,+49 (0) 7031 207   ,,,,,,,,,DE97925132719,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,20260505,202024,,
100,0000000067,BE,Fliegner,N/A,N/A,N/A,Simonfort   ,N/A,84873-928,74982,70118,NV,FLIEGNER,Metzgasse 3-1,593518,FLIEGNER,,,,,,,0002,E,,,,,20140517,ufogaca,,,LIEF,,,,,,D,3878294565,,,,,61 1273-5857   ,981-502-2031,,,,,,,,DE09678994053,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,,,20251130,180737,,
100,0000000068,QQ,"Hughes, Ball and Francis",LLC,target cutting-edge ,,New Joanne   ,N/A,345-2591,614-7258,85566,RN,"HUGHES, BA",84 Hunt Mission,004908,"HUGHES, BALL AND FRANCIS",,,Mr.,,,,,H,,,,,20220919,gosselinluci,,,KRED,,,X,,,E,4043350488,,,X,,+55 (081) 5865 0   ,,001-514-413-8113,,,,,,,,,,,,,,,,,,1000,,,02,,,,,,,,,,,,,,,,20250815,162343,,
100,0000000069,FR,Kelly-Taylor,GmbH,N/A,,Mathieu-sur-Mer,Porto,N/A,04805-892,20679,IN,KELLY-TAYL   ,"32, rue Christelle Masse",086416,KELLY-TAYLOR   ,,,,,,,,J,,,,,09.08.2023,valettebertr,,,LIEF,,,,,,P,6227837693,,,,,(03344) 196931,,(061) 7279 1940,,,,,,,DE98331465911,,,,,,,,,,,1001,,,03,,,,,,,,,,,,,,,,20250422,094226,,
100,0000000070,IN,Scheibe Sölzer AG,GmbH & Co. KG,,,Sainte Marc,Costela,535-4237,494-2315,69804204,WY,SCHEIBE SÖ   ,"Avenida Maria Flor Rezende, 2",451046,SCHEIBE SÖLZER AG,,,,,,,0001,E,,,,,18.09.2025,stephen51,,,KRED,,,,,,D,6815798123,,,,,+49 (0) 5979 270,,0306 9990110,,,,,,,DE78003845762,,,,,,,,,,,2001,,,01,,,,,,,,,,,,,,,,20250304,061505,,
100,0000000071,CH,Otto GbR,- EI,,,Turnerberg,Dias,73552,971-1939,WC2 5SS,PB,OTTO GBR,"Ladeira de Cassiano, 31",099499,OTTO GBR,,,Herr,,,,0002,I,,,,,20130723,junyamamoto,,,KRED,,,,,,D,,,,,,+1-546-808-4325x,080-9330-5172,02074960264,,,,,,,DE97526772233,,,,,,,,,,,4000,,,02,,,,,,,,,,,,,,https://inoue.net/,,20250418,053105,,
100,0000000072,IN,Bernier Leconte S.A.,S/A,synergize scalable s,N/A,Lichtenfels,Moers,,GY90 7TD,29826657,HI,BERNIER LE,"27, chemin Marine Delahaye",211175,BERNIER LECONTE S.A.,,,Ms.,,,,0002,I,,,,,20231120,aprilfoster,,,KRED,,,,,,F,N/A,,,X,,(0114) 4960279,,0633366096,,,,,,,DE86892686025,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,https://moreira.br/,,20260322,124752,,
100,0000000073,CH,Hilton Inc   ,S.A.S.,,N/A,Youngshire,Marques de Jesus,11715,006-4009,284-9134,AR,HILTON INC,5 Jacob Walk   ,994510,HILTON INC,,,,,,,0001,H,,,,,20201026,mielcarekale,,,0001,,,,,,F,N/A,,,,,0467742123,,,,,,,,,DE62249998279,,,,,,,,,,,1001,,,01,,,,,,,,,,,,,,,,20260505,234614,,
100,0000000074,KR,Kramer Börner e.G.,N/A,,,Lake Gregory   ,North Petermouth,39660558,03441448,331-0100,TX,KRAMER BÖR,Ullrichstr. 2,557702,KRAMER BÖRNER E.G.,,,Ms.,,,,,D,,,,,10.09.2020,zteixeira,,,KRED,,,,,,J,2785760849,,,,,+33 (0)4 44 72 1   ,(051) 8803 9551,+33 3 61 90 19 8   ,,,,,,,DE40568299629,,,,,,,,,,,1001,,,02,,,,,,,,,,,,,,https://poirier.fr/,,20260318,061926,,
100,0000000075,ES,Beckmann   ,Group,,,印旛郡酒々井町,N/A,N/A,LS8 5FE,692-2174,VA,BECKMANN,8104 Gloria Ranch Apt. 570   ,840943,BECKMANN   ,,,Ms.,,,,0002,G,,,,,28.02.2013,robinwallace,,,KRED,,,,,,E,3344857142,,,,,0173574384,+44(0)118 496010,,,,,,,,DE81385854249,,,,,,,,,,,5001,,,,,,,,,,,,,,,,,,,20241027,064958,,
100,0000000076,IT,Martin,,,N/A,山武市,Davisport,N/A,73329-456,SG5N 7AD,AM,MARTIN,Geißlerring 39/99   ,615814,MARTIN   ,,,Frau,,,,0002,O,,,,,04.03.2022,samaria-flor,,,0001,,,,,,E,7696393827,,,X,,(807)401-6016,,,,,,,,,DE15396695832,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,https://farias.com.br/,,20251026,050249,,
100,0000000077,BR,鈴木通信有限会社,S.A.,,,Cliffordshire,Lopes da Praia,,76880,80650,BA,鈴木通信有限会社,Rognergasse 8,140369,鈴木通信有限会社,,,Firma,,,,,N,,,,,19.09.2013,yasuhiro99,,,LIEF,,,,,,D,5666683272,,,X,,01724 61919,,0780132902,,,,,,,DE86562422010,,,,,,,,,,,1001,,,02,,,,,,,,,,,,,,,,20251203,161221,,
100,0000000078,IN,Khan Group,,N/A,N/A,Marie,N/A,493-1311,SS8M 8DW,090-4017,RS,KHAN GROUP,"Campo de Rodrigues, 194   ",807787,KHAN GROUP,,,Mr.,,,,0001,E,,,,,18.05.2025,osamu09,,,0001,,,,,,D,5654420949,,,,,03 28 78 68 76,+49(0)7929049047,+49(0) 269097384,,,,,,,DE28144294440,,,,,,,,,,,5001,,,03,,,,,,,,,,,,,,,,20240913,123557,,
100,0000000079,GB,Ribeiro Machado Ltda.,S.A.,grow frictionless e-,,新島村,N/A,41027,60408,95870,MS,RIBEIRO MA,"Recanto Vinicius Casa Grande, 560",658018,RIBEIRO MACHADO LTDA.,,,Mr.,,,,0002,G,,,,,20250628,amitchell,,,KRED,,,,,,F,5694544149,,,,,+44118 496 0372,,,,,,,,,DE73938525800,,,,,,,,,,,4000,,,03,,,,,,,,,,,,,,http://okamoto.com/,,20240702,220516,,
100,0000000080,AT,Société Générale,PLC,N/A,N/A,Santos,Port Cassandrafurt,,12447174,88783,GO,SOCIÉTÉ GÉ,06 Ross Circle   ,427173,SOCIÉTÉ GÉNÉRALE,,,Frau,,,,0002,C,,,,,20111101,maysdiane,,,0001,,,X,,,E,,,,X,,(01632)960443,,,,,,,,,DE62712863917,,,,,,,,,,,1000,,,03,,,,,,,,,,,,,,,,20241230,065800,,
100,0000000081,GB,後藤水産有限会社,,unleash holistic inf,,PetitjeanBourg,山武郡横芝光町,N/A,50888,19855-460,MN,後藤水産有限会社,743 井上 Street   ,346157,後藤水産有限会社,,,Herr,,,,0002,T,,,,,20131002,aruppert,,,0001,,,,,,J,7320309376,,,X,,+44(0)289018006,,,,,,,,,,,,,,,,,,,,3001,,,03,,,,,,,,,,,,,,,,20260124,074521,,
100,0000000082,GB,藤原水産株式会社,N/A,streamline extensibl,N/A,Picard-sur-Maury   ,N/A,14438,65662,818-3613,AS,藤原水産株式会社,"Flat 65h
Danny Villages",092511,藤原水産株式会社,,,Herr,,,,,C,,,,,20150213,arthurcavalc,,,0001,,,,,,E,2625827390,,,,,+49(0)5061387829   ,0115 4960962,,,,,,,,DE71002194672,,,,,,,,,,,3000,,,02,,,,,,,,,,,,,,http://www.dale.org/,,20241006,000230,,
100,0000000083,XX,Société Générale,S.A.,streamline dynamic i,N/A,Stephensonburgh   ,Aragão,43645-970,97548,70933,GA,SOCIÉTÉ GÉ,113 Watkins Islands Suite 353,531363,SOCIÉTÉ GÉNÉRALE,,,Herr,,,,0002,M,,,,,27.11.2016,reifujita,,,0001,,,,,,E,3179706239,,,,,+1-327-391-4560x,+33 5 33 52 73 5,,,,,,,,,,,,,,,,,,,1001,,,,,,,,,,,,,,,,,,,20250224,222234,,
100,0000000084,BR,Taylor-York,SARL,drive cutting-edge a,,Tracyshire   ,N/A,N/A,G9A 0BU,68671773,OH,TAYLOR-YOR,25431 Timothy Inlet Apt. 799   ,772625,TAYLOR-YORK,,,Frau,,,,0001,S,,,,,20240502,jeannereynau,,,0001,,,,,,E,7016580464,,,,,03 23 53 49 29   ,0800-893-1950,(020) 7496 0831   ,,,,,,,,,,,,,,,,,,1001,,,01,,,,,,,,,,,,,,,,20260516,221824,,
100,0000000085,CA,日本電気株式会社,GmbH & Co. KG,deliver 24/7 info-me,,Machado da Praia,,37116241,22097,27238,LA,日本電気株式会社,"627, avenue Nathalie Imbert   ",431038,日本電気株式会社,,,Ms.,,,,0001,Q,,,,,20210906,bolnbachpeta,,,LIEF,,,,,,J,,,,,,070-5528-1832,,+49(0) 817933554   ,,,,,,,DE56955798877,,,,,,,,,,,3000,,,02,,,,,,,,,,,,,,,,20250812,201637,,
100,0000000086,NL,Nette GmbH,AG & Co. KGaA,,,Lake Elliottstad,Lucyside,M1A 7FT,08854,37872,AS,NETTE GMBH,170 森 Street   ,069375,NETTE GMBH,,,,,,,0003,Q,,,,,05.02.2012,thieshess,,,LIEF,,,,,,J,5093983430,,,X,,+49(0)2547292842,,+44(0)808 157022,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,20250722,105506,,
100,0000000087,FR,"Foster, Henry and Morrison   ",Ltd,,,JolyBourg,N/A,,M78 1YR,01368,RS,"FOSTER, HE",Branka-Misicher-Allee 732,870494,"FOSTER, HENRY AND MORRISO   ",,,Ms.,,,,0001,F,,,,,18.10.2024,smacedo,,,KRED,,,,,,J,8730024471,,,X,,070-5626-5650,(011) 6273 0147,,,,,,,,,,,,,,,,,,,2001,,,,,,,,,,,,,,,,,https://matthaei.net/,,20250904,014844,,
100,0000000088,IN,日本電気株式会社,,scale bricks-and-cli,N/A,国分寺市,Anklam,,M5U 6PG,29058,NY,日本電気株式会社   ,988 Helen Mount,120754,日本電気株式会社   ,,,Firma,,,,0002,M,,,,,20200617,guy44,,,KRED,,,,,,E,5279852401,,,,,+33 (0)5 16 89 0,,(857)725-2045,,,,,,,,,,,,,,,,,,4000,,,02,,,,,,,,,,,,,,https://fowler.com/,,20240926,190726,,
100,0000000089,AT,Harvey-Clarke,Ltd,,,長生郡睦沢町,日野市,N/A,13490,781-0229,VT,HARVEY-CLA,"Flat 80
Allan Parkways",759271,HARVEY-CLARKE,,,Ms.,,,,,I,,,,,03.11.2012,cecilia52,,,KRED,,,,,,D,5663836151,,,X,,(311)607-6031x08,+33 (0)2 61 75 4,440-711-9393,,,,,,,DE71647947386,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,20260614,124740,,
100,0000000090,SE,Crosby-Richardson,N/A,,,da Mota de Teixeira   ,,N/A,65796-784,CF14 7JF,CT,CROSBY-RIC,Residencial Rocha,269524,CROSBY-RICHARDSON,,,Ms.,,,,,F,,,,,23.07.2016,btakahashi,,,LIEF,,,,,,D,9118773477,,,,,+1-371-767-8112x,,,,,,,,,DE48588006167,,,,,,,,,,,5001,,,02,,,,,,,,,,,,,,,,20260309,110510,,
100,0000000091,BE,Hawkins LLC,,N/A,,西東京市,N/A,50090,HS9 5RE,44465,MS,HAWKINS LL   ,34911 Wilson Extension   ,850769,HAWKINS LLC,,,Herr,,,,0001,L,,,,,30.01.2019,clemence96,,,LIEF,,,X,,,F,6407905696,,,,,+55 (041) 7624-6,,,,,,,,,DE91713578529,,,,,,,,,,,1002,,,,,,,,,,,,,,,,,https://novais.com.br/,,20250316,040812,,
100,0000000092,MX,Nascimento S.A.,,visualize seamless m,N/A,Sternberg,港区,N/A,JE49 8GA,97374896,NC,NASCIMENTO,"Studio 2
Derek Summit   ",466513,NASCIMENTO S.A.,,,Ms.,,,,0002,D,,,,,13.07.2016,wsimmons,,,KRED,,,,,,D,4424936312,,,X,,+49(0)0496 39191,+44113 4960347,,,,,,,,,,,,,,,,,,,1001,,,03,,,,,,,,,,,,,,,,20250807,004103,,
100,0000000093,AU,Moore and Sons,,re-contextualize cut,,East Allanview,AdamVille,N/A,68483,58673425,RR,MOORE AND ,Frederike-auch Schlauchin-Gasse 3,864518,MOORE AND SONS,,,Firma,,,,0003,000,,,,,20160602,vokada,,,LIEF,,,X,,,E,7606441343,,,,,348-820-7001x594   ,,(01623) 19818,,,,,,,DE75604177656,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,https://da.com/,,20260216,160851,,
100,0000000094,CH,Fisher-Daniel,PLC,revolutionize end-to,,Vieira Alegre,N/A,61994,42954316,66930,OH,FISHER-DAN   ,"Fazenda de Borges, 53",206969,FISHER-DANIEL,,,Frau,,,,,A,,,,,26.11.2020,doerschnergi,,,LIEF,,,,,,D,2152910867,,,X,,090-7002-7206,,,,,,,,,DE71333447626,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,,,20250905,142112,,
100,0000000095,NL,Gardner-James,,N/A,,Seguin,Abreu,46528,76586,DA8 5TF,MD,GARDNER-JA,"Distrito Vicente Camargo, 30",456449,GARDNER-JAMES,,,Ms.,,,,,P,,,,,29.07.2012,satonaoki,,,0001,,,,,,D,8562572870,,,X,,743-897-3597x107,01164960032,,,,,,,,,,,,,,,,,,,5001,,,02,,,,,,,,,,,,,,http://sousa.gov.br/,,20250602,151516,,
100,0000000096,CN,Costa SA,PLC,deploy intuitive act,,Sainte André-la-Forêt,Gonçalves,52017,74905-097,30450,OH,COSTA SA   ,642 藤原 Street,032664,COSTA SA,,,Frau,,,,0003,A,,,,,20190210,corinaadolph,,,0001,,,,,,P,2147649251,,,,,0737712151   ,,+44909 879 0422,,,,,,,DE83776749961,,,,,,,,,,,1001,,,01,,,,,,,,,,,,,,,,20260206,100612,,
100,0000000097,NL,Borges,,drive dot-com conver,,Nürtingen,Lake Dorothyburgh,BH16 5YT,94523-219,68006,AL,BORGES   ,"Studio 6
Stokes Via",564122,BORGES,,,Frau,,,,0001,J,,,,,20130203,dgauthier,,,KRED,,,,,,F,3103037236,,,X,,657.432.7881x476,,,,,,,,,DE83147276012,,,,,,,,,,,4000,,,03,,,,,,,,,,,,,,https://www.rowe.com/,,20251216,012214,,
100,0000000098,CN,Lebreton S.A.S.,N/A,N/A,N/A,Patriciachester,Sainte Laurenceboeuf,N/A,89546,21647,SC,LEBRETON S,"Flat 73G
Kate Spur   ",972466,LEBRETON S.A.S.   ,,,Firma,,,,0003,I,,,,,22.05.2012,jray,,,KRED,,,,,,J,5729341722,,,X,,(0117) 496 0496,,901-566-7998x407,,,,,,,DE29716743380,,,,,,,,,,,4000,,,03,,,,,,,,,,,,,,,,20250313,145819,,
100,0000000099,GB,Finch PLC,Inc,whiteboard 24/7 e-ta,,Wesel,N/A,87125,13760,HR48 1LQ,MS,FINCH PLC   ,"Distrito Sá, 363",667850,FINCH PLC,,,Ms.,,,,0001,T,,,,,20260206,hasegawaosam,,,KRED,,,,,,F,2081155626,,,,,956-619-3183,,00842891077,,,,,,,DE60290846684,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,20251218,002708,,
100,0000000100,NL,Schmidt,e Filhos,,N/A,Allanland,小金井市,N/A,20089,46810,GO,SCHMIDT,"Condomínio Calebe Sá, 8   ",907539,SCHMIDT,,,Ms.,,,,,E,,,,,10.09.2024,medinapeter,,,0001,,,,,,E,8935449268,,,,,+44(0)292018673,,,,,,,,,DE31589357126,,,,,,,,,,,1000,,,02,,,,,,,,,,,,,,https://sakamoto.jp/,,20240822,042719,,
100,0000000101,BE,Stevens-Ferguson,S.A.R.L.,,,New Mike,Rodriguezstad,N/A,296-0659,156-1929,MA,STEVENS-FE,Neureuthergasse 729   ,443270,STEVENS-FERGUSON,,,,,,,0003,K,,,,,06.05.2018,salesotavio,,,KRED,,,,,,F,8510679497,,,,,51 6988 6497,,(011) 7762-2827,,,,,,,DE67922877725,,,,,,,,,,,5001,,,01,,,,,,,,,,,,,,,,20260129,073606,,
100,0000000102,PL,Delaunay Maillot S.A.S.,LLC,morph e-business ini,,West Douglas,N/A,24620,984-5329,B4 1PF,MT,DELAUNAY M,Berndt-Gutknecht-Platz 7788,405786,DELAUNAY MAILLOT S.A.S.   ,,,,,,,0001,000,,,,,20181107,samuel60,,,LIEF,,,,,,D,7063048913,,,X,,+1-274-512-0948x,080-4967-1832,+33 (0)2 51 82 0   ,,,,,,,DE82386870079,,,,,,,,,,,3001,,,,,,,,,,,,,,,,,https://www.guerra.gov.br/,,20251014,044833,,
100,0000000103,NL,Joseph   ,N/A,N/A,,Sternberg,,N/A,37950,09700268,SP,JOSEPH,"2, rue de Leconte",156956,JOSEPH,,,Mr.,,,,0002,P,,,,,20200820,evelyne47,,,KRED,,,,,,D,N/A,,,,,(06539) 84028   ,,070-4161-2846,,,,,,,,,,,,,,,,,,1000,,,02,,,,,,,,,,,,,,,,20260227,041041,,
100,0000000104,AU,Wood-Lee   ,e Filhos,,,日野市,New Scottland,N/A,OL3 3AX,258-9176,AC,WOOD-LEE   ,"6, avenue Robert Rivière",877580,WOOD-LEE   ,,,Ms.,,,,0003,E,,,,,21.11.2018,maayanakajim,,,KRED,,,,,,E,3046875063,,,X,,504.953.1943,+49(0)9036 13325,+49(0)4793036149,,,,,,,DE10760954317,,,,,,,,,,,2001,,,02,,,,,,,,,,,,,,,,20260525,204535,,
100,0000000105,CN,株式会社藤田通信   ,N/A,N/A,,Sainte NicolasVille   ,Barthelemynec,634-1659,78593,13960,PA,株式会社藤田通信,Estrada de Oliveira,845679,株式会社藤田通信,,,Frau,,,,,F,,,,,20210823,yamamotoyasu,,,LIEF,,,,,,F,2320024968,,,,,+33 (0)6 09 11 0,,+55 (084) 2070 4,,,,,,,DE54982274954,,,,,,,,,,,1000,,,02,,,,,,,,,,,,,,,,20260603,223518,,
100,0000000106,IN,Araújo da Costa - EI   ,Group,N/A,,Lake Francisbury,Benoit-sur-Dupuis,,94886,36205,CA,ARAÚJO DA ,Friedhelm-Hoffmann-Straße 1950,342342,ARAÚJO DA COSTA - EI,,,Firma,,,,,P,,,,,20200920,isaac17,,,0001,,,,,,J,,,,,,070-6533-3153,03230 24102,,,,,,,,DE15347355289,,,,,,,,,,,1002,,,,,,,,,,,,,,,,,https://pacheco.gov.br/,,20260328,105319,,
100,0000000107,AU,Moore and Sons,N/A,generate innovative ,N/A,世田谷区,Monteiro do Galho,22429,87774-969,33373634,MG,MOORE AND ,481 前田 Street,853907,MOORE AND SONS,,,Herr,,,,0001,999,,,,,20230601,fkelly,,,0001,,,,,,J,9567766575,,,X,,31 5963 0993   ,,,,,,,,,,,,,,,,,,,,2001,,,01,,,,,,,,,,,,,,https://www.nakamura.com/,,20250330,190740,,
100,0000000108,GB,Bruder,,extend efficient sol,,Sá,,04456-690,83624,DY33 3WY,SC,BRUDER,"6, avenue Pires",637780,BRUDER,,,Herr,,,,,L,,,,,20120120,dominic54,,,LIEF,,,,,,D,2924075536,,,,,+49(0)4888 14311,04 57 59 09 02,,,,,,,,DE59999663618,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,20241108,194225,,
100,0000000109,IT,Morin,GmbH & Co. OHG,leverage world-class,,Masson   ,N/A,N/A,S7T 6HF,KY7 9YN,NY,MORIN   ,"Ladeira Nathan Abreu, 27",938597,MORIN,,,Firma,,,,0001,O,,,,,20141222,marquesdanil,,,KRED,,,,,,P,7901475469,,,X,,01154960820,,0500-702-3164,,,,,,,DE63296762916,,,,,,,,,,,3001,,,,,,,,,,,,,,,,,,,20260516,060440,,
100,0000000110,BR,Young-Powell,AG & Co. OHG,N/A,,富津市,N/A,04174,65636-004,93444,MD,YOUNG-POWE,"Residencial Maria Eduarda Azevedo, 9   ",372742,YOUNG-POWELL,,,,,,,0003,R,,,,,23.12.2022,kmende,,,KRED,,,,,,P,0912418621,,,X,,+55 (084) 3768 1,+55 (021) 4275 2,,,,,,,,DE70816470900,,,,,,,,,,,1002,,,02,,,,,,,,,,,,,,,,20260105,171605,,
100,0000000111,NL,Green Group,S.A.R.L.,enhance killer platf,,Einbeck,,,53210,06373-149,AL,GREEN GROU   ,4971 Johnathan Court,562525,GREEN GROUP,,,Frau,,,,0003,B,,,,,20160426,olivernoguei,,,0001,,,,,,F,7150997683,,,X,,8533131220,,,,,,,,,DE90309143639,,,,,,,,,,,5000,,,02,,,,,,,,,,,,,,,,20240806,110233,,
100,0000000112,IT,Patel Ltd,Inc,incentivize magnetic,N/A,Lebrun-les-Bains,Saint Claudine,25727,83648,G12 3WD,SC,PATEL LTD,"43, rue Julie Menard",497347,PATEL LTD,,,,,,,0003,R,,,,,20141130,caroline33,,,0001,,,,,,P,N/A,,,X,,897.652.4508,,,,,,,,,DE56627768962,,,,,,,,,,,1002,,,02,,,,,,,,,,,,,,,,20240708,232656,,
100,0000000113,AU,Larson-Hernandez,,,,Mendonça das Flores,Bernierboeuf,N/A,62415,60169236,SP,LARSON-HER,"Residencial de Porto, 70",337050,LARSON-HERNANDEZ,,,Herr,,,,0002,Q,,,,,20131019,browndonna,,,LIEF,,,,,,J,2497243992,,,,,+55 (051) 4674-7   ,,,,,,,,,,,,,,,,,,,,3000,,,03,,,,,,,,,,,,,,https://www.nakamura.jp/,,20240917,134459,,
100,0000000114,MX,Munoz,Ltda.,brand frictionless R,N/A,Vilsbiburg,N/A,W28 7YH,B23 6TZ,83919,CO,MUNOZ,Ebertring 15,377100,MUNOZ,,,Ms.,,,,0003,Q,,,,,11.07.2012,amoura,,,KRED,,,X,,,J,N/A,,,X,,070-8362-6448,,94-6119-5243   ,,,,,,,DE09013806984,,,,,,,,,,,5000,,,01,,,,,,,,,,,,,,https://cavalcante.com/,,20250604,204014,,
100,0000000115,CH,Stoll Karz GmbH,Stiftung & Co. KG,disintermediate cust,N/A,Moraes de Jesus   ,Abreu,,05057-397,94727,MI,STOLL KARZ   ,"7, boulevard Léon Mendès",898027,STOLL KARZ GMBH   ,,,Herr,,,,0003,O,,,,,05.01.2024,fostermelani,,,0001,,,,,,J,4872717833,,,X,,+441314960669,,,,,,,,,,,,,,,,,,,,5001,,,01,,,,,,,,,,,,,,https://smith.biz/,,20241026,175642,,
100,0000000116,PL,Holder-Johnson,e Filhos,N/A,N/A,Rezende da Prata   ,N/A,N/A,29328,41115,WA,HOLDER-JOH   ,56904 Brittany Field Suite 655,289931,HOLDER-JOHNSON,,,,,,,0003,A,,,,,21.06.2016,grahamgemma,,,0001,,,,,,P,,,,,,0434712871,+33 (0)6 34 52 4,,,,,,,,DE94209548149,,,,,,,,,,,3000,,,02,,,,,,,,,,,,,,,,20250928,024021,,
100,0000000117,CA,Araújo,N/A,enable world-class a,N/A,Stephenburgh   ,いすみ市,,89594,33305,TX,ARAÚJO,"Studio 2
Lewis Knolls",201859,ARAÚJO,,,,,,,0002,T,,,,,22.09.2015,agathagoncal,,,LIEF,,,,,,D,2630136749,,,,,+49 (0) 3302 764,+44(0)289018617,0563756618,,,,,,,,,,,,,,,,,,5001,,,03,,,,,,,,,,,,,,,,20250330,014437,,
100,0000000118,CA,Dussen van AG,Inc,,,Warendorf,N/A,,189-6640,68887189,WV,DUSSEN VAN,9 Christopher Point,510293,DUSSEN VAN AG   ,,,,,,,0001,A,,,,,20140313,kleger,,,0001,,,,,,E,2184011845,,,,,678-330-9997,,,,,,,,,,,,,,,,,,,,2001,,,,,,,,,,,,,,,,,,,20241027,182148,,
100,0000000119,KR,Pohl e.V.,and Sons,seize efficient chan,,Barbosa da Prata,Kronach,N/A,67146283,83019,RS,POHL E.V.,"Núcleo Nunes, 792   ",566093,POHL E.V.,,,,,,,0002,P,,,,,20120112,robin29,,,KRED,,,,,,E,4181861515,,,,,(08729) 75859,,,,,,,,,,,,,,,,,,,,2000,,,03,,,,,,,,,,,,,,http://www.abe.com/,,20260113,002954,,
