MANDT,LIFNR,BUKRS,PERNR,ALTKN,BEGRU,ZUAWA,AKONT,ALTKT,ALTKN2,ZTERM,WAERS,FDGRP,REPRF,TOGRP,LNRZE,LNRZB,ZINDT,ZINRT,DATLZ,ALTKZ,MINDK,INTAD,KVERM,BUSAB,UBBZG,EXPKK,ABSBE,ZFBDT,SKFOR,SKNTO,MANDT_OVERRIDE
100,0000001525,2000,,,0003,001,947232,,,NT30,EUR,,X,,,,,,,,,,,gQ,,,,,,,
100,0000000952,5000,,,0002,001,252907,,,0003,EUR,,X,,,,,,,,,,,AV,,,,,,,
100,0000001920,1000,,,0003,001,265682,,,NT30,BRL,,X,,,,,,,,,,,sh,,,,,,,
100,0000000467,4000,,,0001,001,111753,,,2/10NET30,CAD,,X,,,,,,,,,,,mp,,,,,,,
100,0000001082,1000,,,0003,001,020706,,,NT30,KRW,,X,,,,,,,,,,,gC,,,,,,,
100,0000001726,5000,,,0002,002,455627,,,0001,EUR,,X,,,,,,,,,,,rH,,,,,,,
100,0000001247,1000,,,0002,002,977384,,,0002,USD,,,,,,,,,,,,,PE,,,,,,,
100,0000001909,5000,,,,001,901851,,,0003,USD,,,,,,,,,,,,,fD,,,,,,,
100,0000001499,1000,,,0003,003,523991,,,0003,USD,,,,,,,,,,,,,Gk,,,,,,,
100,0000001520,3000,,,0001,001,972346,,,NT30,CNY,,X,,,,,,,,,,,cX,,,,,,,
100,0000000518,3000,,,0002,003,403022,,,0002,GBP,,X,,,,,,,,,,,YO,,,,,,,
100,0000000531,5000,,,0002,003,416504,,,0002,CNY,,X,,,,,,,,,,,No,,,,,,,
100,0000000426,5000,,,0003,001,434061,,,2/10NET30,CAD,,,,,,,,,,,,,lv,,,,,,,
100,0000001692,4000,,,0001,002,652674,,,0002,BRL,,X,,,,,,,,,,,zU,,,,,,,
100,0000001171,3000,,,,003,590161,,,0002,AUD,,X,,,,,,,,,,,np,,,,,,,
100,0000000012,2000,,,0002,001,685694,,,NT90,BRL,,,,,,,,,,,,,LW,,,,,,,
100,0000000588,1000,,,0003,003,061763,,,0001,GBP,,,,,,,,,,,,,iA,,,,,,,
100,0000000019,3000,,,,003,883304,,,2/10NET30,CAD,,,,,,,,,,,,,kw,,,,,,,
100,0000000750,4000,,,,003,504708,,,0002,AUD,,,,,,,,,,,,,NR,,,,,,,
100,0000001548,5000,,,,001,801298,,,0001,GBP,,,,,,,,,,,,,QQ,,,,,,,
100,0000001507,3000,,,0002,002,341005,,,0003,EUR,,X,,,,,,,,,,,xL,,,,,,,
100,0000000064,3000,,,0002,001,827247,,,NT60,USD,,,,,,,,,,,,,hr,,,,,,,
100,0000001944,1000,,,0002,001,245983,,,NT60,GBP,,,,,,,,,,,,,Zb,,,,,,,
100,0000000413,3000,,,0002,002,276781,,,0003,CAD,,X,,,,,,,,,,,yP,,,,,,,
100,0000001216,1000,,,0003,003,562275,,,NT30,CAD,,X,,,,,,,,,,,gj,,,,,,,
100,0000001909,5000,,,,002,433231,,,0003,USD,,,,,,,,,,,,,tZ,,,,,,,
100,0000000638,3000,,,0001,002,844826,,,0001,CHF,,,,,,,,,,,,,YJ,,,,,,,
100,0000001358,2000,,,0002,001,404878,,,0001,USD,,,,,,,,,,,,,Wi,,,,,,,
100,0000001184,2000,,,0003,002,625271,,,NT60,BRL,,,,,,,,,,,,,fz,,,,,,,
100,0000001547,1000,,,0002,003,951988,,,NT30,BRL,,X,,,,,,,,,,,ZO,,,,,,,
100,0000001786,2000,,,0003,003,407818,,,NT90,AUD,,,,,,,,,,,,,at,,,,,,,
100,0000000062,1000,,,,002,120839,,,0001,USD,,,,,,,,,,,,,td,,,,,,,
100,0000000971,2000,,,,002,285256,,,NT90,CAD,,,,,,,,,,,,,WC,,,,,,,
100,0000000618,2000,,,,002,313164,,,2/10NET30,EUR,,X,,,,,,,,,,,VG,,,,,,,
100,0000001424,5000,,,0002,002,083958,,,NT30,KRW,,,,,,,,,,,,,Eo,,,,,,,
100,0000001025,3000,,,0003,001,503604,,,NT60,CAD,,,,,,,,,,,,,rx,,,,,,,
100,0000000257,2000,,,0002,002,047417,,,NT90,EUR,,,,,,,,,,,,,RP,,,,,,,
100,0000000069,4000,,,0001,003,540082,,,NT60,BRL,,,,,,,,,,,,,Lk,,,,,,,
100,0000000937,1000,,,0003,001,545776,,,0001,USD,,,,,,,,,,,,,sZ,,,,,,,
100,0000000632,1000,,,,002,742055,,,0002,BRL,,X,,,,,,,,,,,NI,,,,,,,
100,0000000977,5000,,,0001,001,822018,,,0003,CNY,,X,,,,,,,,,,,bI,,,,,,,
200,0000001644,2000,,,0001,002,873154,,,0002,CNY,,,,,,,,,,,,,Nu,,,,,,,
100,0000001941,5000,,,0001,003,932840,,,2/10NET30,CAD,,,,,,,,,,,,,YL,,,,,,,
100,0000001079,2000,,,0002,003,394091,,,2/10NET30,GBP,,,,,,,,,,,,,gC,,,,,,,
100,0000001363,1000,,,0003,003,524516,,,2/10NET30,CHF,,,,,,,,,,,,,WS,,,,,,,
100,0000000470,2000,,,0002,003,969330,,,0002,JPY,,,,,,,,,,,,,yP,,,,,,,
100,0000001811,4000,,,,001,125393,,,0003,BRL,,X,,,,,,,,,,,dE,,,,,,,
100,0000000343,5000,,,0003,001,452536,,,NT60,EUR,,X,,,,,,,,,,,js,,,,,,,
100,0000000427,2000,,,0001,003,805035,,,NT90,KRW,,,,,,,,,,,,,Lx,,,,,,,
100,0000000162,3000,,,,002,056353,,,2/10NET30,CHF,,X,,,,,,,,,,,BQ,,,,,,,
100,0000000898,4000,,,0002,001,041066,,,0002,USD,,,,,,,,,,,,,NZ,,,,,,,
100,0000001142,4000,,,,002,084910,,,0001,BRL,,X,,,,,,,,,,,eE,,,,,,,
100,0000000422,1000,,,0002,001,651806,,,NT60,GBP,,,,,,,,,,,,,KX,,,,,,,
100,0000000082,2000,,,0003,002,954029,,,2/10NET30,GBP,,X,,,,,,,,,,,Uu,,,,,,,
100,0000001864,2000,,,0003,003,534702,,,0001,CAD,,,,,,,,,,,,,au,,,,,,,
100,0000001635,3000,,,0001,003,974954,,,0001,CNY,,,,,,,,,,,,,Ry,,,,,,,
100,0000001779,4000,,,0003,001,658053,,,2/10NET30,CHF,,X,,,,,,,,,,,Gh,,,,,,,
100,0000000292,4000,,,0002,003,557438,,,0003,CHF,,X,,,,,,,,,,,jQ,,,,,,,
100,0000001178,3000,,,0002,002,734424,,,0001,AUD,,,,,,,,,,,,,me,,,,,,,
100,0000000182,5000,,,0003,002,987198,,,0001,CNY,,X,,,,,,,,,,,zZ,,,,,,,
100,0000001292,1000,,,0002,002,980741,,,0002,GBP,,,,,,,,,,,,,Dw,,,,,,,
100,0000000661,5000,,,,001,266267,,,NT90,CHF,,X,,,,,,,,,,,Ky,,,,,,,
100,0000000023,3000,,,0001,001,349933,,,2/10NET30,CAD,,,,,,,,,,,,,ta,,,,,,,
100,0000001452,3000,,,0002,001,208546,,,2/10NET30,GBP,,X,,,,,,,,,,,AE,,,,,,,
100,0000001737,4000,,,,003,513853,,,2/10NET30,JPY,,,,,,,,,,,,,tn,,,,,,,
100,0000001644,1000,,,0001,003,604900,,,0001,CAD,,X,,,,,,,,,,,WK,,,,,,,
100,0000001523,2000,,,0002,001,767343,,,NT90,USD,,X,,,,,,,,,,,jM,,,,,,,
100,0000000433,2000,,,0003,003,981458,,,0002,CHF,,X,,,,,,,,,,,ET,,,,,,,
100,0000000408,3000,,,0003,002,690163,,,0003,JPY,,,,,,,,,,,,,In,,,,,,,
100,0000000078,4000,,,0002,001,493745,,,NT30,BRL,,X,,,,,,,,,,,BC,,,,,,,
100,0000001738,5000,,,,002,742554,,,0002,BRL,,X,,,,,,,,,,,ez,,,,,,,
100,0000000344,2000,,,0003,001,558582,,,NT60,AUD,,,,,,,,,,,,,jf,,,,,,,
100,0000000447,1000,,,0001,002,101756,,,NT60,KRW,,,,,,,,,,,,,Zc,,,,,,,
100,0000001193,1000,,,0003,001,925250,,,0001,CHF,,X,,,,,,,,,,,Qc,,,,,,,
100,0000001519,1000,,,0003,002,051507,,,NT60,EUR,,X,,,,,,,,,,,SD,,,,,,,
100,0000001416,5000,,,0001,002,007450,,,NT90,CNY,,,,,,,,,,,,,Rz,,,,,,,
100,0000001318,2000,,,0002,001,542594,,,0001,KRW,,,,,,,,,,,,,Ux,,,,,,,
100,0000000487,3000,,,0001,002,986638,,,NT90,KRW,,X,,,,,,,,,,,tz,,,,,,,
100,0000000654,2000,,,0001,001,140127,,,NT90,CNY,,,,,,,,,,,,,RV,,,,,,,
100,0000000539,4000,,,,002,282676,,,0001,CHF,,X,,,,,,,,,,,zb,,,,,,,
100,0000001854,2000,,,,003,229040,,,0003,CAD,,,,,,,,,,,,,il,,,,,,,
100,0000001240,5000,,,,001,195866,,,NT60,CAD,,X,,,,,,,,,,,oi,,,,,,,
100,0000000212,4000,,,0002,003,543886,,,NT30,KRW,,X,,,,,,,,,,,ok,,,,,,,
100,0000000070,4000,,,0003,001,507836,,,NT30,BRL,,,,,,,,,,,,,AC,,,,,,,
100,0000000629,5000,,,0002,001,072587,,,0002,CNY,,X,,,,,,,,,,,QY,,,,,,,
100,0000000691,2000,,,0001,003,309742,,,NT30,CAD,,,,,,,,,,,,,Wm,,,,,,,
100,0000001328,4000,,,0002,002,003425,,,0002,KRW,,X,,,,,,,,,,,MK,,,,,,,
100,0000000490,1000,,,0001,002,877512,,,NT60,CAD,,X,,,,,,,,,,,Zd,,,,,,,
100,0000000265,2000,,,0001,002,033924,,,0001,CAD,,X,,,,,,,,,,,hZ,,,,,,,
100,0000001458,1000,,,0002,003,845385,,,0003,USD,,,,,,,,,,,,,vo,,,,,,,
100,0000001841,4000,,,,003,269285,,,NT30,USD,,X,,,,,,,,,,,aX,,,,,,,
100,0000000411,4000,,,,001,512140,,,NT30,KRW,,,,,,,,,,,,,dL,,,,,,,
100,0000000046,1000,,,,001,730651,,,0003,GBP,,,,,,,,,,,,,Zj,,,,,,,
100,0000001477,5000,,,0003,002,761908,,,NT30,JPY,,X,,,,,,,,,,,fZ,,,,,,,
100,0000000029,1000,,,,001,775868,,,2/10NET30,GBP,,,,,,,,,,,,,BL,,,,,,,
100,0000000242,3000,,,,001,238122,,,0003,JPY,,X,,,,,,,,,,,dh,,,,,,,
100,0000001324,3000,,,0002,003,854277,,,2/10NET30,USD,,X,,,,,,,,,,,MZ,,,,,,,
100,0000000134,2000,,,0002,003,971642,,,NT90,CHF,,X,,,,,,,,,,,TK,,,,,,,
100,0000001767,1000,,,0001,002,698324,,,NT90,CNY,,,,,,,,,,,,,cl,,,,,,,
100,0000000604,5000,,,,001,810634,,,0002,BRL,,X,,,,,,,,,,,Pf,,,,,,,
100,0000001803,2000,,,,003,121125,,,0003,GBP,,,,,,,,,,,,,IE,,,,,,,
100,0000000632,1000,,,0002,001,725026,,,0002,KRW,,X,,,,,,,,,,,lR,,,,,,,
100,0000000279,4000,,,0002,001,934926,,,2/10NET30,USD,,X,,,,,,,,,,,bg,,,,,,,
100,0000001153,4000,,,0001,003,815481,,,2/10NET30,CHF,,,,,,,,,,,,,Tx,,,,,,,
100,0000000529,5000,,,0001,003,772519,,,0003,CHF,,X,,,,,,,,,,,kr,,,,,,,
100,0000001257,4000,,,0001,001,008168,,,NT30,JPY,,,,,,,,,,,,,bV,,,,,,,
100,0000001042,1000,,,0001,002,172027,,,NT60,AUD,,,,,,,,,,,,,hy,,,,,,,
100,0000001922,3000,,,0002,002,787916,,,0001,AUD,,X,,,,,,,,,,,zU,,,,,,,
100,0000001122,3000,,,,002,743958,,,NT60,JPY,,,,,,,,,,,,,Ix,,,,,,,
100,0000000492,5000,,,0001,003,179287,,,NT90,BRL,,,,,,,,,,,,,aG,,,,,,,
100,0000001875,2000,,,0003,001,634797,,,2/10NET30,JPY,,X,,,,,,,,,,,cu,,,,,,,
100,0000000404,3000,,,0003,002,856078,,,2/10NET30,USD,,,,,,,,,,,,,Rh,,,,,,,
100,0000000499,5000,,,0003,001,573622,,,NT60,USD,,,,,,,,,,,,,pr,,,,,,,
100,0000001022,2000,,,,001,348451,,,NT30,CNY,,,,,,,,,,,,,Kr,,,,,,,
100,0000000515,5000,,,,002,698712,,,0003,CAD,,X,,,,,,,,,,,Nq,,,,,,,
100,0000000816,5000,,,0002,001,703615,,,0003,CHF,,,,,,,,,,,,,tQ,,,,,,,
100,0000001571,1000,,,0002,003,826800,,,0001,CNY,,,,,,,,,,,,,NJ,,,,,,,
100,0000000115,2000,,,0003,001,006651,,,2/10NET30,AUD,,,,,,,,,,,,,YE,,,,,,,
100,0000000631,3000,,,0001,002,556593,,,0001,CHF,,,,,,,,,,,,,FV,,,,,,,
100,0000000361,5000,,,0003,002,003253,,,NT30,EUR,,X,,,,,,,,,,,pJ,,,,,,,
100,0000001245,2000,,,0002,001,902299,,,NT90,CNY,,,,,,,,,,,,,Sd,,,,,,,
100,0000001582,3000,,,0001,001,953348,,,NT90,USD,,X,,,,,,,,,,,EZ,,,,,,,
100,0000001375,1000,,,0003,003,511954,,,0003,USD,,,,,,,,,,,,,hk,,,,,,,
100,0000001502,5000,,,0003,002,478727,,,0001,CAD,,X,,,,,,,,,,,PM,,,,,,,
100,0000001329,1000,,,0002,003,356622,,,0001,CAD,,,,,,,,,,,,,db,,,,,,,
100,0000000731,4000,,,0002,002,288738,,,2/10NET30,GBP,,,,,,,,,,,,,Ek,,,,,,,
100,0000001452,3000,,,0002,003,595379,,,NT30,CHF,,,,,,,,,,,,,YH,,,,,,,
100,0000001012,2000,,,0003,003,105033,,,NT90,CHF,,,,,,,,,,,,,iw,,,,,,,
100,0000001207,2000,,,0001,001,186012,,,0001,CHF,,X,,,,,,,,,,,hd,,,,,,,
100,0000000786,2000,,,,002,986081,,,NT30,CNY,,,,,,,,,,,,,iZ,,,,,,,
100,0000000939,4000,,,0002,003,787809,,,NT90,EUR,,X,,,,,,,,,,,jF,,,,,,,
100,0000000272,4000,,,,002,135676,,,NT30,JPY,,,,,,,,,,,,,LL,,,,,,,
100,0000000712,4000,,,0002,003,735685,,,NT60,BRL,,X,,,,,,,,,,,wE,,,,,,,
100,0000001393,2000,,,,002,302353,,,2/10NET30,CAD,,X,,,,,,,,,,,Li,,,,,,,
100,0000000188,3000,,,0002,001,320059,,,0002,CHF,,X,,,,,,,,,,,Dy,,,,,,,
100,0000001992,4000,,,0001,003,291584,,,0002,KRW,,,,,,,,,,,,,uq,,,,,,,
100,0000001306,4000,,,,001,791306,,,0003,KRW,,X,,,,,,,,,,,mb,,,,,,,
100,0000000980,1000,,,,002,431058,,,0002,EUR,,X,,,,,,,,,,,Na,,,,,,,
100,0000001768,1000,,,0003,003,568956,,,0002,CNY,,,,,,,,,,,,,Xt,,,,,,,
100,0000001365,5000,,,0001,003,038912,,,0003,BRL,,,,,,,,,,,,,Bc,,,,,,,
100,0000001199,3000,,,0003,001,759378,,,0002,KRW,,X,,,,,,,,,,,Ei,,,,,,,
100,0000000212,2000,,,0002,002,673616,,,NT30,BRL,,,,,,,,,,,,,hZ,,,,,,,
100,0000000101,4000,,,0001,003,684035,,,NT30,GBP,,,,,,,,,,,,,iD,,,,,,,
100,0000001958,3000,,,0003,001,397031,,,NT30,BRL,,,,,,,,,,,,,tP,,,,,,,
100,0000001451,4000,,,,001,213039,,,0003,USD,,X,,,,,,,,,,,HK,,,,,,,
100,0000000662,1000,,,,003,012168,,,0003,AUD,,X,,,,,,,,,,,gp,,,,,,,
100,0000001875,2000,,,,003,184339,,,NT30,GBP,,X,,,,,,,,,,,uH,,,,,,,
100,0000000741,5000,,,0002,002,800855,,,0003,CAD,,,,,,,,,,,,,AS,,,,,,,
100,0000000712,5000,,,0001,003,255446,,,2/10NET30,KRW,,,,,,,,,,,,,Ry,,,,,,,
100,0000000582,4000,,,0001,002,342240,,,NT90,AUD,,,,,,,,,,,,,FL,,,,,,,
100,0000001078,3000,,,,003,753424,,,NT90,BRL,,X,,,,,,,,,,,Yg,,,,,,,
100,0000001413,3000,,,,003,932808,,,2/10NET30,EUR,,X,,,,,,,,,,,Ej,,,,,,,
100,0000000036,3000,,,0002,002,525323,,,0003,JPY,,,,,,,,,,,,,xG,,,,,,,
100,0000001475,1000,,,,002,200607,,,0001,USD,,X,,,,,,,,,,,jj,,,,,,,
100,0000001619,4000,,,0002,001,309788,,,NT90,CAD,,,,,,,,,,,,,lC,,,,,,,
100,0000001554,2000,,,,003,184331,,,0001,USD,,X,,,,,,,,,,,Ne,,,,,,,
100,0000000576,2000,,,0002,003,383107,,,NT30,BRL,,X,,,,,,,,,,,wZ,,,,,,,
100,0000000290,2000,,,0003,003,542955,,,0002,USD,,X,,,,,,,,,,,DO,,,,,,,
100,0000001618,1000,,,,001,399214,,,0001,CNY,,,,,,,,,,,,,bi,,,,,,,
100,0000001579,3000,,,,003,079528,,,0001,GBP,,X,,,,,,,,,,,AW,,,,,,,
100,0000000051,4000,,,0003,002,415264,,,NT90,AUD,,,,,,,,,,,,,to,,,,,,,
100,0000000151,5000,,,0001,001,051144,,,NT90,BRL,,,,,,,,,,,,,Sb,,,,,,,
100,0000000309,3000,,,0002,002,427480,,,NT60,CNY,,X,,,,,,,,,,,tR,,,,,,,
100,0000001719,5000,,,,001,025934,,,0002,CHF,,,,,,,,,,,,,dC,,,,,,,
100,0000001629,2000,,,0003,001,466702,,,0001,CHF,,X,,,,,,,,,,,Ft,,,,,,,
100,0000000479,3000,,,0001,002,504813,,,0001,CHF,,,,,,,,,,,,,Mq,,,,,,,
100,0000001697,1000,,,0003,003,353050,,,NT60,CHF,,,,,,,,,,,,,wB,,,,,,,
100,0000000937,5000,,,0001,002,642514,,,0001,BRL,,,,,,,,,,,,,Xg,,,,,,,
100,0000001408,1000,,,0002,001,751325,,,2/10NET30,EUR,,,,,,,,,,,,,ug,,,,,,,
100,0000000137,2000,,,,002,073171,,,0003,BRL,,,,,,,,,,,,,tO,,,,,,,
100,0000001098,5000,,,,002,090461,,,2/10NET30,CHF,,,,,,,,,,,,,Gw,,,,,,,
200,0000000365,5000,,,0003,003,872880,,,2/10NET30,JPY,,,,,,,,,,,,,Cv,,,,,,,
100,0000001914,4000,,,,001,187001,,,0001,GBP,,,,,,,,,,,,,Id,,,,,,,
100,0000001629,3000,,,0003,002,652661,,,0002,GBP,,X,,,,,,,,,,,Kb,,,,,,,
100,0000000985,2000,,,0003,001,667155,,,0003,CHF,,,,,,,,,,,,,fr,,,,,,,
100,0000001134,5000,,,0002,001,645742,,,0003,USD,,X,,,,,,,,,,,ZE,,,,,,,
100,0000001253,1000,,,0002,002,726134,,,0001,GBP,,X,,,,,,,,,,,NA,,,,,,,
100,0000000027,1000,,,,001,461390,,,NT60,KRW,,X,,,,,,,,,,,TA,,,,,,,
100,0000001163,5000,,,0003,001,433071,,,2/10NET30,CNY,,X,,,,,,,,,,,HZ,,,,,,,
100,0000001766,1000,,,,002,567235,,,NT30,USD,,X,,,,,,,,,,,yg,,,,,,,
100,0000001853,4000,,,0001,002,925129,,,0002,KRW,,X,,,,,,,,,,,ZR,,,,,,,
100,0000000533,3000,,,0002,003,067217,,,NT60,CNY,,X,,,,,,,,,,,Dy,,,,,,,
100,0000000352,4000,,,0002,002,373176,,,NT90,KRW,,,,,,,,,,,,,QB,,,,,,,
100,0000000595,3000,,,0002,003,520883,,,NT30,AUD,,X,,,,,,,,,,,mX,,,,,,,
100,0000000634,2000,,,0002,002,616458,,,0001,BRL,,X,,,,,,,,,,,Wb,,,,,,,
100,0000001902,2000,,,0001,001,992653,,,0002,EUR,,X,,,,,,,,,,,Qx,,,,,,,
100,0000001729,5000,,,0002,003,623219,,,2/10NET30,CAD,,X,,,,,,,,,,,dp,,,,,,,
100,0000000814,2000,,,0001,002,044914,,,0002,CHF,,X,,,,,,,,,,,ur,,,,,,,
100,0000001224,2000,,,,002,406402,,,NT30,EUR,,,,,,,,,,,,,zl,,,,,,,
100,0000000795,4000,,,0002,001,566030,,,NT60,CNY,,,,,,,,,,,,,xb,,,,,,,
100,0000000695,2000,,,0003,003,880043,,,0001,CNY,,,,,,,,,,,,,dx,,,,,,,
100,0000001790,4000,,,0002,002,687069,,,NT60,USD,,,,,,,,,,,,,OS,,,,,,,
100,0000000803,3000,,,0001,002,181121,,,NT30,EUR,,X,,,,,,,,,,,Ra,,,,,,,
100,0000001759,4000,,,,003,125346,,,0001,USD,,,,,,,,,,,,,sJ,,,,,,,
100,0000000752,4000,,,0002,001,807136,,,0003,USD,,X,,,,,,,,,,,hx,,,,,,,
100,0000000758,3000,,,0001,002,868728,,,2/10NET30,EUR,,,,,,,,,,,,,ke,,,,,,,
100,0000000929,3000,,,0001,001,567395,,,2/10NET30,GBP,,,,,,,,,,,,,EG,,,,,,,
100,0000000630,1000,,,0002,001,223125,,,0002,AUD,,,,,,,,,,,,,Rj,,,,,,,
100,0000001826,5000,,,0002,003,568953,,,NT90,AUD,,X,,,,,,,,,,,Ih,,,,,,,
100,0000001252,5000,,,,002,417220,,,2/10NET30,USD,,,,,,,,,,,,,xO,,,,,,,
100,0000001823,3000,,,0002,001,442497,,,NT60,KRW,,X,,,,,,,,,,,Gy,,,,,,,
100,0000000242,4000,,,0001,002,315101,,,NT30,KRW,,X,,,,,,,,,,,OL,,,,,,,
100,0000001988,2000,,,,003,500889,,,0003,AUD,,X,,,,,,,,,,,wF,,,,,,,
100,0000000839,1000,,,0003,001,506315,,,NT90,CAD,,X,,,,,,,,,,,OA,,,,,,,
100,0000000137,1000,,,0003,001,308733,,,0003,USD,,X,,,,,,,,,,,op,,,,,,,
100,0000001811,5000,,,,003,081469,,,0001,AUD,,X,,,,,,,,,,,wu,,,,,,,
100,0000001950,3000,,,,002,081466,,,0001,AUD,,X,,,,,,,,,,,np,,,,,,,
100,0000000474,4000,,,0002,003,170131,,,0001,USD,,,,,,,,,,,,,Ri,,,,,,,
100,0000000392,3000,,,,002,805088,,,NT90,CAD,,X,,,,,,,,,,,IM,,,,,,,
100,0000000279,3000,,,,002,765671,,,0001,AUD,,,,,,,,,,,,,dE,,,,,,,
100,0000000344,5000,,,0002,003,139345,,,2/10NET30,KRW,,X,,,,,,,,,,,PO,,,,,,,
100,0000001524,5000,,,,001,479398,,,0002,USD,,,,,,,,,,,,,hH,,,,,,,
100,0000001158,4000,,,0002,003,670106,,,0001,KRW,,,,,,,,,,,,,Cj,,,,,,,
100,0000000990,1000,,,0003,002,643489,,,NT30,EUR,,X,,,,,,,,,,,BZ,,,,,,,
100,0000001789,2000,,,,002,231455,,,NT60,AUD,,,,,,,,,,,,,kI,,,,,,,
100,0000000413,1000,,,0001,001,038597,,,NT90,EUR,,,,,,,,,,,,,qT,,,,,,,
100,0000000787,2000,,,0002,001,624285,,,NT30,KRW,,,,,,,,,,,,,bb,,,,,,,
100,0000000155,1000,,,0003,003,866184,,,NT60,CNY,,,,,,,,,,,,,Sy,,,,,,,
100,0000001233,1000,,,0003,001,493895,,,0002,KRW,,X,,,,,,,,,,,WS,,,,,,,
100,0000000119,2000,,,0002,001,524783,,,0003,CHF,,X,,,,,,,,,,,fS,,,,,,,
100,0000001301,2000,,,0003,002,881392,,,0002,EUR,,X,,,,,,,,,,,TV,,,,,,,
100,0000000174,4000,,,0002,001,197074,,,2/10NET30,KRW,,,,,,,,,,,,,nj,,,,,,,
100,0000001708,5000,,,0002,002,687973,,,NT90,KRW,,,,,,,,,,,,,GD,,,,,,,
100,0000001243,5000,,,,001,825119,,,0001,CAD,,X,,,,,,,,,,,OU,,,,,,,
100,0000000535,4000,,,,003,763048,,,2/10NET30,GBP,,X,,,,,,,,,,,Zt,,,,,,,
100,0000000446,3000,,,0003,001,068456,,,NT90,CNY,,X,,,,,,,,,,,WC,,,,,,,
100,0000001104,2000,,,0001,001,305785,,,0003,GBP,,X,,,,,,,,,,,tj,,,,,,,
100,0000000195,2000,,,0002,003,550727,,,NT60,CNY,,X,,,,,,,,,,,zq,,,,,,,
100,0000000532,4000,,,0002,002,484376,,,0001,CHF,,X,,,,,,,,,,,UK,,,,,,,
100,0000000364,3000,,,0003,003,037242,,,NT60,CHF,,X,,,,,,,,,,,FN,,,,,,,
100,0000000289,3000,,,0002,003,155936,,,0003,JPY,,X,,,,,,,,,,,dA,,,,,,,
100,0000000123,5000,,,0003,001,441876,,,NT90,EUR,,X,,,,,,,,,,,sa,,,,,,,
100,0000001718,5000,,,0003,003,702829,,,NT90,KRW,,X,,,,,,,,,,,HL,,,,,,,
100,0000001525,1000,,,0002,001,852910,,,NT30,AUD,,X,,,,,,,,,,,Fv,,,,,,,
100,0000000824,3000,,,0002,002,959782,,,0001,USD,,,,,,,,,,,,,Nm,,,,,,,
100,0000000129,2000,,,,002,199242,,,0003,JPY,,,,,,,,,,,,,cb,,,,,,,
100,0000001821,3000,,,0001,002,355632,,,0001,CHF,,,,,,,,,,,,,Vk,,,,,,,
100,0000000858,3000,,,0002,002,035163,,,0003,CHF,,,,,,,,,,,,,sB,,,,,,,
100,0000001138,1000,,,0003,001,048913,,,NT60,AUD,,X,,,,,,,,,,,dW,,,,,,,
100,0000000465,1000,,,0003,001,244288,,,0001,CAD,,X,,,,,,,,,,,rz,,,,,,,
100,0000001213,1000,,,0002,003,750409,,,0002,KRW,,,,,,,,,,,,,iE,,,,,,,
100,0000001644,2000,,,0001,001,945318,,,2/10NET30,CAD,,,,,,,,,,,,,oi,,,,,,,
100,0000000900,4000,,,0002,001,625392,,,NT30,BRL,,,,,,,,,,,,,gm,,,,,,,
100,0000001087,3000,,,0001,003,298803,,,0001,AUD,,,,,,,,,,,,,Fr,,,,,,,
100,0000000944,2000,,,0002,001,861825,,,0002,USD,,,,,,,,,,,,,qQ,,,,,,,
100,0000001295,1000,,,0001,001,493900,,,0002,JPY,,X,,,,,,,,,,,xV,,,,,,,
100,0000001613,1000,,,0002,002,669030,,,NT90,GBP,,,,,,,,,,,,,uS,,,,,,,
100,0000000218,3000,,,0002,001,187446,,,NT90,CNY,,X,,,,,,,,,,,cD,,,,,,,
100,0000001774,1000,,,0001,001,889991,,,2/10NET30,CHF,,X,,,,,,,,,,,eG,,,,,,,
100,0000001130,1000,,,0003,003,469645,,,NT90,KRW,,X,,,,,,,,,,,kL,,,,,,,
100,0000000795,3000,,,,002,628111,,,NT60,JPY,,X,,,,,,,,,,,Hn,,,,,,,
100,0000001456,1000,,,0001,003,474630,,,0001,CNY,,,,,,,,,,,,,pW,,,,,,,
100,0000001384,5000,,,0002,002,585565,,,NT30,USD,,X,,,,,,,,,,,gf,,,,,,,
100,0000000991,3000,,,0003,002,448335,,,NT30,USD,,,,,,,,,,,,,sr,,,,,,,
100,0000000355,5000,,,,003,386384,,,NT60,BRL,,,,,,,,,,,,,AX,,,,,,,
100,0000001824,1000,,,,001,922946,,,NT30,USD,,,,,,,,,,,,,Kl,,,,,,,
100,0000001165,4000,,,0001,002,108520,,,0003,CNY,,X,,,,,,,,,,,aM,,,,,,,
100,0000000714,5000,,,0002,002,329539,,,0003,USD,,,,,,,,,,,,,VX,,,,,,,
100,0000000609,4000,,,0003,003,829136,,,NT30,CNY,,X,,,,,,,,,,,HW,,,,,,,
100,0000000054,3000,,,0001,002,098794,,,NT30,AUD,,,,,,,,,,,,,YK,,,,,,,
100,0000000500,3000,,,0003,001,268674,,,2/10NET30,JPY,,X,,,,,,,,,,,wF,,,,,,,
100,0000001966,3000,,,,001,175504,,,0001,EUR,,,,,,,,,,,,,hL,,,,,,,
100,0000001855,1000,,,0003,002,513827,,,NT30,GBP,,X,,,,,,,,,,,wZ,,,,,,,
100,0000001870,3000,,,0003,001,425280,,,NT30,CAD,,X,,,,,,,,,,,Je,,,,,,,
100,0000000300,1000,,,,002,985928,,,NT60,AUD,,,,,,,,,,,,,De,,,,,,,
