MANDT,EBELN,BUKRS,BSART,LIFNR,EKORG,EKGRP,WAERS,WKURS,KUFIX,BEDAT,KDATB,KDATE,KDATV,ABGRU,AUTLF,WEAKT,MEMORY,KZABS,RLWRT,ZTERM,ZBD1T,ZBD2T,ZBD3T,ZBD1P,ZBD2P,MWSKZ,IHREZ,VERKF,EXNUM,UNSEZ,INCO1,INCO2,KONNR,KTPNR,ABTYP,WGLIF,KNUMV
100,0200000155,2000,FO,0000000169,2000,642,USD,1.09634,,20150912,,20220721,,,X,X,,,,0003,23,1,88,1.5,1.3,,,,,,FOB,,,,,,4982549490
100,0200000156,5000,FO,0000001183,2000,957,USD,1.2973,,20150913,,20240801,,,,,,,,NT30,16,25,30,1.0,0.3,V3,,,,,CPT,,,,,,6534593589
100,0200000158,4000,NB,0000001005,2000,458,USD,1.71451,,20150917,,20220930,,,X,,,,,0003,19,2,0,0.2,1.5,,,,,,DAT,,,,,,0584321184
100,0200000159,4000,UB,0000001140,2000,106,USD,1.58055,,20150919,,20210807,,,,X,,,,0002,28,9,21,0.5,1.5,V2,,,,,DAT,,,,,,6453683276
100,0200000159,1000,FO,0000000599,2000,140,USD,1.56841,,20150919,,20211013,,,,,,,,2/10NET30,13,12,54,1.4,1.1,V2,,,,,CIF,,,,,,6188712085
100,0200000161,2000,NB,0000001666,2000,739,USD,0.89311,,20150924,,20220823,,,X,,,,,NT90,25,20,45,2.9,1.7,V1,,,,,FOB,,,,,,4552609500
100,0200000162,5000,FO,0000001300,3000,649,USD,1.68937,,20150924,,20230109,,,,X,,,,NT60,18,39,85,2.2,1.7,V3,,,,,FOB,,,,,,5735625819
100,0200000163,4000,FO,0000000996,3000,106,USD,1.51122,,20150926,,20260602,,,X,,,,,NT30,28,2,72,3.0,1.0,V3,,,,,CPT,,,,,,3434771569
100,0200000164,2000,UB,0000001837,2000,411,USD,1.318,,20150926,,20220702,,,X,,,,,NT30,12,56,72,2.2,0.9,V3,,,,,DAP,,,,,,0554258812
100,0200000165,1000,NB,0000000216,1000,659,USD,1.4223,,20150929,,20210826,,,,X,,,,0003,13,14,47,2.0,1.9,,,,,,DAT,,,,,,3795086865
100,0200000166,2000,FO,0000001602,1000,341,USD,0.66366,,20151001,,20250721,,,,,,,,NT30,17,44,3,1.7,1.4,V1,,,,,CIP,,,,,,5336838948
100,0200000167,1000,FO,0000001172,3000,973,USD,1.64198,,20151004,,20210731,,,,X,,,,NT60,8,11,42,0.3,1.1,V3,,,,,EXW,,,,,,4250213868
100,0200000168,3000,ZB,0000001819,2000,935,USD,1.03597,,20151007,,20210708,,,,X,,,,NT90,29,52,36,1.0,1.5,,,,,,DAT,,,,,,7514920554
100,0200000169,2000,UB,0000001995,1000,721,USD,1.73808,,20151009,,20241129,,,X,X,,,,NT30,15,14,37,0.8,0.1,V1,,,,,FCA,,,,,,4515594539
100,0200000170,1000,UB,0000001851,2000,641,USD,0.64306,,20151009,,20230818,,,X,,,,,0002,25,9,40,1.1,1.1,V1,,,,,CIP,,,,,,2977798277
100,0200000171,4000,ZB,0000000014,1000,392,USD,0.60565,,20151012,,20250330,,,X,X,,,,2/10NET30,19,38,33,1.2,0.7,V2,,,,,CIF,,,,,,1606294082
100,0200000172,5000,UB,0000001910,1000,261,USD,1.43417,,20151015,,20210814,,,,,,,,NT60,17,43,24,2.5,1.4,V3,,,,,DDP,,,,,,8288382062
100,0200000172,2000,ZB,0000001230,1000,268,USD,1.98377,,20151015,,20251004,,,X,X,,,,2/10NET30,13,29,37,1.1,0.9,V1,,,,,CPT,,,,,,9801215644
100,0200000172,5000,FO,0000000816,1000,008,USD,0.52227,,20151015,,20251206,,,,,,,,NT60,10,52,9,1.5,0.5,,,,,,FCA,,,,,,8949975212
100,0200000172,1000,FO,0000000955,1000,077,USD,0.5844,,20151015,,20241102,,,,X,,,,NT60,4,56,83,2.8,1.0,V3,,,,,CIP,,,,,,3287171993
100,0200000173,1000,NB,0000000151,2000,387,USD,0.83064,,20151017,,20230704,,,,,,,,0003,20,42,88,1.7,1.6,V1,,,,,EXW,,,,,,9027082305
100,0200000173,3000,ZB,0000000561,2000,932,USD,1.86114,,20151017,,20231227,,,,X,,,,NT30,15,47,28,1.2,0.6,V1,,,,,EXW,,,,,,4258828307
100,0200000174,4000,FO,0000001270,2000,017,USD,0.62844,,20151018,,20230606,,,X,X,,,,0002,12,19,51,0.6,0.3,V1,,,,,DDP,,,,,,4111398488
100,0200000174,5000,ZB,0000000408,2000,138,USD,1.47704,,20151018,,20230808,,,X,,,,,0001,26,52,54,1.0,1.6,V2,,,,,DDP,,,,,,1131646343
100,0200000175,4000,UB,0000000533,1000,783,USD,0.90443,,20151021,,20210718,,,X,X,,,,NT60,16,41,31,2.3,1.9,,,,,,DDP,,,,,,2172758916
100,0200000176,5000,ZB,0000001692,2000,414,USD,1.5873,,20151024,,20251021,,,,,,,,NT30,22,1,83,1.2,0.9,V1,,,,,EXW,,,,,,6067494096
100,0200000176,3000,FO,0000000816,2000,201,USD,1.46054,,20151024,,20211214,,,,X,,,,0002,1,28,67,0.8,1.4,V1,,,,,DDP,,,,,,2570040024
100,0200000178,4000,ZB,0000001399,1000,562,USD,0.65532,,20151024,,20220823,,,X,X,,,,NT60,22,31,72,1.9,1.1,,,,,,CPT,,,,,,3209707747
100,0200000178,3000,FO,0000001803,1000,755,USD,1.44223,,20151024,,20231117,,,X,X,,,,0002,6,20,71,0.5,1.2,,,,,,DAP,,,,,,9549790651
100,0200000179,5000,FO,0000001444,2000,734,USD,0.839,,20151025,,20230901,,,X,,,,,0002,28,15,57,1.9,1.7,V1,,,,,DAP,,,,,,4228089629
100,0200000180,2000,UB,0000001308,2000,739,USD,1.89571,,20151025,,20220818,,,X,X,,,,0002,7,28,70,2.5,1.8,V2,,,,,DDP,,,,,,7096678076
100,0200000181,3000,ZB,0000000741,3000,960,USD,0.62069,,20151028,,20210924,,,,,,,,NT90,29,5,82,1.4,1.4,V3,,,,,DAP,,,,,,7923406508
100,0200000182,2000,ZB,0000001310,2000,569,USD,0.89183,,20151031,,20240224,,,X,X,,,,0003,30,55,44,2.6,0.6,V1,,,,,CIP,,,,,,4456369340
100,0200000183,4000,FO,0000001262,1000,840,USD,0.62726,,20151102,,20231017,,,X,,,,,NT90,22,58,33,2.8,1.6,V1,,,,,DDP,,,,,,1392421245
100,0200000183,5000,ZB,0000000629,1000,546,USD,1.83788,,20151102,,20251119,,,,,,,,NT60,4,40,85,0.3,1.3,V1,,,,,FCA,,,,,,9848559965
100,0200000185,3000,NB,0000000773,2000,059,USD,0.67848,,20151106,,20250925,,,,X,,,,0001,11,30,71,2.2,1.6,V1,,,,,DDP,,,,,,0868466595
100,0200000185,2000,UB,0000001174,2000,711,USD,1.3307,,20151106,,20260607,,,X,X,,,,NT30,16,18,40,0.2,1.6,V3,,,,,DAT,,,,,,9064764627
100,0200000186,5000,FO,0000001234,1000,858,USD,1.24049,,20151106,,20260318,,,,X,,,,0003,19,6,72,2.1,1.0,,,,,,CFR,,,,,,2107180712
100,0200000187,3000,ZB,0000001698,3000,589,USD,0.57871,,20151108,,20250307,,,,X,,,,2/10NET30,18,1,20,1.8,1.6,V3,,,,,CFR,,,,,,2491027682
100,0200000189,4000,FO,0000001832,2000,330,USD,0.80169,,20151112,,20211106,,,,,,,,0002,1,49,66,1.0,0.1,,,,,,CPT,,,,,,5229564408
100,0200000190,5000,FO,0000000843,2000,780,USD,1.27101,,20151113,,20240626,,,X,,,,,2/10NET30,14,11,70,1.9,1.8,V1,,,,,DDP,,,,,,6088159665
100,0200000190,4000,NB,0000001008,2000,964,USD,1.00807,,20151113,,20250807,,,X,X,,,,NT60,14,27,72,1.3,1.4,V3,,,,,FCA,,,,,,3316736415
200,0200000192,3000,FO,0000001731,2000,734,USD,1.34253,,20151116,,20210923,,,X,,,,,NT60,3,52,88,0.8,0.9,V2,,,,,DAT,,,,,,5639228513
100,0200000192,1000,NB,0000000310,2000,663,USD,0.87587,,20151116,,20250531,,,X,X,,,,2/10NET30,0,10,55,0.3,0.0,V1,,,,,EXW,,,,,,9959064849
100,0200000193,1000,UB,0000000203,1000,127,USD,1.60297,,20151116,,20220808,,,,,,,,NT30,21,19,64,2.3,1.2,V2,,,,,CIF,,,,,,8667041897
100,0200000194,1000,UB,0000001527,1000,756,USD,0.99318,,20151119,,20220913,,,X,X,,,,0001,27,31,60,0.2,0.4,,,,,,DDP,,,,,,2441058740
100,0200000194,2000,ZB,0000000990,1000,095,USD,0.96204,,20151119,,20260621,,,,X,,,,NT90,4,13,38,1.9,0.0,V3,,,,,DAP,,,,,,6523729403
100,0200000194,1000,NB,0000001068,1000,914,USD,1.91182,,20151119,,20251208,,,,X,,,,0003,22,26,30,0.9,1.7,,,,,,CIF,,,,,,9723593791
100,0200000197,2000,NB,0000000712,2000,193,USD,0.91175,,20151122,,20250517,,,,X,,,,NT90,5,48,71,0.4,0.2,,,,,,DAT,,,,,,1865957487
100,0200000198,5000,ZB,9999999999,3000,796,USD,0.61414,,20151124,,20211031,,,,,,,,0003,26,35,58,0.3,0.2,V2,,,,,FOB,,,,,,4554974184
100,0200000198,1000,UB,0000000603,3000,981,USD,1.03796,,20151124,,20231221,,,X,X,,,,0001,14,26,66,1.3,0.3,V1,,,,,CIP,,,,,,4453746440
100,0200000198,5000,FO,0000000316,3000,393,USD,0.98599,,20151124,,20220923,,,,,,,,0002,15,38,1,2.3,0.1,V2,,,,,FCA,,,,,,2764503542
100,0200000200,3000,NB,0000001493,3000,855,USD,0.57975,,20151127,,20231004,,,,X,,,,NT60,22,51,58,0.5,1.3,V3,,,,,FOB,,,,,,7855382254
100,0200000200,1000,NB,0000001874,3000,673,USD,1.20914,,20151127,,20230102,,,,X,,,,NT30,3,45,52,2.4,0.8,V2,,,,,EXW,,,,,,2515011368
100,0200000201,2000,UB,0000001416,2000,835,USD,1.61367,,20151129,,20210711,,,X,,,,,0002,9,54,18,1.1,0.6,,,,,,CIF,,,,,,0000059015
100,0200000202,2000,ZB,0000001560,2000,401,USD,1.14331,,20151202,,20221210,,,X,,,,,NT90,26,4,8,2.2,0.1,,,,,,CIF,,,,,,5226559599
100,0200000202,5000,ZB,0000000518,2000,119,USD,1.60329,,20151202,,20250910,,,,X,,,,0002,17,40,48,1.5,1.2,V2,,,,,CPT,,,,,,4771432350
100,0200000204,3000,UB,0000001791,2000,339,USD,1.66375,,20151208,,20250405,,,X,X,,,,NT90,19,11,13,0.4,0.9,,,,,,FOB,,,,,,3970015279
100,0200000206,2000,UB,0000001790,2000,206,USD,1.55333,,20151212,,20221029,,,X,X,,,,0003,29,12,10,2.5,1.1,V2,,,,,CIP,,,,,,4760679214
100,0200000207,3000,UB,0000000399,1000,679,USD,1.87181,,20151212,,20210919,,,X,,,,,0003,8,36,33,0.4,1.2,,,,,,CPT,,,,,,4832361489
100,0200000207,4000,ZB,0000001890,1000,058,USD,1.48371,,20151212,,20260126,,,,,,,,0002,18,56,28,0.3,0.6,V3,,,,,CPT,,,,,,2518143870
100,0200000207,5000,NB,0000000572,1000,033,USD,1.14323,,20151212,,20260602,,,X,,,,,NT90,19,29,70,1.7,0.2,,,,,,CIP,,,,,,4077753825
100,0200000209,5000,UB,0000001831,1000,403,USD,1.7269,,20151216,,20230404,,,X,X,,,,NT30,3,3,70,0.0,1.0,V3,,,,,FCA,,,,,,4121385837
100,0200000209,3000,UB,0000001298,1000,599,USD,1.60159,,20151216,,20251027,,,,X,,,,2/10NET30,20,3,75,1.1,1.2,V1,,,,,CIF,,,,,,2676915783
100,0200000210,4000,UB,0000000117,1000,366,USD,0.70454,,20151218,,20260330,,,,,,,,0003,21,1,80,0.3,1.3,,,,,,EXW,,,,,,9063799116
100,0200000210,5000,ZB,0000001231,1000,035,USD,1.66157,,20151218,,20221126,,,X,,,,,NT60,21,44,13,2.1,1.2,V1,,,,,CIF,,,,,,1992637584
100,0200000212,4000,NB,0000000155,1000,164,USD,1.26766,,20151220,,20231113,,,,,,,,0001,17,45,60,2.5,1.9,,,,,,CFR,,,,,,8836843483
100,0200000213,1000,NB,0000000854,2000,801,USD,1.30756,,20151223,,20230908,,,,,,,,2/10NET30,10,31,47,0.4,1.2,V2,,,,,CIP,,,,,,6944305018
100,0200000215,3000,ZB,0000001053,3000,683,USD,1.66174,,20151226,,20240109,,,X,X,,,,NT30,7,57,67,2.1,0.9,V1,,,,,CFR,,,,,,8821382942
100,0200000216,4000,ZB,0000001834,3000,762,USD,1.76229,,20151229,,20240706,,,,X,,,,NT30,10,52,88,0.3,0.4,V3,,,,,DAP,,,,,,1403539249
100,0200000218,4000,UB,0000000101,2000,419,USD,1.73955,,20151229,,20231003,,,X,X,,,,NT90,8,41,73,1.9,0.3,V1,,,,,CIF,,,,,,0335856398
100,0200000219,4000,NB,0000001318,2000,575,USD,0.78661,,20151230,,20250721,,,X,X,,,,0003,18,3,50,2.5,1.7,V2,,,,,DAP,,,,,,7974199188
100,0200000220,2000,NB,0000001232,2000,774,USD,0.83397,,20151230,,20210822,,,,,,,,0001,0,14,89,1.4,1.1,V1,,,,,DAP,,,,,,8360360384
100,0200000221,3000,ZB,0000001219,2000,442,USD,1.5777,,20151231,,20210816,,,X,,,,,NT90,0,27,40,1.2,1.3,V1,,,,,CFR,,,,,,3089722050
100,0200000222,1000,ZB,0000000965,1000,983,USD,1.02618,,20160101,,20250321,,,X,X,,,,0002,3,8,31,1.6,1.0,V2,,,,,CIP,,,,,,9023475445
100,0200000223,3000,ZB,0000000871,3000,218,USD,0.5847,,20160104,,20220819,,,,X,,,,NT60,25,18,90,1.8,0.0,,,,,,CFR,,,,,,0758039128
100,0200000224,2000,UB,0000001053,2000,308,USD,1.6325,,20160104,,20230708,,,,,,,,0002,25,21,38,1.0,0.3,V3,,,,,DAT,,,,,,3203475764
100,0200000224,5000,NB,0000000234,2000,810,USD,0.90591,,20160104,,20221210,,,X,,,,,0001,0,39,6,2.3,0.4,V1,,,,,CFR,,,,,,3833116695
100,0200000226,2000,FO,9999999999,3000,521,USD,1.50082,,20160108,,20251205,,,,,,,,2/10NET30,16,59,4,1.8,0.6,V3,,,,,DAP,,,,,,6896785467
100,0200000227,5000,UB,0000000460,2000,810,USD,0.94635,,20160111,,20250626,,,X,,,,,NT30,15,32,17,0.3,1.3,V2,,,,,CIP,,,,,,6015652644
100,0200000227,2000,ZB,0000001913,2000,688,USD,0.73998,,20160111,,20221210,,,,,,,,NT60,26,29,27,1.8,1.2,,,,,,DDP,,,,,,0645598486
100,0200000228,5000,ZB,0000001698,1000,626,USD,1.59736,,20160111,,20220507,,,X,X,,,,NT90,10,8,74,0.0,1.8,V3,,,,,CIP,,,,,,7095072107
100,0200000229,2000,UB,0000001642,2000,671,USD,1.18252,,20160112,,20240713,,,,X,,,,NT60,16,59,54,1.9,0.8,V1,,,,,CIF,,,,,,5931521470
100,0200000229,3000,NB,0000000667,2000,176,USD,0.81754,,20160112,,20251007,,,,,,,,0002,24,33,43,0.9,1.9,V2,,,,,DAT,,,,,,4610382545
100,0200000230,4000,NB,0000000072,3000,787,USD,1.66952,,20160113,,20230925,,,X,,,,,2/10NET30,4,47,20,2.8,0.2,V3,,,,,DDP,,,,,,9300139450
100,0200000233,2000,NB,0000000837,2000,920,USD,0.74476,,20160119,,20260421,,,X,,,,,0002,11,29,58,2.1,0.9,V2,,,,,FCA,,,,,,2912818721
100,0200000234,1000,ZB,0000001084,1000,913,USD,0.5884,,20160122,,20250608,,,X,,,,,0002,6,28,31,1.4,0.2,V1,,,,,EXW,,,,,,4281728408
100,0200000235,5000,ZB,0000001618,3000,385,USD,0.83146,,20160122,,20240302,,,,X,,,,2/10NET30,27,24,78,0.7,0.4,V2,,,,,DAT,,,,,,6884420748
100,0200000235,5000,NB,0000000127,3000,875,USD,1.47439,,20160122,,20230807,,,X,X,,,,NT30,21,41,20,1.7,0.7,V1,,,,,DAP,,,,,,0445549862
100,0200000236,1000,ZB,0000001890,2000,210,USD,1.23289,,20160123,,20240811,,,,,,,,NT60,28,35,4,0.2,0.8,,,,,,CIP,,,,,,3214219320
100,0200000237,5000,FO,0000001059,2000,225,USD,0.84397,,20160123,,20251111,,,X,,,,,0002,13,23,17,1.6,0.9,,,,,,DAP,,,,,,7134625551
100,0200000237,2000,UB,0000000317,2000,299,USD,1.93905,,20160123,,20260620,,,,,,,,0003,23,21,36,1.2,0.9,V1,,,,,CFR,,,,,,5622623909
100,0200000238,1000,UB,0000000872,2000,684,USD,0.8163,,20160123,,20230318,,,X,,,,,NT90,9,1,78,1.7,0.5,V1,,,,,FCA,,,,,,3043542813
100,0200000239,1000,ZB,9999999999,3000,947,USD,1.63781,,20160125,,20220616,,,X,X,,,,NT30,8,27,74,2.0,0.0,V1,,,,,CIF,,,,,,7691899814
100,0200000240,5000,UB,0000001695,2000,016,USD,1.13948,,20160126,,20220614,,,,,,,,0002,13,56,73,1.5,0.3,V3,,,,,DDP,,,,,,9420616898
100,0200000240,2000,NB,0000000277,2000,689,USD,0.84589,,20160126,,20220121,,,X,,,,,0003,25,26,14,1.4,0.7,,,,,,DAP,,,,,,6486912558
100,0200000242,5000,UB,0000001796,2000,784,USD,0.95892,,20160128,,20260116,,,,X,,,,NT90,10,29,35,0.6,0.8,V2,,,,,CPT,,,,,,6084403967
100,0200000242,1000,NB,0000000732,2000,149,USD,1.41897,,20160128,,20240616,,,,X,,,,NT30,15,38,69,1.6,1.6,V1,,,,,CIP,,,,,,7840573758
100,0200000243,1000,UB,0000001160,1000,197,USD,0.85251,,20160130,,20231208,,,X,,,,,2/10NET30,5,27,65,1.3,1.2,V2,,,,,CIF,,,,,,9948330981
100,0200000245,1000,UB,0000000907,3000,594,USD,1.88891,,20160204,,20230509,,,X,,,,,0001,16,60,14,0.8,1.3,,,,,,CPT,,,,,,2888631256
100,0200000246,1000,UB,0000001933,2000,956,USD,1.69306,,20160205,,20260608,,,X,X,,,,0002,3,24,9,1.9,1.8,V2,,,,,FCA,,,,,,2310075552
100,0200000248,5000,FO,0000000425,3000,623,USD,0.99573,,20160209,,20220524,,,X,X,,,,0002,16,39,50,2.2,0.8,V1,,,,,CIP,,,,,,1289526894
100,0200000249,1000,NB,0000001337,1000,543,USD,0.73501,,20160211,,20211027,,,,X,,,,NT60,30,4,70,1.7,1.5,V3,,,,,CPT,,,,,,8758942742
100,0200000251,3000,UB,0000001631,2000,522,USD,1.64927,,20160216,,20220405,,,X,,,,,0003,7,20,88,2.8,1.4,V3,,,,,EXW,,,,,,5493778730
100,0200000251,1000,ZB,0000000324,2000,746,USD,0.55432,,20160216,,20230720,,,,X,,,,NT60,6,4,78,0.9,1.0,V1,,,,,FOB,,,,,,7151199520
100,0200000252,1000,ZB,0000001449,2000,614,USD,0.53181,,20160218,,20220210,,,X,X,,,,NT60,5,7,61,1.5,1.5,,,,,,CIF,,,,,,2366836961
100,0200000252,4000,UB,0000000355,2000,231,USD,0.73765,,20160218,,20220830,,,X,,,,,0002,11,35,23,0.6,1.9,V2,,,,,FOB,,,,,,3941241996
100,0200000254,4000,UB,0000001373,2000,951,USD,1.12009,,20160222,,20230817,,,,X,,,,0003,17,42,25,0.1,1.4,,,,,,DAT,,,,,,0339278679
100,0200000256,5000,FO,0000001480,2000,186,USD,1.81411,,20160227,,20230121,,,,X,,,,0002,19,24,11,0.7,0.5,V1,,,,,CIF,,,,,,1564647373
100,0200000256,3000,FO,0000000632,2000,925,USD,1.59175,,20160227,,20230820,,,X,,,,,2/10NET30,27,16,50,2.2,0.2,V2,,,,,FOB,,,,,,4072494681
100,0200000257,2000,FO,0000000432,2000,535,USD,1.06077,,20160301,,20260201,,,X,,,,,0001,13,51,52,0.9,0.4,,,,,,CIF,,,,,,9187304775
100,0200000257,2000,UB,0000001716,2000,563,USD,0.78659,,20160301,,20220211,,,,,,,,0003,19,36,42,0.1,0.4,V3,,,,,DDP,,,,,,5685116260
100,0200000258,3000,FO,0000000491,3000,250,USD,1.00721,,20160303,,20230802,,,X,X,,,,NT90,2,10,11,2.4,0.2,V3,,,,,EXW,,,,,,6831206953
100,0200000258,1000,ZB,0000001389,3000,995,USD,0.71665,,20160303,,20240329,,,X,,,,,NT90,2,12,23,3.0,0.6,,,,,,DDP,,,,,,5776679074
100,0200000259,1000,NB,0000001036,2000,894,USD,0.9307,,20160306,,20210815,,,X,,,,,0002,11,17,41,1.0,1.4,V1,,,,,FOB,,,,,,9508944011
100,0200000259,3000,FO,0000000488,2000,553,USD,1.49242,,20160306,,20250506,,,,,,,,0002,6,49,37,0.6,1.1,V3,,,,,CIP,,,,,,9123024763
100,0200000260,2000,UB,0000001009,2000,150,USD,1.85865,,20160309,,20240917,,,,X,,,,NT60,20,26,21,1.8,1.8,V1,,,,,FCA,,,,,,7788938676
100,0200000261,4000,UB,0000000922,1000,953,USD,0.90764,,20160311,,20251025,,,,,,,,0002,28,39,58,1.0,0.9,,,,,,CIF,,,,,,5528924782
100,0200000263,3000,UB,0000001994,2000,402,USD,1.2864,,20160314,,20240111,,,X,X,,,,NT60,19,33,8,1.0,1.0,V3,,,,,FCA,,,,,,5718862183
100,0200000264,5000,FO,0000001563,3000,361,USD,1.04231,,20160317,,20250508,,,,X,,,,NT90,16,1,3,0.9,0.2,,,,,,DAT,,,,,,7738792153
100,0200000265,2000,FO,0000001304,3000,101,USD,1.25305,,20160318,,20221119,,,,X,,,,0003,13,8,25,2.3,0.2,V3,,,,,CFR,,,,,,0220656432
100,0200000267,4000,ZB,0000001753,1000,115,USD,0.51152,,20160318,,20230313,,,,X,,,,NT60,9,8,79,0.4,1.8,V1,,,,,DDP,,,,,,5344433736
100,0200000267,2000,ZB,0000000663,1000,510,USD,0.70035,,20160318,,20250613,,,,X,,,,0001,1,24,52,1.0,0.3,V1,,,,,FOB,,,,,,5403563138
100,0200000270,5000,NB,0000000968,3000,582,USD,0.61671,,20160326,,20230606,,,,X,,,,0002,19,28,41,2.7,1.4,V2,,,,,EXW,,,,,,3460038591
100,0200000271,2000,FO,0000001731,3000,370,USD,1.53671,,20160328,,20211107,,,,X,,,,NT30,13,13,29,2.3,1.5,V2,,,,,CPT,,,,,,2058719391
100,0200000272,5000,NB,0000000510,2000,286,USD,1.55173,,20160329,,20240510,,,X,X,,,,0003,5,11,61,2.9,1.0,V1,,,,,CPT,,,,,,0065792156
100,0200000272,1000,UB,0000001514,2000,808,USD,1.7061,,20160329,,20221105,,,,,,,,NT30,6,10,31,3.0,0.8,V1,,,,,EXW,,,,,,1863986422
100,0200000274,1000,FO,0000001361,2000,672,USD,0.71988,,20160331,,20250417,,,,,,,,2/10NET30,17,2,12,0.1,0.0,V3,,,,,DAP,,,,,,1661366556
100,0200000274,2000,ZB,0000001374,2000,091,USD,0.84137,,20160331,,20250622,,,,X,,,,NT60,24,49,49,1.6,0.9,V1,,,,,CFR,,,,,,9876612301
100,0200000277,4000,UB,0000000769,1000,456,USD,0.54338,,20160331,,20260316,,,,,,,,NT30,1,39,7,1.3,1.2,V1,,,,,CIP,,,,,,8666140401
100,0200000280,2000,UB,0000001898,2000,842,USD,0.62848,,20160406,,20251229,,,,X,,,,NT90,13,59,41,1.3,0.5,,,,,,EXW,,,,,,2875048635
100,0200000281,1000,ZB,0000000634,3000,230,USD,1.77568,,20160408,,20230815,,,,X,,,,0001,26,19,19,2.8,0.7,V2,,,,,FCA,,,,,,4720918910
100,0200000281,5000,UB,0000000558,3000,718,USD,1.48794,,20160408,,20260121,,,,X,,,,0002,14,53,50,1.2,0.4,V1,,,,,CIF,,,,,,2317597055
100,0200000282,4000,FO,0000000694,1000,544,USD,0.54751,,20160409,,20260622,,,,X,,,,0003,13,6,35,0.8,0.5,V3,,,,,CFR,,,,,,1686332134
100,0200000283,3000,UB,0000000619,2000,118,USD,1.40692,,20160411,,20250711,,,X,X,,,,NT90,21,23,90,2.2,0.1,V1,,,,,CFR,,,,,,3531726619
100,0200000285,2000,NB,0000001370,1000,210,USD,1.56332,,20160415,,20220414,,,X,X,,,,0001,22,12,59,2.1,0.2,V1,,,,,FCA,,,,,,2446452221
100,0200000286,3000,FO,0000000196,2000,919,USD,0.65739,,20160416,,20251213,,,X,X,,,,2/10NET30,25,45,48,2.4,1.2,V2,,,,,EXW,,,,,,4241868995
100,0200000287,3000,UB,0000001403,2000,314,USD,1.08066,,20160419,,20250430,,,X,X,,,,NT60,11,16,29,1.6,1.2,V2,,,,,CFR,,,,,,5876422017
100,0200000288,2000,FO,0000000082,3000,969,USD,1.69057,,20160422,,20250712,,,,X,,,,0002,11,17,34,1.8,0.9,V3,,,,,CIP,,,,,,6059019350
100,0200000288,5000,UB,0000001288,3000,073,USD,1.53708,,20160422,,20231231,,,,X,,,,0001,16,5,65,1.4,1.3,V2,,,,,CPT,,,,,,3694302002
100,0200000289,3000,ZB,0000001667,2000,203,USD,1.75411,,20160422,,20250413,,,,X,,,,2/10NET30,4,3,90,1.9,1.8,V2,,,,,CPT,,,,,,6402968722
100,0200000290,5000,ZB,0000001842,2000,249,USD,1.92066,,20160425,,20230711,,,X,,,,,NT60,7,18,38,2.1,1.4,V3,,,,,DDP,,,,,,2416585863
100,0200000291,1000,FO,0000000103,2000,665,USD,0.80891,,20160428,,20241016,,,,X,,,,NT90,14,39,70,0.7,1.7,V3,,,,,FCA,,,,,,0142382748
100,0200000292,3000,UB,0000000673,1000,502,USD,1.79166,,20160430,,20211222,,,X,X,,,,0003,6,8,31,1.7,1.1,V2,,,,,DDP,,,,,,4956182219
100,0200000293,1000,FO,0000000064,2000,779,USD,1.30188,,20160503,,20260426,,,,,,,,NT60,11,57,41,1.5,1.3,V2,,,,,DAT,,,,,,6803361772
100,0200000294,1000,UB,0000001450,2000,414,USD,1.40861,,20160506,,20240415,,,X,,,,,NT30,9,7,34,1.6,1.0,,,,,,DAP,,,,,,2890652391
100,0200000295,3000,FO,0000001892,3000,724,USD,0.59432,,20160506,,20250216,,,,X,,,,0001,15,0,19,1.5,0.6,V1,,,,,CIP,,,,,,9740672831
100,0200000295,4000,FO,0000000968,3000,582,USD,0.99171,,20160506,,20220211,,,,,,,,0002,3,32,64,2.0,1.8,,,,,,CPT,,,,,,5045888875
100,0200000295,5000,UB,0000000715,3000,442,USD,1.35432,,20160506,,20210730,,,X,,,,,0002,0,41,49,1.1,0.6,V3,,,,,CIF,,,,,,7215973409
100,0200000296,4000,UB,0000000034,3000,425,USD,0.53362,,20160508,,20230215,,,X,,,,,NT60,28,25,26,0.7,0.4,V2,,,,,EXW,,,,,,5310116894
100,0200000296,5000,UB,0000000014,3000,561,USD,1.29,,20160508,,20230101,,,X,,,,,0003,10,52,0,2.7,1.9,V2,,,,,EXW,,,,,,1132411273
100,0200000297,3000,UB,0000001198,1000,138,USD,1.48742,,20160509,,20260411,,,,X,,,,0003,0,45,36,2.4,1.0,,,,,,FOB,,,,,,6818579944
100,0200000298,2000,UB,0000001229,3000,559,USD,1.04553,,20160510,,20250710,,,X,,,,,NT60,9,51,71,0.6,1.4,,,,,,CFR,,,,,,8387047398
100,0200000298,4000,UB,0000000556,3000,746,USD,1.28121,,20160510,,20220308,,,,,,,,NT30,2,6,32,1.4,1.8,V3,,,,,FOB,,,,,,5329706427
100,0200000299,4000,ZB,0000001026,3000,614,USD,1.47768,,20160511,,20250124,,,,X,,,,0002,10,36,78,0.8,1.1,V2,,,,,CIF,,,,,,5707761217
100,0200000300,5000,ZB,0000001273,2000,273,USD,1.50692,,20160511,,20240518,,,,,,,,0001,23,25,10,1.1,0.0,,,,,,CPT,,,,,,2246374675
100,0200000300,3000,ZB,0000001393,2000,787,USD,1.31588,,20160511,,20230411,,,X,,,,,2/10NET30,3,57,29,0.0,0.7,,,,,,CFR,,,,,,8511683511
