MANDT,LIFNR,EKORG,WAERS,LIEFR,MINBW,KZABS,KZAUT,KZBESN,MEPRF,INCO1,INCO2,WEBRE,KZWBK,BOAUF,BOKRE,BOSPE,BOSTA,BOSPE2,UMSAE
100,0000000762,2000,JPY,,,,,,,EXW,,X,,,,,,,
100,0000001018,4000,KRW,,,,,,,FOB,,,,,,,,,
100,0000001488,1000,EUR,,,,,,1,DDP,,,,,,,,,
100,0000001233,5000,KRW,,,,,,,CFR,,X,,,,,,,
100,0000001210,1000,CAD,,,,,,,CIP,,,,,,,,,
100,0000000988,2000,CAD,,,,,,1,DAT,,,,,,,,,
100,0000000760,5000,USD,,,,,,3,DDP,,X,,,,,,,
100,0000001045,1000,KRW,,,,,,2,EXW,,X,,,,,,,
100,0000001373,3000,JPY,,,,,,,CIP,,X,,,,,,,
100,0000001332,4000,JPY,,,,,,,CPT,,X,,,,,,,
100,0000000633,1000,CAD,,,,,,3,CPT,,,,,,,,,
100,0000001588,1000,CAD,,,,,,3,DAT,,X,,,,,,,
100,0000001683,5000,GBP,,,,,,,CPT,,X,,,,,,,
100,0000000551,2000,AUD,,,,,,1,FOB,,,,,,,,,
100,0000000956,3000,JPY,,,,,,,FOB,,X,,,,,,,
100,0000001159,3000,AUD,,,,,,3,FCA,,X,,,,,,,
100,0000001373,3000,GBP,,,,,,1,DDP,,X,,,,,,,
100,0000000078,1000,CNY,,,,,,3,DAT,,,,,,,,,
100,0000001478,2000,GBP,,,,,,1,DAT,,,,,,,,,
100,0000000463,5000,CHF,,,,,,1,DAT,,,,,,,,,
100,0000000141,4000,CNY,,,,,,3,CFR,,,,,,,,,
100,0000000204,2000,JPY,,,,,,3,CIP,,X,,,,,,,
100,0000001054,3000,CAD,,,,,,2,DAT,,X,,,,,,,
100,0000000203,5000,CAD,,,,,,2,CFR,,X,,,,,,,
100,0000001253,1000,BRL,,,,,,2,CPT,,,,,,,,,
100,0000000408,2000,GBP,,,,,,2,CIP,,X,,,,,,,
100,0000001017,2000,BRL,,,,,,2,FOB,,X,,,,,,,
100,0000000752,1000,CAD,,,,,,,FCA,,,,,,,,,
100,0000000775,3000,JPY,,,,,,1,CIP,,X,,,,,,,
100,0000000141,1000,JPY,,,,,,,DDP,,X,,,,,,,
100,0000001322,4000,KRW,,,,,,2,CFR,,,,,,,,,
100,0000000970,5000,KRW,,,,,,2,DAP,,,,,,,,,
100,0000000114,5000,JPY,,,,,,2,FCA,,,,,,,,,
100,0000000342,1000,CHF,,,,,,3,EXW,,,,,,,,,
100,0000001351,4000,CAD,,,,,,,CPT,,,,,,,,,
100,0000001436,4000,USD,,,,,,3,CPT,,X,,,,,,,
100,0000000064,2000,KRW,,,,,,2,CPT,,X,,,,,,,
100,0000000635,3000,JPY,,,,,,3,CIP,,,,,,,,,
100,0000000631,5000,KRW,,,,,,3,CIP,,,,,,,,,
100,0000001346,4000,AUD,,,,,,2,DDP,,,,,,,,,
100,0000000197,4000,KRW,,,,,,1,DDP,,X,,,,,,,
100,0000000358,4000,USD,,,,,,2,FOB,,,,,,,,,
100,0000001122,3000,EUR,,,,,,2,DDP,,,,,,,,,
100,0000000343,3000,USD,,,,,,2,CIF,,,,,,,,,
100,0000001303,2000,EUR,,,,,,,EXW,,X,,,,,,,
100,0000000083,5000,EUR,,,,,,3,CFR,,X,,,,,,,
100,0000001376,5000,USD,,,,,,1,CPT,,X,,,,,,,
100,0000000222,3000,AUD,,,,,,2,CIP,,,,,,,,,
100,0000000531,5000,EUR,,,,,,1,CFR,,X,,,,,,,
100,0000001887,4000,KRW,,,,,,,FOB,,,,,,,,,
100,0000000772,3000,EUR,,,,,,3,CFR,,X,,,,,,,
100,0000001451,5000,EUR,,,,,,1,DDP,,,,,,,,,
100,0000001643,5000,BRL,,,,,,3,EXW,,X,,,,,,,
100,0000001710,5000,CNY,,,,,,,DDP,,,,,,,,,
100,0000001151,4000,CHF,,,,,,1,DDP,,X,,,,,,,
100,0000000625,1000,EUR,,,,,,1,DDP,,,,,,,,,
100,0000000761,1000,GBP,,,,,,,FCA,,,,,,,,,
100,0000001771,4000,EUR,,,,,,2,EXW,,X,,,,,,,
100,0000000515,4000,EUR,,,,,,3,FOB,,,,,,,,,
100,0000001811,4000,EUR,,,,,,3,FCA,,X,,,,,,,
100,0000001028,3000,CNY,,,,,,,DAT,,,,,,,,,
100,0000001138,1000,EUR,,,,,,1,EXW,,,,,,,,,
100,0000000729,1000,EUR,,,,,,,EXW,,,,,,,,,
100,0000001467,4000,AUD,,,,,,,DAP,,,,,,,,,
100,0000001790,5000,CHF,,,,,,3,CFR,,X,,,,,,,
100,0000001963,5000,CAD,,,,,,1,CPT,,,,,,,,,
100,0000001762,2000,AUD,,,,,,3,EXW,,X,,,,,,,
100,0000000649,2000,CAD,,,,,,3,EXW,,X,,,,,,,
100,0000000882,1000,CNY,,,,,,3,FCA,,X,,,,,,,
100,0000001874,4000,JPY,,,,,,2,FCA,,,,,,,,,
100,0000001115,4000,CNY,,,,,,2,CIP,,X,,,,,,,
100,0000000894,4000,JPY,,,,,,1,DAP,,,,,,,,,
100,0000001849,3000,KRW,,,,,,3,CPT,,,,,,,,,
100,0000001019,1000,KRW,,,,,,,DDP,,X,,,,,,,
100,0000001697,4000,JPY,,,,,,2,FCA,,,,,,,,,
100,0000000195,3000,CAD,,,,,,2,DDP,,X,,,,,,,
100,0000001256,2000,EUR,,,,,,1,CIF,,,,,,,,,
100,0000000418,5000,JPY,,,,,,2,DDP,,,,,,,,,
100,0000000636,3000,GBP,,,,,,1,DDP,,X,,,,,,,
100,0000001918,5000,CAD,,,,,,,CIP,,,,,,,,,
100,0000000615,5000,AUD,,,,,,2,DDP,,,,,,,,,
100,0000000619,4000,KRW,,,,,,,FCA,,X,,,,,,,
100,0000001229,3000,USD,,,,,,,DAT,,X,,,,,,,
100,0000001845,1000,AUD,,,,,,1,CPT,,X,,,,,,,
100,0000000334,5000,AUD,,,,,,2,CFR,,X,,,,,,,
100,0000000940,3000,USD,,,,,,2,FCA,,,,,,,,,
100,0000001010,1000,JPY,,,,,,2,CPT,,,,,,,,,
100,0000000883,1000,EUR,,,,,,,CPT,,,,,,,,,
100,0000000148,3000,KRW,,,,,,,DAT,,X,,,,,,,
100,0000001093,4000,AUD,,,,,,2,DAP,,,,,,,,,
100,0000001558,5000,AUD,,,,,,3,FOB,,X,,,,,,,
100,0000000401,4000,BRL,,,,,,1,CFR,,,,,,,,,
100,0000000471,4000,CHF,,,,,,1,DAP,,,,,,,,,
100,0000000498,4000,KRW,,,,,,3,DDP,,,,,,,,,
100,0000001871,1000,KRW,,,,,,1,CIP,,X,,,,,,,
100,0000000194,4000,CHF,,,,,,2,EXW,,,,,,,,,
100,0000000050,2000,GBP,,,,,,2,DAT,,X,,,,,,,
100,0000001972,5000,AUD,,,,,,3,DAP,,,,,,,,,
100,0000000840,3000,USD,,,,,,3,CIP,,X,,,,,,,
100,0000001400,5000,AUD,,,,,,2,EXW,,,,,,,,,
100,0000000185,2000,BRL,,,,,,2,FOB,,,,,,,,,
100,0000001293,5000,CAD,,,,,,2,FCA,,X,,,,,,,
100,0000001805,4000,BRL,,,,,,2,FOB,,,,,,,,,
100,0000001958,2000,BRL,,,,,,3,EXW,,X,,,,,,,
100,0000000221,3000,BRL,,,,,,3,DDP,,X,,,,,,,
100,0000000841,3000,EUR,,,,,,2,CPT,,,,,,,,,
100,0000001868,3000,GBP,,,,,,2,CIF,,,,,,,,,
100,0000001673,4000,KRW,,,,,,3,DAP,,X,,,,,,,
100,0000000626,4000,GBP,,,,,,,EXW,,X,,,,,,,
100,0000001393,4000,CHF,,,,,,2,CFR,,,,,,,,,
100,0000001838,2000,BRL,,,,,,,FCA,,X,,,,,,,
100,0000000650,1000,EUR,,,,,,2,CFR,,,,,,,,,
100,0000000768,1000,CHF,,,,,,3,CIP,,,,,,,,,
100,0000000873,5000,CAD,,,,,,,CFR,,X,,,,,,,
100,0000000905,3000,CNY,,,,,,,DAT,,,,,,,,,
100,0000000178,1000,GBP,,,,,,,CIF,,,,,,,,,
100,0000001942,3000,CHF,,,,,,3,CFR,,,,,,,,,
100,0000001244,2000,CAD,,,,,,2,EXW,,,,,,,,,
100,0000000417,5000,AUD,,,,,,,FCA,,,,,,,,,
100,0000000999,5000,KRW,,,,,,3,CIP,,X,,,,,,,
100,0000000188,2000,EUR,,,,,,1,FOB,,X,,,,,,,
100,0000000678,3000,EUR,,,,,,,DAT,,X,,,,,,,
100,0000000201,3000,CAD,,,,,,,CIP,,X,,,,,,,
100,0000000490,1000,CHF,,,,,,,DAP,,X,,,,,,,
100,0000000378,5000,AUD,,,,,,,DAP,,,,,,,,,
100,0000001831,2000,EUR,,,,,,,DAP,,X,,,,,,,
100,0000001874,5000,AUD,,,,,,,DAP,,,,,,,,,
100,0000000259,3000,CAD,,,,,,2,EXW,,,,,,,,,
100,0000000248,3000,GBP,,,,,,3,EXW,,,,,,,,,
100,0000001012,2000,KRW,,,,,,3,CFR,,X,,,,,,,
100,0000000589,2000,EUR,,,,,,,DAT,,X,,,,,,,
100,0000000763,5000,BRL,,,,,,3,DAT,,X,,,,,,,
100,0000001116,3000,KRW,,,,,,1,CFR,,,,,,,,,
100,0000000267,2000,CAD,,,,,,3,EXW,,X,,,,,,,
100,0000001937,2000,JPY,,,,,,2,DAT,,X,,,,,,,
100,0000001261,1000,CAD,,,,,,1,EXW,,X,,,,,,,
100,0000000635,5000,CHF,,,,,,,DAT,,X,,,,,,,
100,0000000350,2000,EUR,,,,,,,CIP,,X,,,,,,,
100,0000001547,5000,CNY,,,,,,1,EXW,,,,,,,,,
100,0000000252,3000,KRW,,,,,,1,CIF,,,,,,,,,
100,0000000976,5000,CAD,,,,,,2,EXW,,X,,,,,,,
100,0000000876,1000,JPY,,,,,,,DDP,,X,,,,,,,
100,0000001064,2000,GBP,,,,,,3,FCA,,X,,,,,,,
100,0000001440,1000,AUD,,,,,,2,DAP,,,,,,,,,
100,0000001289,4000,BRL,,,,,,,CFR,,,,,,,,,
100,0000001066,3000,CNY,,,,,,3,CPT,,X,,,,,,,
100,0000000928,4000,GBP,,,,,,3,FCA,,X,,,,,,,
100,0000001575,2000,CNY,,,,,,,CPT,,X,,,,,,,
100,0000000271,1000,CAD,,,,,,3,DAP,,X,,,,,,,
100,0000001769,2000,CNY,,,,,,1,EXW,,,,,,,,,
100,0000000983,3000,USD,,,,,,2,DAT,,,,,,,,,
100,0000001339,2000,EUR,,,,,,3,CIP,,,,,,,,,
100,0000000751,3000,EUR,,,,,,1,CIP,,X,,,,,,,
100,0000001849,1000,USD,,,,,,2,CFR,,X,,,,,,,
100,0000000566,3000,USD,,,,,,,FOB,,,,,,,,,
100,0000000255,4000,CAD,,,,,,1,DAP,,,,,,,,,
100,0000001036,5000,BRL,,,,,,3,FOB,,X,,,,,,,
100,0000000905,4000,JPY,,,,,,2,DAP,,X,,,,,,,
100,0000001484,5000,KRW,,,,,,2,FCA,,,,,,,,,
100,0000001607,2000,JPY,,,,,,1,EXW,,,,,,,,,
100,0000001653,1000,CAD,,,,,,1,DAT,,X,,,,,,,
100,0000000398,2000,BRL,,,,,,1,DDP,,X,,,,,,,
100,0000001264,5000,GBP,,,,,,2,CIF,,X,,,,,,,
100,0000000642,4000,EUR,,,,,,,EXW,,,,,,,,,
100,0000001675,1000,CHF,,,,,,2,DAT,,X,,,,,,,
100,0000000579,5000,KRW,,,,,,3,DDP,,X,,,,,,,
100,0000000332,4000,BRL,,,,,,1,EXW,,,,,,,,,
100,0000000722,2000,KRW,,,,,,1,DAP,,X,,,,,,,
100,0000000104,5000,CAD,,,,,,1,DAP,,,,,,,,,
100,0000001394,4000,GBP,,,,,,2,CFR,,,,,,,,,
100,0000000551,5000,AUD,,,,,,3,DDP,,X,,,,,,,
100,0000001376,1000,JPY,,,,,,,DAT,,X,,,,,,,
100,0000001099,2000,CAD,,,,,,2,CFR,,,,,,,,,
100,0000000007,3000,GBP,,,,,,1,DAP,,X,,,,,,,
100,0000001554,5000,USD,,,,,,1,CIF,,X,,,,,,,
100,0000000317,3000,EUR,,,,,,,CFR,,,,,,,,,
100,0000000632,4000,BRL,,,,,,1,FCA,,,,,,,,,
100,0000000472,3000,BRL,,,,,,2,CFR,,,,,,,,,
100,0000001492,5000,JPY,,,,,,,DAT,,X,,,,,,,
100,0000001280,1000,USD,,,,,,2,CPT,,X,,,,,,,
100,0000000744,1000,CAD,,,,,,,DAT,,,,,,,,,
100,0000000355,1000,JPY,,,,,,2,FOB,,X,,,,,,,
100,0000000028,4000,KRW,,,,,,3,DAP,,,,,,,,,
100,0000000906,3000,CAD,,,,,,,CFR,,,,,,,,,
100,0000001736,4000,KRW,,,,,,1,CIF,,X,,,,,,,
100,0000000200,1000,CHF,,,,,,2,CFR,,,,,,,,,
100,0000001446,1000,GBP,,,,,,,CPT,,,,,,,,,
100,0000000684,5000,KRW,,,,,,2,FCA,,X,,,,,,,
100,0000000459,5000,AUD,,,,,,2,CIF,,,,,,,,,
100,0000001070,2000,JPY,,,,,,,CIP,,,,,,,,,
100,0000001860,2000,CHF,,,,,,1,DDP,,,,,,,,,
100,0000000153,4000,JPY,,,,,,1,FOB,,X,,,,,,,
100,0000000554,3000,BRL,,,,,,1,DAT,,,,,,,,,
100,0000000071,1000,USD,,,,,,,DAT,,,,,,,,,
100,0000001768,4000,USD,,,,,,2,DAP,,,,,,,,,
100,0000000496,2000,CHF,,,,,,3,CPT,,X,,,,,,,
100,0000000931,1000,CAD,,,,,,1,DAP,,X,,,,,,,
100,0000000480,4000,CHF,,,,,,1,DAT,,X,,,,,,,
100,0000000510,2000,EUR,,,,,,1,CIP,,X,,,,,,,
100,0000001735,5000,EUR,,,,,,1,CFR,,,,,,,,,
100,0000000688,5000,EUR,,,,,,,CPT,,,,,,,,,
100,0000000915,5000,CHF,,,,,,,CIF,,X,,,,,,,
100,0000000339,4000,USD,,,,,,3,FOB,,X,,,,,,,
100,0000001121,1000,EUR,,,,,,2,DAP,,X,,,,,,,
100,0000000197,4000,USD,,,,,,1,CIF,,X,,,,,,,
100,0000000259,5000,CHF,,,,,,1,EXW,,X,,,,,,,
100,0000000584,4000,CHF,,,,,,,DAT,,X,,,,,,,
100,0000001012,3000,USD,,,,,,,EXW,,,,,,,,,
100,0000000015,5000,CAD,,,,,,1,CIF,,,,,,,,,
100,0000000799,3000,GBP,,,,,,2,DAT,,,,,,,,,
100,0000000690,4000,KRW,,,,,,1,DAP,,,,,,,,,
100,0000000011,1000,CAD,,,,,,1,CPT,,,,,,,,,
100,0000000851,2000,JPY,,,,,,2,FOB,,,,,,,,,
100,0000001160,1000,GBP,,,,,,,DDP,,X,,,,,,,
100,0000001105,4000,CAD,,,,,,3,CPT,,,,,,,,,
100,0000000078,5000,USD,,,,,,,CPT,,,,,,,,,
100,0000000312,2000,CAD,,,,,,3,CPT,,,,,,,,,
100,0000001495,2000,CAD,,,,,,1,DAP,,X,,,,,,,
100,0000000856,3000,KRW,,,,,,3,FOB,,X,,,,,,,
100,0000001627,3000,BRL,,,,,,1,DAP,,X,,,,,,,
100,0000001672,2000,EUR,,,,,,,CFR,,,,,,,,,
100,0000000787,1000,GBP,,,,,,3,CIF,,,,,,,,,
100,0000001937,4000,CAD,,,,,,2,EXW,,X,,,,,,,
100,0000001322,3000,USD,,,,,,3,FOB,,,,,,,,,
100,0000000948,4000,EUR,,,,,,1,DAP,,,,,,,,,
100,0000000669,4000,CHF,,,,,,2,CFR,,X,,,,,,,
100,0000000670,5000,CNY,,,,,,2,CFR,,X,,,,,,,
100,0000000291,4000,GBP,,,,,,1,DAT,,X,,,,,,,
100,0000000752,4000,AUD,,,,,,2,EXW,,,,,,,,,
100,0000001548,3000,AUD,,,,,,,CPT,,,,,,,,,
100,0000001533,2000,AUD,,,,,,1,DAT,,X,,,,,,,
100,0000000915,4000,KRW,,,,,,3,EXW,,,,,,,,,
200,0000001785,5000,JPY,,,,,,3,DAP,,,,,,,,,
100,0000000999,3000,EUR,,,,,,1,CIP,,X,,,,,,,
100,0000000128,2000,USD,,,,,,3,CFR,,X,,,,,,,
100,0000001642,5000,CAD,,,,,,1,CIF,,,,,,,,,
100,0000000365,1000,EUR,,,,,,3,FOB,,,,,,,,,
100,0000001013,5000,JPY,,,,,,1,CIP,,,,,,,,,
100,0000000847,3000,EUR,,,,,,,DAP,,X,,,,,,,
100,0000000444,1000,CAD,,,,,,,DDP,,,,,,,,,
100,0000000995,4000,USD,,,,,,2,CIF,,X,,,,,,,
100,0000001299,5000,CHF,,,,,,2,DDP,,,,,,,,,
100,0000001416,3000,AUD,,,,,,2,CPT,,X,,,,,,,
100,0000001807,1000,CNY,,,,,,3,DAT,,,,,,,,,
100,0000001625,3000,JPY,,,,,,1,CPT,,,,,,,,,
100,0000001655,4000,AUD,,,,,,2,EXW,,,,,,,,,
200,0000000894,5000,CNY,,,,,,3,CPT,,,,,,,,,
100,0000000794,3000,BRL,,,,,,2,EXW,,X,,,,,,,
100,0000000850,2000,KRW,,,,,,,DDP,,X,,,,,,,
100,0000001764,2000,CAD,,,,,,1,CIP,,,,,,,,,
100,0000001284,3000,GBP,,,,,,1,DAP,,,,,,,,,
100,0000000194,2000,KRW,,,,,,,CIP,,,,,,,,,
100,0000000385,2000,AUD,,,,,,3,FCA,,,,,,,,,
100,0000001712,1000,EUR,,,,,,3,FCA,,X,,,,,,,
100,0000001892,4000,KRW,,,,,,1,CIP,,,,,,,,,
100,0000000069,4000,JPY,,,,,,2,CIF,,,,,,,,,
100,0000000329,2000,AUD,,,,,,1,EXW,,,,,,,,,
100,0000000915,2000,CAD,,,,,,3,FCA,,X,,,,,,,
100,0000001548,5000,USD,,,,,,2,DAP,,,,,,,,,
100,0000000935,5000,BRL,,,,,,3,DAP,,X,,,,,,,
100,0000000840,4000,AUD,,,,,,,CFR,,X,,,,,,,
100,0000000334,1000,BRL,,,,,,,CFR,,,,,,,,,
100,0000001016,3000,BRL,,,,,,2,FOB,,X,,,,,,,
100,0000001419,1000,JPY,,,,,,3,FOB,,,,,,,,,
100,0000001667,1000,CAD,,,,,,1,FCA,,X,,,,,,,
100,0000000982,3000,EUR,,,,,,1,CPT,,,,,,,,,
100,0000001317,3000,KRW,,,,,,1,FOB,,X,,,,,,,
100,0000000528,4000,USD,,,,,,2,FCA,,,,,,,,,
100,0000001449,3000,GBP,,,,,,3,CIF,,,,,,,,,
100,0000000450,1000,USD,,,,,,,CIP,,X,,,,,,,
100,0000000349,5000,GBP,,,,,,,FOB,,,,,,,,,
100,0000000117,2000,CAD,,,,,,3,EXW,,,,,,,,,
100,0000001727,5000,BRL,,,,,,,DAT,,,,,,,,,
100,0000001709,3000,JPY,,,,,,1,FOB,,X,,,,,,,
100,0000000570,2000,BRL,,,,,,2,DAT,,,,,,,,,
100,0000001449,3000,CNY,,,,,,,DAP,,X,,,,,,,
100,0000000564,3000,GBP,,,,,,2,CFR,,X,,,,,,,
100,0000001915,3000,JPY,,,,,,2,CIF,,X,,,,,,,
100,0000000788,1000,EUR,,,,,,1,FCA,,X,,,,,,,
100,0000001084,2000,GBP,,,,,,,DAP,,,,,,,,,
100,0000000829,5000,USD,,,,,,2,FCA,,X,,,,,,,
100,0000001697,1000,EUR,,,,,,1,FCA,,X,,,,,,,
100,0000000920,3000,CNY,,,,,,,DAT,,X,,,,,,,
100,0000001177,4000,USD,,,,,,3,CPT,,,,,,,,,
100,0000000916,3000,CNY,,,,,,3,CFR,,,,,,,,,
100,0000001319,5000,GBP,,,,,,1,FOB,,,,,,,,,
100,0000000118,1000,EUR,,,,,,2,CIF,,,,,,,,,
100,0000001631,1000,CAD,,,,,,3,DAT,,X,,,,,,,
100,0000000175,4000,AUD,,,,,,,FCA,,X,,,,,,,
100,0000000367,5000,GBP,,,,,,1,DDP,,,,,,,,,
100,0000001596,1000,USD,,,,,,,CIF,,,,,,,,,
100,0000001905,2000,KRW,,,,,,2,FCA,,X,,,,,,,
100,0000001545,3000,CHF,,,,,,,EXW,,X,,,,,,,
100,0000001809,5000,CNY,,,,,,1,FCA,,,,,,,,,
100,0000001408,5000,KRW,,,,,,,FCA,,X,,,,,,,
100,0000000334,5000,GBP,,,,,,,FCA,,,,,,,,,
100,0000001581,5000,BRL,,,,,,1,DAP,,X,,,,,,,
100,0000001179,5000,KRW,,,,,,2,CFR,,,,,,,,,
100,0000000338,5000,GBP,,,,,,2,FOB,,X,,,,,,,
100,0000001560,2000,CHF,,,,,,,CIF,,X,,,,,,,
100,0000001736,3000,GBP,,,,,,3,CFR,,X,,,,,,,
200,0000001208,1000,BRL,,,,,,,FOB,,,,,,,,,
100,0000001865,5000,KRW,,,,,,1,CIP,,,,,,,,,
100,0000001033,2000,GBP,,,,,,,CFR,,,,,,,,,
100,0000000521,5000,JPY,,,,,,2,DDP,,,,,,,,,
100,0000001872,4000,CHF,,,,,,2,DDP,,X,,,,,,,
100,0000000259,3000,JPY,,,,,,3,CIF,,,,,,,,,
100,0000001342,4000,GBP,,,,,,,CFR,,X,,,,,,,
100,0000000734,1000,BRL,,,,,,3,FCA,,X,,,,,,,
100,0000001117,2000,CAD,,,,,,1,CPT,,X,,,,,,,
100,0000000077,1000,AUD,,,,,,,CIF,,,,,,,,,
100,0000000429,4000,KRW,,,,,,3,DAT,,,,,,,,,
100,0000000123,1000,BRL,,,,,,,DAP,,X,,,,,,,
100,0000001257,2000,CHF,,,,,,1,DAP,,,,,,,,,
100,0000001242,5000,JPY,,,,,,1,CFR,,X,,,,,,,
100,0000001306,1000,CNY,,,,,,3,DAP,,X,,,,,,,
100,0000001039,2000,CHF,,,,,,,CIF,,,,,,,,,
100,0000001594,4000,KRW,,,,,,3,CIP,,,,,,,,,
100,0000001055,1000,JPY,,,,,,3,DAT,,,,,,,,,
100,0000001677,3000,GBP,,,,,,3,CIP,,X,,,,,,,
100,0000000376,3000,BRL,,,,,,2,DAT,,X,,,,,,,
100,0000000080,5000,JPY,,,,,,2,FCA,,,,,,,,,
100,0000000063,5000,AUD,,,,,,1,DDP,,,,,,,,,
100,0000001692,3000,GBP,,,,,,1,FOB,,X,,,,,,,
100,0000000663,1000,CHF,,,,,,2,DAP,,X,,,,,,,
100,0000000744,3000,AUD,,,,,,1,CPT,,,,,,,,,
100,0000001112,1000,AUD,,,,,,,CIP,,X,,,,,,,
100,0000000349,3000,AUD,,,,,,3,CPT,,X,,,,,,,
100,0000001177,5000,BRL,,,,,,1,EXW,,X,,,,,,,
100,0000000593,4000,AUD,,,,,,3,FCA,,,,,,,,,
100,0000000547,2000,CHF,,,,,,1,DDP,,X,,,,,,,
100,0000001791,3000,GBP,,,,,,,CIF,,,,,,,,,
100,0000001156,2000,JPY,,,,,,,CPT,,X,,,,,,,
100,0000001369,1000,USD,,,,,,,FCA,,,,,,,,,
100,0000000219,5000,BRL,,,,,,2,DDP,,,,,,,,,
100,0000000836,3000,CNY,,,,,,,CFR,,,,,,,,,
100,0000000321,1000,CHF,,,,,,,CPT,,,,,,,,,
100,0000001533,2000,CAD,,,,,,1,FOB,,X,,,,,,,
100,0000001563,5000,KRW,,,,,,,DAP,,,,,,,,,
100,0000001001,3000,CAD,,,,,,1,FOB,,X,,,,,,,
100,0000000255,3000,GBP,,,,,,2,CFR,,X,,,,,,,
200,0000000184,3000,CNY,,,,,,,FCA,,,,,,,,,
100,0000001638,1000,KRW,,,,,,3,FCA,,,,,,,,,
100,0000000504,1000,GBP,,,,,,3,CFR,,X,,,,,,,
100,0000001528,2000,BRL,,,,,,2,CIP,,X,,,,,,,
100,0000001794,4000,CNY,,,,,,3,CPT,,X,,,,,,,
100,0000001978,4000,CAD,,,,,,3,DAP,,X,,,,,,,
100,0000001438,5000,BRL,,,,,,3,DAT,,X,,,,,,,
100,0000000447,3000,CHF,,,,,,1,DAT,,,,,,,,,
100,0000000445,2000,USD,,,,,,3,CIF,,X,,,,,,,
100,0000000794,2000,JPY,,,,,,1,CPT,,X,,,,,,,
100,0000001018,5000,USD,,,,,,3,FOB,,X,,,,,,,
100,0000001936,4000,KRW,,,,,,,CIF,,,,,,,,,
100,0000000113,3000,GBP,,,,,,1,EXW,,,,,,,,,
100,0000000951,4000,CAD,,,,,,3,DDP,,,,,,,,,
100,0000001368,3000,CHF,,,,,,2,FCA,,X,,,,,,,
100,0000001034,3000,EUR,,,,,,2,FOB,,X,,,,,,,
100,0000001414,4000,USD,,,,,,,DDP,,X,,,,,,,
100,0000000699,3000,USD,,,,,,2,CPT,,X,,,,,,,
100,0000001418,5000,EUR,,,,,,3,DAT,,,,,,,,,
100,0000000027,5000,EUR,,,,,,3,CPT,,,,,,,,,
100,0000000934,3000,CNY,,,,,,2,FCA,,X,,,,,,,
100,0000001024,3000,JPY,,,,,,,FOB,,X,,,,,,,
100,0000000532,1000,EUR,,,,,,3,EXW,,X,,,,,,,
100,0000001340,4000,GBP,,,,,,1,CIF,,X,,,,,,,
100,0000000441,4000,GBP,,,,,,3,CIP,,X,,,,,,,
100,0000000964,3000,EUR,,,,,,2,CPT,,,,,,,,,
100,0000001974,2000,KRW,,,,,,,CFR,,,,,,,,,
100,0000001327,1000,KRW,,,,,,,CPT,,,,,,,,,
100,0000001421,3000,CAD,,,,,,2,FOB,,,,,,,,,
100,0000001636,4000,USD,,,,,,3,CFR,,,,,,,,,
100,0000001013,3000,AUD,,,,,,1,CFR,,,,,,,,,
100,0000001191,3000,BRL,,,,,,2,DAP,,,,,,,,,
100,0000001275,1000,CAD,,,,,,3,DAP,,X,,,,,,,
100,0000000210,4000,BRL,,,,,,3,CIP,,X,,,,,,,
100,0000001180,3000,BRL,,,,,,2,DAP,,X,,,,,,,
100,0000001894,2000,CNY,,,,,,1,FOB,,,,,,,,,
100,0000000341,5000,CNY,,,,,,3,CPT,,X,,,,,,,
100,0000001187,1000,EUR,,,,,,,EXW,,X,,,,,,,
100,0000001397,4000,USD,,,,,,,CIP,,,,,,,,,
100,0000001743,3000,USD,,,,,,,CPT,,,,,,,,,
100,0000000141,4000,KRW,,,,,,3,DAP,,X,,,,,,,
100,0000001689,2000,EUR,,,,,,2,CFR,,X,,,,,,,
100,0000000396,4000,CNY,,,,,,,CPT,,,,,,,,,
100,0000000496,3000,JPY,,,,,,3,DDP,,X,,,,,,,
100,0000000836,5000,EUR,,,,,,,FOB,,,,,,,,,
100,0000001097,3000,CAD,,,,,,2,FCA,,X,,,,,,,
100,0000000712,1000,EUR,,,,,,1,DAT,,X,,,,,,,
100,0000001082,1000,CAD,,,,,,1,CPT,,,,,,,,,
100,0000001255,2000,CNY,,,,,,2,CIP,,X,,,,,,,
100,0000000472,2000,JPY,,,,,,1,CIP,,,,,,,,,
100,0000001693,3000,GBP,,,,,,3,EXW,,,,,,,,,
100,0000000328,1000,CAD,,,,,,2,CIF,,X,,,,,,,
100,0000001046,3000,AUD,,,,,,,CIP,,,,,,,,,
100,0000001982,3000,KRW,,,,,,2,EXW,,,,,,,,,
100,0000000213,4000,CNY,,,,,,2,CPT,,X,,,,,,,
100,0000001437,5000,CNY,,,,,,2,DDP,,X,,,,,,,
100,0000001692,1000,CHF,,,,,,3,CPT,,,,,,,,,
100,0000001549,2000,CHF,,,,,,,FOB,,,,,,,,,
100,0000000155,3000,KRW,,,,,,2,CIF,,X,,,,,,,
100,0000001520,2000,USD,,,,,,1,DDP,,X,,,,,,,
100,0000000834,3000,KRW,,,,,,3,CIP,,,,,,,,,
100,0000001286,2000,CAD,,,,,,,CIP,,X,,,,,,,
100,0000001221,1000,CNY,,,,,,,CIP,,X,,,,,,,
100,0000001716,4000,USD,,,,,,3,CFR,,X,,,,,,,
100,0000000724,5000,KRW,,,,,,,CFR,,,,,,,,,
