MANDT,KUNNR,VKORG,VTWEG,SPART,BZIRK,VKBUR,KDGRP,WAERS,ZTERM,INCO1,INCO2,KVGR1,KVGR2,KVGR3,KVGR4,KVGR5
100,0000001100,3000,30,01,,7526,qf,GBP,NT90,DAP,,,,,,
100,0000001703,3000,20,04,,0516,lb,CAD,NT90,CPT,,,,,,
100,0000000485,2000,10,03,,8956,OS,JPY,NT30,FCA,,,,,,
100,0000001442,3000,10,02,,0852,ex,USD,0002,DDP,,,,,,
100,0000000922,1000,10,03,,2954,rJ,EUR,NT30,DDP,,,,,,
100,0000000961,1000,10,04,,8827,YE,CHF,2/10NET30,EXW,,,,,,
100,0000001264,2000,10,04,,3555,uQ,CHF,NT90,DAT,,,,,,
100,0000001825,2000,30,00,,8536,QL,JPY,0003,CIP,,,,,,
100,0000000044,3000,30,02,,6938,nj,EUR,NT90,CPT,,,,,,
100,0000001939,3000,30,03,,0090,vY,CAD,NT60,DAP,,,,,,
100,0000001596,2000,30,00,,0145,xQ,USD,NT60,FOB,,,,,,
100,0000000348,2000,20,01,,2212,IG,KRW,0001,DDP,,,,,,
100,0000001533,2000,30,03,,2319,zm,BRL,2/10NET30,CFR,,,,,,
100,0000000065,2000,10,03,,1225,mI,JPY,NT30,CPT,,,,,,
100,0000000762,2000,20,04,,3372,YM,BRL,0002,CIP,,,,,,
100,0000001051,2000,10,00,,7339,Fd,USD,NT90,CPT,,,,,,
100,0000000686,2000,20,00,,0517,Yo,GBP,0003,DAT,,,,,,
100,0000000471,3000,10,01,,1783,DI,AUD,NT90,DDP,,,,,,
100,0000001744,2000,20,01,,1682,ig,EUR,NT60,EXW,,,,,,
100,0000001008,1000,10,03,,0788,iM,JPY,NT90,DAP,,,,,,
100,0000000416,3000,20,03,,4630,gr,CAD,NT90,CPT,,,,,,
100,0000000838,2000,10,03,,9765,WL,CNY,0003,CFR,,,,,,
100,0000001533,3000,20,03,,5677,KS,CAD,NT90,CIP,,,,,,
100,0000001165,3000,10,01,,0582,yA,EUR,0001,DDP,,,,,,
100,0000000519,2000,10,04,,0876,hA,JPY,0002,FCA,,,,,,
100,0000001544,1000,20,04,,8234,Kt,GBP,0003,CIF,,,,,,
100,0000000431,1000,30,00,,7691,SU,BRL,2/10NET30,DAT,,,,,,
100,0000001759,1000,30,04,,6149,dB,CNY,0001,CIP,,,,,,
100,0000000190,1000,30,02,,9393,tr,USD,0001,CFR,,,,,,
100,0000000261,1000,10,03,,0846,PX,CHF,0002,CPT,,,,,,
100,0000001077,3000,20,00,,4476,pm,USD,NT60,DAP,,,,,,
100,0000001015,2000,10,01,,2749,ka,KRW,NT60,CPT,,,,,,
100,0000000574,3000,10,01,,7624,NM,GBP,0003,DAT,,,,,,
100,0000001879,2000,30,01,,2007,hs,CNY,0003,CFR,,,,,,
100,0000000730,2000,30,02,,8112,mi,CAD,NT30,EXW,,,,,,
100,0000000241,2000,30,00,,5464,wD,USD,0002,CPT,,,,,,
100,0000000663,2000,10,02,,1521,IJ,AUD,2/10NET30,DAT,,,,,,
100,0000001712,2000,10,00,,6456,xz,KRW,2/10NET30,DAT,,,,,,
100,0000000669,2000,20,00,,9600,xs,GBP,0001,EXW,,,,,,
100,0000001188,3000,30,01,,8416,nJ,CHF,0003,DAT,,,,,,
100,0000000443,1000,10,02,,3869,Lq,KRW,NT30,CFR,,,,,,
100,0000000016,3000,30,03,,6488,VU,BRL,0002,DAP,,,,,,
100,0000000237,1000,20,01,,0352,Oc,CHF,2/10NET30,CIP,,,,,,
100,0000000770,2000,10,02,,6202,TK,JPY,0002,FCA,,,,,,
100,0000001135,3000,20,02,,7556,zo,CNY,0001,CIF,,,,,,
100,0000001450,2000,30,03,,3796,fR,CAD,NT30,CIP,,,,,,
100,0000001370,1000,20,03,,6727,uk,CAD,NT30,DAT,,,,,,
100,0000000400,2000,10,03,,3495,vB,JPY,NT30,DAP,,,,,,
100,0000000434,3000,20,01,,1663,iC,USD,NT60,FOB,,,,,,
100,0000001874,3000,10,04,,2019,ob,GBP,0001,CFR,,,,,,
100,0000001786,3000,30,01,,3353,Kf,CAD,0003,DDP,,,,,,
100,0000000740,1000,30,04,,0083,zh,KRW,NT60,CPT,,,,,,
100,0000000611,1000,30,00,,8167,dt,JPY,2/10NET30,FOB,,,,,,
100,0000000798,1000,30,02,,5430,Lf,KRW,2/10NET30,EXW,,,,,,
100,0000000469,1000,30,00,,1759,hz,JPY,2/10NET30,DAP,,,,,,
100,0000000211,1000,20,02,,2682,Id,AUD,NT30,FOB,,,,,,
100,0000000521,2000,10,03,,4868,zK,USD,NT30,DAP,,,,,,
100,0000001722,1000,30,01,,2799,IH,BRL,2/10NET30,FCA,,,,,,
100,0000000628,3000,30,00,,2968,yZ,EUR,0001,DDP,,,,,,
100,0000000108,2000,10,01,,7454,SU,EUR,2/10NET30,CIF,,,,,,
100,0000001392,2000,20,02,,4391,qq,EUR,0003,CPT,,,,,,
100,0000000947,1000,20,03,,7417,Lj,AUD,2/10NET30,CFR,,,,,,
100,0000000312,3000,30,00,,2325,jz,JPY,2/10NET30,FCA,,,,,,
100,0000001340,3000,30,01,,8063,vC,USD,2/10NET30,FOB,,,,,,
100,0000000884,3000,20,01,,2885,yj,CNY,2/10NET30,DDP,,,,,,
100,0000000141,2000,30,01,,1828,QC,USD,NT60,FOB,,,,,,
100,0000000303,3000,10,03,,7966,Gd,AUD,NT90,EXW,,,,,,
100,0000000026,1000,20,00,,8723,hr,CNY,NT60,CIP,,,,,,
100,0000000812,2000,20,04,,0961,wN,GBP,2/10NET30,CIP,,,,,,
100,0000001531,2000,10,00,,4632,GW,CNY,2/10NET30,DAT,,,,,,
100,0000000231,2000,20,01,,1253,Ym,GBP,0001,CIP,,,,,,
100,0000001734,2000,30,02,,0242,Jr,KRW,2/10NET30,CIF,,,,,,
100,0000001767,3000,10,03,,1916,Wn,CNY,NT60,DAP,,,,,,
100,0000001330,1000,10,04,,0525,LW,KRW,NT90,FCA,,,,,,
100,0000001245,3000,30,03,,8881,MT,GBP,2/10NET30,CPT,,,,,,
100,0000001578,2000,20,04,,3011,CI,CAD,0001,CIP,,,,,,
100,0000000730,3000,10,04,,3549,TG,JPY,NT30,CFR,,,,,,
100,0000000188,3000,10,00,,3444,SG,JPY,0001,EXW,,,,,,
100,0000001024,2000,20,04,,6156,gz,CNY,0002,DAT,,,,,,
100,0000000742,2000,30,04,,3590,wR,USD,2/10NET30,DAT,,,,,,
100,0000001807,3000,30,04,,4488,yw,USD,0003,DDP,,,,,,
100,0000000512,1000,30,03,,3576,oE,USD,NT90,DAT,,,,,,
100,0000001902,1000,20,04,,8012,HY,CHF,0001,CIF,,,,,,
100,0000000319,3000,30,01,,8481,Lq,GBP,2/10NET30,CPT,,,,,,
100,0000001726,1000,20,02,,7342,KG,USD,0003,CIP,,,,,,
100,0000001799,3000,10,00,,0846,bg,GBP,NT90,CPT,,,,,,
100,0000000588,2000,30,02,,0333,Bq,CHF,0002,DDP,,,,,,
100,0000001538,3000,30,02,,4765,Nr,AUD,0001,CIF,,,,,,
100,0000000658,3000,30,03,,2527,sk,KRW,NT60,FCA,,,,,,
100,0000000694,1000,10,04,,5226,AR,KRW,0003,CIP,,,,,,
100,0000000337,3000,30,03,,0091,yT,CHF,NT30,DAP,,,,,,
100,0000000341,1000,10,00,,1006,zi,CHF,NT30,CIF,,,,,,
100,0000001764,2000,10,03,,5448,Qr,CHF,NT60,CFR,,,,,,
100,0000001173,1000,30,01,,2934,id,GBP,2/10NET30,DDP,,,,,,
100,0000001216,1000,20,01,,0879,hy,JPY,2/10NET30,CIF,,,,,,
100,0000001717,2000,10,00,,3829,FO,EUR,NT60,DAP,,,,,,
100,0000001720,1000,10,00,,5700,jr,KRW,2/10NET30,DAT,,,,,,
100,0000000278,3000,20,02,,1497,Rc,BRL,0002,CFR,,,,,,
100,0000000726,3000,30,03,,5740,YJ,CHF,NT30,DAT,,,,,,
100,0000000526,2000,10,02,,5597,hN,CNY,0003,CPT,,,,,,
100,0000001110,2000,20,03,,0158,MC,EUR,0001,EXW,,,,,,
100,0000001935,3000,30,03,,8654,cB,CHF,2/10NET30,EXW,,,,,,
100,0000000004,2000,10,04,,8496,ck,CHF,NT30,FCA,,,,,,
100,0000000089,3000,20,00,,2566,QH,CHF,0002,DAP,,,,,,
100,0000001415,1000,30,00,,1200,jC,GBP,NT60,CIF,,,,,,
100,0000000260,1000,20,01,,8580,lS,GBP,0003,CPT,,,,,,
100,0000001077,1000,10,02,,5775,oB,GBP,0001,DAP,,,,,,
100,0000000562,3000,10,03,,2177,Ze,CAD,NT90,CIF,,,,,,
100,0000000961,1000,20,01,,8874,aw,BRL,NT90,FCA,,,,,,
100,0000000635,3000,30,02,,2698,AY,EUR,NT30,CIP,,,,,,
100,0000001877,2000,20,03,,0524,Xx,USD,0003,FCA,,,,,,
100,0000001990,1000,10,04,,9984,zu,JPY,0003,DAP,,,,,,
100,0000000378,2000,30,01,,1282,Nn,KRW,NT60,EXW,,,,,,
100,0000000677,1000,20,03,,7814,Rb,CNY,NT30,EXW,,,,,,
100,0000001924,1000,10,04,,6407,TL,CNY,NT60,CIF,,,,,,
100,0000000572,3000,20,00,,4332,hh,GBP,NT60,CIF,,,,,,
100,0000001006,3000,10,00,,6232,xT,EUR,NT60,FOB,,,,,,
100,0000001987,1000,10,02,,5405,Uz,CHF,NT30,FOB,,,,,,
100,0000000122,1000,10,02,,4996,Iw,CAD,2/10NET30,EXW,,,,,,
100,0000001432,3000,20,00,,1203,rF,EUR,0002,FOB,,,,,,
100,0000001951,1000,20,02,,2493,nn,CAD,0001,CIP,,,,,,
100,0000001700,3000,30,04,,2024,SF,AUD,0003,DAT,,,,,,
100,0000001971,1000,30,01,,4775,Js,CNY,0002,FOB,,,,,,
100,0000000140,1000,30,00,,6893,AG,KRW,NT30,FOB,,,,,,
100,0000000931,3000,10,01,,7554,rr,USD,NT90,CIP,,,,,,
100,0000000166,1000,30,01,,7430,GS,GBP,2/10NET30,DDP,,,,,,
100,0000000519,3000,10,00,,3586,tq,EUR,0002,FCA,,,,,,
100,0000001566,1000,20,03,,2221,XF,USD,NT30,DAT,,,,,,
100,0000000268,2000,30,00,,9725,aj,GBP,0003,CIF,,,,,,
100,0000001990,3000,10,02,,8649,lg,CAD,0002,EXW,,,,,,
100,0000001720,3000,30,04,,5176,qw,CAD,0001,DAT,,,,,,
100,0000000356,3000,30,01,,9324,gc,AUD,0003,DAT,,,,,,
100,0000001297,1000,20,03,,6800,ZM,CNY,NT60,FOB,,,,,,
100,0000001912,3000,20,02,,5407,DN,GBP,NT60,FCA,,,,,,
100,0000000934,1000,20,03,,7523,pL,EUR,NT30,CIP,,,,,,
100,0000000559,1000,20,04,,3915,ZY,BRL,0001,DAP,,,,,,
100,0000001635,1000,10,04,,3317,iv,KRW,0003,DAT,,,,,,
100,0000001105,2000,20,00,,0453,Tp,GBP,2/10NET30,FCA,,,,,,
100,0000001831,3000,20,01,,0022,sF,EUR,0001,DDP,,,,,,
100,0000000746,3000,30,01,,0579,jE,AUD,0001,DDP,,,,,,
100,0000001423,1000,10,04,,3047,kx,BRL,NT30,DDP,,,,,,
100,0000000516,2000,30,03,,8143,XI,GBP,0001,DAP,,,,,,
100,0000000790,2000,30,04,,3890,To,CAD,NT30,EXW,,,,,,
100,0000000518,2000,10,03,,9514,dA,CHF,0001,FOB,,,,,,
100,0000000390,3000,30,00,,2509,ed,EUR,NT60,FCA,,,,,,
100,0000000383,2000,10,04,,5298,hP,CAD,NT30,DDP,,,,,,
100,0000001996,1000,10,02,,8258,Ol,JPY,0003,CFR,,,,,,
100,0000001702,2000,30,00,,0137,DZ,EUR,2/10NET30,FOB,,,,,,
100,0000000090,3000,20,04,,1147,uf,AUD,0003,FCA,,,,,,
100,0000001267,3000,30,01,,3785,Ow,KRW,0003,FCA,,,,,,
100,0000001515,2000,20,01,,1310,RK,EUR,NT90,CIP,,,,,,
100,0000001669,1000,20,02,,7855,mA,CNY,NT60,CFR,,,,,,
100,0000001033,3000,20,02,,0330,on,CAD,NT30,DAP,,,,,,
100,0000000758,1000,20,02,,9026,xQ,EUR,0001,CFR,,,,,,
100,0000001443,1000,20,03,,4769,HI,GBP,0001,FCA,,,,,,
100,0000001339,1000,10,03,,8489,DI,KRW,NT90,CIF,,,,,,
100,0000001606,2000,30,00,,6081,tm,CHF,2/10NET30,CIP,,,,,,
100,0000000408,1000,30,02,,2217,AD,CNY,2/10NET30,CIP,,,,,,
100,0000000316,2000,20,00,,2677,ZG,JPY,0003,CPT,,,,,,
100,0000000756,1000,10,02,,0270,nH,BRL,NT90,FOB,,,,,,
100,0000000524,2000,10,02,,9632,zK,CAD,0002,CFR,,,,,,
100,0000001393,2000,10,04,,0220,nr,BRL,0001,DAP,,,,,,
100,0000001505,2000,20,02,,7918,ng,CAD,0003,CFR,,,,,,
100,0000001730,3000,30,03,,0227,cU,CHF,NT30,CPT,,,,,,
100,0000001176,3000,20,00,,7769,GJ,BRL,NT60,FCA,,,,,,
100,0000000610,3000,30,01,,7942,CC,BRL,NT60,EXW,,,,,,
100,0000001571,1000,10,00,,3134,Pf,CAD,NT90,CPT,,,,,,
100,0000000556,3000,20,00,,2401,at,CHF,NT90,CIP,,,,,,
100,0000000815,2000,30,00,,4384,Ig,JPY,0002,FOB,,,,,,
100,0000001785,3000,20,04,,4056,hq,GBP,2/10NET30,DDP,,,,,,
100,0000001935,1000,30,01,,2703,aw,EUR,0001,FOB,,,,,,
100,0000001527,3000,10,01,,5909,Hk,JPY,2/10NET30,FCA,,,,,,
100,0000001707,1000,20,00,,1758,VJ,CAD,NT60,CIF,,,,,,
100,0000001397,2000,10,00,,9828,Vw,JPY,0003,FCA,,,,,,
100,0000000039,1000,10,00,,2205,dB,CAD,NT90,DAP,,,,,,
100,0000001052,1000,20,00,,4213,ir,AUD,NT30,DAT,,,,,,
100,0000000644,1000,10,01,,2586,KM,CNY,0002,DAP,,,,,,
100,0000000801,1000,20,01,,6697,mf,JPY,0001,EXW,,,,,,
100,0000001717,1000,20,00,,6454,ph,CNY,NT30,CPT,,,,,,
100,0000000574,1000,20,01,,3031,tT,AUD,NT60,DDP,,,,,,
100,0000001568,3000,10,03,,5026,NS,AUD,0003,CPT,,,,,,
100,0000001563,1000,30,03,,8794,kA,CHF,0002,DDP,,,,,,
100,0000000423,3000,30,02,,8456,sz,BRL,NT90,CIF,,,,,,
100,0000001365,2000,30,03,,7760,xJ,KRW,NT90,DAP,,,,,,
100,0000001593,1000,10,00,,1315,nO,CAD,0001,DAP,,,,,,
100,0000000564,2000,20,01,,6136,TZ,BRL,NT60,CIF,,,,,,
100,0000000268,3000,20,03,,7210,aq,USD,NT60,DAP,,,,,,
100,0000000383,3000,30,04,,5596,Je,KRW,NT30,FOB,,,,,,
100,0000001866,1000,20,04,,1118,JL,KRW,NT30,CIF,,,,,,
100,0000000870,1000,20,02,,6382,Dp,KRW,0003,CPT,,,,,,
100,0000001288,2000,30,01,,5299,Cg,JPY,NT30,DDP,,,,,,
100,0000001965,1000,10,04,,5608,NV,AUD,0002,EXW,,,,,,
100,0000000269,1000,10,03,,0821,kR,JPY,2/10NET30,DDP,,,,,,
100,0000000691,1000,10,03,,4728,NC,CAD,2/10NET30,FOB,,,,,,
100,0000001933,2000,30,00,,3050,Kl,KRW,0001,CIP,,,,,,
100,0000001778,3000,30,03,,2903,nB,CNY,NT60,CIF,,,,,,
100,0000000154,3000,10,03,,7081,ZB,JPY,NT30,EXW,,,,,,
100,0000001626,3000,30,00,,0540,HI,CHF,NT90,FOB,,,,,,
100,0000001453,2000,30,01,,4732,IK,CHF,NT60,FCA,,,,,,
100,0000001636,1000,30,00,,2188,bE,USD,NT90,DAT,,,,,,
100,0000000495,2000,10,00,,3192,fq,CNY,0001,CFR,,,,,,
100,0000001412,2000,10,04,,2492,Yq,GBP,0001,EXW,,,,,,
100,0000001120,2000,10,03,,1879,TJ,BRL,NT60,FCA,,,,,,
100,0000001348,1000,20,03,,2514,XP,USD,NT30,EXW,,,,,,
100,0000001799,3000,30,00,,5778,dS,KRW,2/10NET30,CFR,,,,,,
100,0000001769,3000,30,02,,0303,Pv,CAD,NT90,DAP,,,,,,
100,0000001028,2000,20,02,,0991,uM,JPY,0003,FOB,,,,,,
100,0000001025,1000,30,00,,4468,eK,CAD,NT30,CIP,,,,,,
100,0000001567,2000,30,03,,8538,yn,EUR,2/10NET30,DAP,,,,,,
100,0000000818,2000,20,04,,9808,HQ,GBP,2/10NET30,FOB,,,,,,
100,0000000721,1000,30,04,,5434,DE,KRW,NT90,CPT,,,,,,
100,0000001545,2000,20,03,,5731,cd,CNY,2/10NET30,FOB,,,,,,
100,0000000880,2000,10,04,,8970,We,USD,0003,FCA,,,,,,
100,0000000715,1000,30,04,,3719,Rc,EUR,2/10NET30,CPT,,,,,,
100,0000000380,3000,10,01,,5675,OX,CNY,NT60,CFR,,,,,,
100,0000001469,3000,30,04,,2250,HH,KRW,0003,DDP,,,,,,
100,0000000547,2000,10,00,,1346,vi,BRL,2/10NET30,CFR,,,,,,
100,0000001914,2000,10,00,,6255,CX,GBP,NT90,EXW,,,,,,
100,0000001389,1000,30,04,,2542,zL,CAD,0002,EXW,,,,,,
100,0000000310,1000,30,03,,4730,mZ,CNY,2/10NET30,CPT,,,,,,
100,0000001026,1000,10,04,,5867,Ml,JPY,2/10NET30,DDP,,,,,,
100,0000000306,2000,10,01,,5243,bf,KRW,0003,DDP,,,,,,
100,0000000037,1000,10,04,,8242,hn,BRL,2/10NET30,CFR,,,,,,
100,0000000641,3000,20,02,,2327,lF,CAD,NT90,DDP,,,,,,
100,0000001340,3000,30,03,,3790,YE,CHF,NT90,CPT,,,,,,
100,0000000809,2000,30,03,,4698,FD,CNY,0001,EXW,,,,,,
100,0000000888,1000,20,03,,8282,JC,CNY,NT90,DAP,,,,,,
100,0000000455,2000,30,01,,5658,at,JPY,NT30,EXW,,,,,,
100,0000001995,2000,30,04,,3014,lY,KRW,NT30,DAT,,,,,,
100,0000000322,2000,10,03,,7904,VZ,CAD,2/10NET30,FOB,,,,,,
100,0000000416,3000,10,01,,3666,kR,JPY,NT90,FOB,,,,,,
100,0000001306,2000,20,04,,6600,kP,USD,NT60,DAT,,,,,,
100,0000001167,3000,30,04,,0217,po,CAD,NT60,CPT,,,,,,
100,0000001281,3000,10,00,,6611,xj,KRW,NT60,DAT,,,,,,
100,0000001879,1000,10,00,,8212,DU,AUD,0003,FCA,,,,,,
100,0000001900,2000,10,00,,6563,TK,USD,NT30,DDP,,,,,,
100,0000001591,3000,10,02,,0538,zM,BRL,NT60,EXW,,,,,,
100,0000000472,3000,10,01,,2733,AT,KRW,0001,CIP,,,,,,
100,0000000033,3000,10,01,,5740,Kq,AUD,NT90,CIF,,,,,,
100,0000000117,2000,30,03,,9102,gp,CNY,0003,FCA,,,,,,
100,0000001972,3000,30,02,,6497,Yo,USD,0003,CIP,,,,,,
100,0000001297,2000,20,01,,5988,EV,BRL,NT60,DAT,,,,,,
100,0000001935,1000,10,02,,8934,Pg,KRW,NT30,CIF,,,,,,
100,0000000608,3000,20,00,,1148,EQ,JPY,NT30,CFR,,,,,,
100,0000001438,1000,20,03,,3623,XY,JPY,0001,CFR,,,,,,
100,0000001724,2000,10,01,,0671,og,GBP,0001,DAT,,,,,,
100,0000001053,2000,30,00,,9256,bk,BRL,0003,FOB,,,,,,
100,0000001315,2000,20,01,,2913,hD,JPY,NT60,DDP,,,,,,
100,0000000166,2000,30,01,,3678,hQ,KRW,2/10NET30,FOB,,,,,,
100,0000000027,2000,10,03,,4148,xA,JPY,NT90,CIF,,,,,,
100,0000000613,2000,30,00,,5250,Rk,EUR,0002,EXW,,,,,,
100,0000001551,2000,20,01,,2098,pP,CAD,NT60,DDP,,,,,,
100,0000000585,3000,10,04,,7123,Rj,EUR,NT30,CFR,,,,,,
100,0000000006,3000,20,04,,7121,jK,GBP,0002,DAT,,,,,,
100,0000000666,2000,20,01,,1965,uO,USD,0001,DAT,,,,,,
100,0000000085,1000,30,03,,3818,jR,CAD,0003,FOB,,,,,,
100,0000000677,2000,10,04,,0945,Pf,JPY,NT60,FOB,,,,,,
100,0000001397,3000,30,00,,6031,PT,JPY,0001,DAP,,,,,,
100,0000000146,1000,20,03,,0896,UB,JPY,0003,FCA,,,,,,
100,0000001254,1000,10,00,,8621,aZ,BRL,NT90,EXW,,,,,,
100,0000000309,2000,30,03,,7395,sT,JPY,NT30,CFR,,,,,,
100,0000001060,2000,20,03,,0631,ds,EUR,0003,CPT,,,,,,
100,0000000207,1000,30,03,,7038,gM,BRL,0003,DAP,,,,,,
100,0000000652,1000,10,01,,8924,tW,CAD,NT30,FCA,,,,,,
100,0000001313,3000,20,00,,8785,AX,BRL,0003,CFR,,,,,,
100,0000000625,2000,10,03,,3166,PZ,KRW,NT60,DAT,,,,,,
100,0000000368,1000,20,04,,8999,aP,AUD,0002,CIP,,,,,,
100,0000001964,3000,10,04,,4015,tM,CNY,0003,CIF,,,,,,
100,0000001740,1000,30,03,,7652,sU,BRL,NT90,EXW,,,,,,
100,0000001806,3000,20,00,,5226,Cu,CNY,2/10NET30,CPT,,,,,,
100,0000000588,2000,20,02,,7651,NU,CHF,NT60,EXW,,,,,,
100,0000000008,2000,30,03,,9480,FF,JPY,0001,CPT,,,,,,
100,0000001944,3000,10,03,,9729,Dr,CNY,0003,FOB,,,,,,
100,0000000099,3000,20,00,,6910,XR,BRL,0003,FOB,,,,,,
100,0000000125,3000,10,04,,8091,qe,JPY,0001,DAT,,,,,,
100,0000000215,1000,20,04,,6763,Hr,BRL,2/10NET30,DAP,,,,,,
100,0000000266,1000,30,00,,0769,RW,CAD,NT30,DAT,,,,,,
100,0000001142,2000,30,03,,0533,MI,CAD,NT90,EXW,,,,,,
100,0000000599,2000,30,04,,8302,CZ,GBP,0003,EXW,,,,,,
100,0000001228,2000,20,01,,8694,RB,CHF,0003,CIF,,,,,,
100,0000001914,3000,20,03,,9895,zs,USD,NT60,DDP,,,,,,
100,0000000469,3000,20,01,,2908,Gy,KRW,0001,FOB,,,,,,
100,0000001025,1000,10,04,,0339,Ee,AUD,NT90,CFR,,,,,,
100,0000000135,3000,20,04,,9097,BE,CNY,NT60,FOB,,,,,,
100,0000000953,1000,10,02,,0561,qW,CHF,2/10NET30,CIF,,,,,,
100,0000000680,2000,30,00,,8672,wP,GBP,0003,EXW,,,,,,
100,0000000935,3000,30,00,,8938,We,EUR,NT90,DAP,,,,,,
100,0000001569,2000,30,01,,5368,Lq,CHF,0001,CPT,,,,,,
100,0000000756,1000,10,04,,9067,VQ,GBP,0003,DAP,,,,,,
100,0000001609,2000,30,02,,7829,Rw,CNY,NT90,CFR,,,,,,
100,0000000418,1000,10,04,,5332,Eu,EUR,NT60,CIP,,,,,,
100,0000000229,2000,10,00,,0365,oH,EUR,2/10NET30,CIP,,,,,,
100,0000000777,1000,20,00,,8921,Nd,AUD,0002,CIF,,,,,,
100,0000000905,1000,10,01,,8415,wg,CAD,NT90,DAT,,,,,,
100,0000000182,3000,20,02,,3747,gE,GBP,NT90,DAP,,,,,,
100,0000000245,2000,10,03,,8617,qI,CHF,0003,CFR,,,,,,
100,0000001696,1000,10,00,,8790,Dx,CAD,0001,CPT,,,,,,
100,0000000593,3000,10,04,,8791,gU,JPY,NT90,DDP,,,,,,
100,0000000835,2000,20,03,,7366,Em,JPY,2/10NET30,DAT,,,,,,
100,0000000529,3000,20,04,,5640,KO,CAD,2/10NET30,CIP,,,,,,
100,0000000402,3000,20,04,,3526,Ag,EUR,0001,EXW,,,,,,
100,0000001710,3000,10,01,,3944,Vp,USD,NT60,CIF,,,,,,
100,0000001320,1000,10,00,,4611,Na,CAD,2/10NET30,EXW,,,,,,
100,0000001496,2000,10,04,,6177,Rw,USD,2/10NET30,DAP,,,,,,
100,0000000143,2000,20,04,,1497,EV,BRL,NT60,FCA,,,,,,
100,0000000075,2000,20,03,,5003,QC,USD,NT90,CIF,,,,,,
100,0000000783,2000,20,00,,0031,Tk,AUD,NT30,CIF,,,,,,
100,0000001567,2000,30,04,,0220,MR,BRL,NT30,CIP,,,,,,
100,0000001313,1000,10,04,,2813,hR,AUD,NT60,FOB,,,,,,
100,0000001371,1000,10,03,,9253,Kn,JPY,NT60,EXW,,,,,,
100,0000001959,2000,20,03,,1065,Re,BRL,NT30,FOB,,,,,,
100,0000000911,1000,10,02,,9462,cs,USD,0002,EXW,,,,,,
100,0000001749,1000,10,02,,1241,tE,CNY,NT90,DAT,,,,,,
100,0000001142,2000,10,02,,6199,ao,AUD,NT60,CFR,,,,,,
100,0000000140,2000,20,01,,1363,AL,GBP,0001,FOB,,,,,,
100,0000001035,2000,30,02,,6985,cf,JPY,NT90,DAT,,,,,,
100,0000001423,2000,30,04,,0082,uh,GBP,2/10NET30,DAP,,,,,,
100,0000001957,1000,30,02,,8724,So,AUD,0003,CPT,,,,,,
100,0000001928,2000,10,01,,9110,gL,USD,0002,CFR,,,,,,
100,0000000986,3000,10,03,,8430,GS,EUR,NT60,FCA,,,,,,
100,0000000645,3000,10,00,,3392,Le,BRL,2/10NET30,CFR,,,,,,
100,0000001879,2000,20,04,,8407,zq,CHF,NT30,DDP,,,,,,
100,0000001405,2000,20,02,,6161,kM,CHF,NT60,DAT,,,,,,
100,0000001071,2000,20,02,,4645,gQ,USD,0001,EXW,,,,,,
100,0000001203,1000,30,01,,5639,Fs,BRL,NT30,DAT,,,,,,
100,0000000386,1000,30,04,,4893,MR,AUD,0002,CPT,,,,,,
100,0000001595,3000,20,04,,7974,MX,BRL,NT30,EXW,,,,,,
100,0000001990,2000,10,04,,6551,Xj,JPY,2/10NET30,CFR,,,,,,
100,0000001368,1000,30,01,,5822,Wf,CHF,2/10NET30,DAT,,,,,,
100,0000001056,2000,30,02,,1567,AF,CHF,NT60,EXW,,,,,,
100,0000000896,3000,30,00,,2729,ao,CNY,NT60,CIF,,,,,,
100,0000000045,1000,20,02,,2550,cw,JPY,NT60,CPT,,,,,,
100,0000001162,2000,20,01,,2651,zP,USD,0001,EXW,,,,,,
100,0000001952,1000,30,00,,2114,TG,EUR,0001,FCA,,,,,,
100,0000001849,1000,30,01,,6415,Fl,CAD,NT60,FCA,,,,,,
100,0000001440,1000,10,02,,0646,To,AUD,NT90,FCA,,,,,,
100,0000001085,2000,10,01,,3041,HH,CNY,0001,DDP,,,,,,
100,0000000869,1000,30,03,,1267,AN,CNY,2/10NET30,FCA,,,,,,
100,0000001923,2000,20,00,,2364,kA,CNY,0002,CIF,,,,,,
100,0000001619,1000,30,03,,4801,cG,CNY,0002,EXW,,,,,,
100,0000000770,2000,10,04,,7813,er,BRL,0002,FOB,,,,,,
100,0000001339,2000,10,03,,8121,bm,USD,NT90,DDP,,,,,,
100,0000000176,2000,10,00,,1395,Mp,USD,NT60,FCA,,,,,,
100,0000000500,3000,20,02,,4631,Za,USD,NT30,FOB,,,,,,
100,0000001240,3000,10,02,,1546,nj,JPY,0002,FOB,,,,,,
100,0000000306,1000,30,02,,5697,gL,JPY,0002,DDP,,,,,,
100,0000000627,3000,30,04,,1817,wn,KRW,NT90,CIP,,,,,,
100,0000000364,3000,30,00,,3696,ff,CNY,0003,DAP,,,,,,
100,0000000436,2000,10,00,,2077,TQ,GBP,0001,FOB,,,,,,
100,0000000717,2000,10,02,,5185,TK,BRL,NT30,FOB,,,,,,
100,0000000684,1000,20,02,,3304,mg,CAD,2/10NET30,DAT,,,,,,
100,0000001319,2000,20,01,,3832,un,GBP,0002,DAT,,,,,,
100,0000000869,1000,20,03,,8644,wF,CHF,NT30,FCA,,,,,,
100,0000000253,1000,30,00,,8972,bc,CAD,NT90,DDP,,,,,,
