PRODUCT_NUMBER,PRODUCT_TYPE,BASE_UNIT,WEIGHT,WEIGHT_UNIT,VOLUME,VOLUME_UNIT,PRODUCT_GROUP,DIVISION,ERDAT
P000001422,NLAG,M3,771.62,KG,23.25,L,MECH,01,2022-09-06
P000001423,ROH,EA,517.542,KG,16.489,CM3,MECH,04,2019-09-28
P000001424,ROH,KG,379.283,KG,46.225,CM3,MECH,03,2017-07-25
P000001425,ROH,PC,942.06,KG,76.383,L,MECH,02,2016-09-30
P000001426,FERT,EA,128.718,KG,57.074,CM3,MECH,01,2022-09-30
P000001427,ROH,EA,754.551,KG,72.503,M3,MECH,04,2018-01-16
P000001428,ROH,L,307.269,KG,78.8,L,MECH,01,2025-10-02
P000001429,ROH,EA,202.029,KG,63.971,CM3,MECH,01,2020-04-07
P000001430,DIEN,M3,782.443,KG,93.871,M3,MECH,01,2022-05-07
P000001431,ROH,M,546.98,KG,25.937,M3,MECH,01,2020-03-17
P000001432,HALB,PC,833.021,KG,37.969,CM3,MECH,01,2015-02-18
P000001433,ROH,L,528.618,KG,68.109,L,MECH,02,2014-02-21
P000001434,ROH,PC,594.552,KG,87.219,M3,MECH,03,2024-07-18
P000001435,FERT,M,956.81,KG,61.144,L,MECH,03,2016-08-30
P000001436,FERT,PC,358.889,KG,3.324,L,MECH,04,2018-01-23
P000001437,HALB,M3,72.252,KG,5.773,CM3,MECH,03,2020-10-23
P000001438,HALB,L,148.511,KG,67.294,CM3,MECH,04,2024-07-30
P000001439,ROH,M3,713.909,KG,81.702,M3,MECH,03,2022-07-11
P000001440,ROH,KG,818.562,KG,14.562,M3,MECH,03,2015-11-17
P000001441,ROH,EA,422.005,KG,18.075,CM3,MECH,04,2013-12-04
P000001442,ROH,L,856.74,KG,72.371,M3,MECH,04,2012-02-13
P000001443,FERT,L,13.927,KG,53.231,M3,MECH,04,2013-03-29
P000001444,ROH,M2,838.224,KG,48.941,M3,MECH,04,2015-08-13
P000001445,ROH,M,55.357,KG,44.679,M3,MECH,01,2024-08-22
P000001446,ROH,M,794.175,KG,6.148,M3,MECH,03,2024-11-06
P000001447,ROH,EA,846.625,KG,8.883,M3,MECH,02,2011-11-24
P000001448,ROH,L,715.072,KG,45.898,M3,MECH,02,2019-06-22
P000001449,HALB,KG,660.987,KG,47.589,M3,MECH,01,2024-09-30
P000001450,NLAG,EA,219.186,KG,4.843,L,MECH,01,2015-02-02
P000001451,ROH,L,64.289,KG,89.852,M3,MECH,04,2026-03-07
P000001452,ROH,EA,57.772,KG,41.09,M3,MECH,03,2011-09-30
P000001453,DIEN,PC,870.274,KG,77.57,L,MECH,03,2017-02-23
P000001454,HALB,M,534.434,KG,38.937,M3,MECH,02,2012-02-28
P000001455,ROH,M,791.51,KG,66.18,L,MECH,04,2023-12-08
P000001456,HALB,M3,66.755,KG,73.75,L,MECH,01,2017-03-18
P000001457,ROH,M,658.491,KG,35.129,CM3,MECH,01,2020-10-03
P000001458,ROH,L,196.423,KG,39.51,CM3,MECH,01,2015-10-29
P000001459,FERT,L,453.676,KG,70.676,L,MECH,01,2025-06-05
P000001460,HALB,M3,346.921,KG,58.55,M3,MECH,04,2013-05-07
P000001461,HALB,M3,798.542,KG,42.837,CM3,MECH,03,2016-07-03
P000001462,ROH,EA,213.093,KG,2.358,L,MECH,01,2023-10-11
P000001463,ROH,M3,792.616,KG,35.997,M3,MECH,01,2023-01-27
P000001464,DIEN,M2,679.177,KG,8.252,CM3,MECH,01,2020-09-14
P000001465,ROH,EA,2.738,KG,46.631,CM3,MECH,03,2026-06-08
P000001466,NLAG,M,251.686,KG,28.508,M3,MECH,02,2014-11-16
P000001467,FERT,M3,644.82,KG,10.536,L,MECH,01,2017-10-31
P000001468,NLAG,PC,843.316,KG,62.627,CM3,MECH,02,2013-07-27
P000001469,HALB,M,997.646,KG,60.337,CM3,MECH,03,2017-03-03
P000001470,ROH,M2,316.602,KG,0.529,CM3,MECH,01,2023-05-11
P000001471,ROH,KG,736.94,KG,23.388,M3,MECH,04,2023-09-14
P000001472,FERT,M,612.58,KG,2.592,CM3,MECH,02,2016-09-25
P000001473,HALB,KG,446.976,KG,84.201,M3,MECH,01,2023-03-31
P000001474,ROH,M2,504.178,KG,95.201,M3,MECH,03,2016-01-20
P000001475,DIEN,PC,461.191,KG,17.13,CM3,MECH,02,2015-02-21
P000001476,ROH,L,518.345,KG,45.306,M3,MECH,01,2013-10-06
P000001477,ROH,M2,500.728,KG,23.25,L,MECH,01,2024-05-20
P000001478,NLAG,M2,377.911,KG,70.297,L,MECH,01,2020-01-07
P000001479,ROH,L,61.693,KG,62.177,L,MECH,01,2023-05-11
P000001480,DIEN,KG,761.142,KG,95.529,CM3,MECH,03,2016-06-03
P000001481,ROH,PC,139.118,KG,76.879,CM3,MECH,02,2015-01-17
P000001482,NLAG,EA,923.379,KG,34.404,M3,MECH,01,2021-04-18
P000001483,DIEN,KG,803.012,KG,61.634,CM3,MECH,01,2022-05-21
P000001484,ROH,EA,452.013,KG,0.713,CM3,MECH,01,2021-12-30
P000001485,ROH,EA,703.738,KG,31.928,M3,MECH,01,2018-08-03
P000001486,HALB,M,237.756,KG,87.579,M3,MECH,03,2024-05-06
P000001487,DIEN,M3,484.48,KG,92.755,L,MECH,01,2019-06-15
P000001488,DIEN,EA,865.373,KG,77.478,M3,MECH,04,2012-05-31
P000001489,ROH,M3,996.748,KG,70.988,M3,MECH,01,2026-02-14
P000001490,FERT,M3,859.321,KG,35.022,CM3,MECH,03,2021-04-29
P000001491,FERT,M,16.496,KG,55.663,M3,MECH,02,2013-12-20
P000001492,DIEN,EA,521.926,KG,79.626,CM3,MECH,02,2025-06-27
P000001493,ROH,M,374.285,KG,5.513,L,MECH,03,2012-04-25
P000001494,ROH,PC,411.663,KG,36.712,CM3,MECH,01,2014-12-25
P000001495,DIEN,M2,649.299,KG,93.566,L,MECH,01,2016-05-11
P000001496,NLAG,EA,241.943,KG,35.682,M3,MECH,01,2025-12-23
P000001497,ROH,M,966.003,KG,63.819,M3,MECH,01,2016-05-01
P000001498,ROH,PC,437.005,KG,10.85,M3,MECH,03,2024-04-17
P000001499,NLAG,PC,900.54,KG,83.294,M3,MECH,04,2015-10-03
P000001500,ROH,M2,205.843,KG,18.873,L,MECH,02,2017-12-19
P000001501,ROH,M,807.626,KG,81.513,CM3,MECH,04,2017-12-16
P000001502,ROH,PC,249.715,KG,30.918,M3,MECH,01,2024-03-24
P000001503,DIEN,EA,307.019,KG,44.194,M3,MECH,03,2020-08-31
P000001504,ROH,EA,431.149,KG,44.091,L,MECH,02,2025-01-12
P000001505,HALB,M3,964.917,KG,98.348,L,MECH,01,2024-08-03
P000001506,ROH,EA,652.014,KG,78.109,L,MECH,03,2016-04-30
P000001507,ROH,M3,235.568,KG,87.777,CM3,MECH,02,2021-01-25
P000001508,FERT,M2,934.355,KG,44.027,L,MECH,03,2025-03-07
P000001509,ROH,EA,203.271,KG,11.558,L,MECH,01,2025-06-05
P000001510,ROH,EA,582.487,KG,21.792,L,MECH,03,2020-02-07
P000001511,ROH,EA,929.605,KG,18.435,L,MECH,02,2017-09-12
P000001512,HALB,EA,468.765,KG,4.493,CM3,MECH,02,2018-08-23
P000001513,ROH,EA,513.272,KG,17.593,M3,MECH,01,2013-06-06
P000001514,ROH,M2,382.1,KG,32.911,CM3,MECH,03,2024-08-31
P000001515,ROH,M3,51.869,KG,66.184,M3,MECH,04,2022-10-31
P000001516,ROH,PC,548.846,KG,2.768,L,MECH,03,2023-08-26
P000001517,DIEN,L,835.675,KG,64.918,CM3,MECH,03,2020-10-14
P000001518,ROH,EA,614.271,KG,58.351,CM3,MECH,01,2011-08-11
P000001519,DIEN,EA,73.717,KG,32.524,M3,MECH,01,2015-02-26
P000001520,ROH,EA,130.399,KG,98.418,CM3,MECH,03,2018-10-24
P000001521,ROH,M3,892.402,KG,5.638,CM3,MECH,01,2019-12-12
P000001522,FERT,PC,184.566,KG,8.592,CM3,MECH,01,2020-04-12
P000001523,ROH,L,159.582,KG,92.638,CM3,MECH,04,2012-08-12
P000001524,DIEN,EA,332.527,KG,82.942,CM3,MECH,03,2012-10-25
P000001525,DIEN,EA,634.761,KG,12.893,CM3,MECH,01,2025-11-01
P000001526,ROH,M2,828.946,KG,61.002,M3,MECH,04,2018-08-20
P000001527,DIEN,KG,294.369,KG,95.925,M3,MECH,04,2022-08-30
P000001528,HALB,KG,632.001,KG,9.701,M3,MECH,01,2015-10-10
P000001529,NLAG,EA,586.073,KG,28.37,M3,MECH,02,2025-02-21
P000001530,NLAG,M3,191.471,KG,92.577,CM3,MECH,01,2024-09-23
P000001531,FERT,M2,426.199,KG,98.236,CM3,MECH,01,2015-02-14
P000001532,NLAG,M3,165.347,KG,17.13,CM3,MECH,01,2014-06-04
P000001533,ROH,L,485.344,KG,27.497,CM3,MECH,03,2019-05-20
P000001534,DIEN,M2,814.507,KG,11.055,M3,MECH,02,2019-04-12
P000001535,HALB,EA,774.485,KG,98.785,L,MECH,01,2011-10-07
P000001536,DIEN,M2,380.935,KG,9.75,CM3,MECH,02,2021-03-11
P000001537,ROH,EA,326.365,KG,62.569,CM3,MECH,02,2012-11-01
P000001538,ROH,M2,838.546,KG,84.807,L,MECH,02,2021-03-09
P000001539,ROH,PC,626.035,KG,92.416,L,MECH,01,2012-04-02
P000001540,ROH,PC,871.994,KG,22.327,M3,MECH,02,2022-08-07
P000001541,ROH,PC,72.642,KG,37.699,CM3,MECH,02,2020-08-25
P000001542,ROH,EA,799.817,KG,77.36,CM3,MECH,03,2018-04-28
P000001543,ROH,EA,660.738,KG,58.89,CM3,MECH,01,2021-06-09
P000001544,FERT,EA,419.873,KG,39.753,M3,MECH,04,2023-05-23
P000001545,HALB,M,117.785,KG,56.441,L,MECH,03,2024-11-21
P000001546,ROH,L,709.652,KG,30.413,M3,MECH,03,2016-01-05
P000001547,ROH,PC,930.382,KG,46.828,L,MECH,02,2012-05-25
P000001548,FERT,KG,578.032,KG,93.333,M3,MECH,01,2021-11-17
P000001549,ROH,M,58.19,KG,77.369,L,MECH,04,2022-07-28
P000001550,ROH,M3,208.133,KG,43.537,CM3,MECH,04,2012-10-09
P000001551,FERT,M,72.028,KG,46.257,M3,MECH,02,2024-03-09
P000001552,HALB,M,177.351,KG,98.13,CM3,MECH,01,2023-09-23
P000001553,FERT,EA,698.309,KG,63.662,M3,MECH,03,2016-11-07
P000001554,ROH,M,425.058,KG,93.857,L,MECH,01,2019-10-29
P000001555,ROH,EA,681.996,KG,23.787,CM3,MECH,03,2020-02-23
P000001556,HALB,M2,251.41,KG,45.263,L,MECH,02,2022-02-21
P000001557,DIEN,M3,984.071,KG,16.418,M3,MECH,01,2024-07-11
P000001558,FERT,M3,16.465,KG,7.97,CM3,MECH,04,2024-04-17
P000001559,ROH,EA,945.123,KG,60.163,L,MECH,04,2019-04-04
P000001560,FERT,EA,884.989,KG,81.396,L,MECH,03,2013-08-02
P000001561,ROH,M3,893.999,KG,9.671,CM3,MECH,01,2017-03-08
P000001562,ROH,EA,516.888,KG,40.585,L,MECH,04,2021-04-03
P000001563,DIEN,EA,640.108,KG,18.297,CM3,MECH,01,2016-12-10
P000001564,NLAG,M3,332.366,KG,29.259,CM3,MECH,03,2015-05-29
P000001565,FERT,L,839.96,KG,94.07,M3,MECH,01,2022-06-06
P000001566,ROH,L,762.107,KG,78.727,CM3,MECH,01,2020-10-10
P000001567,ROH,PC,80.268,KG,36.455,CM3,MECH,04,2012-12-04
P000001568,ROH,PC,978.283,KG,99.475,CM3,MECH,01,2022-09-01
P000001569,ROH,L,38.014,KG,32.304,L,MECH,04,2018-10-07
P000001570,ROH,M,233.07,KG,90.966,L,MECH,01,2022-06-23
P000001571,FERT,EA,638.573,KG,71.181,M3,MECH,03,2015-01-30
P000001572,FERT,EA,123.842,KG,86.123,L,MECH,04,2021-05-08
P000001573,ROH,PC,287.171,KG,62.469,M3,MECH,03,2023-03-11
P000001574,FERT,L,829.207,KG,11.407,CM3,MECH,02,2018-08-23
P000001575,ROH,M3,637.258,KG,41.523,L,MECH,02,2022-06-13
P000001576,HALB,M,742.552,KG,74.336,M3,MECH,02,2019-02-22
P000001577,ROH,EA,816.383,KG,48.398,CM3,MECH,02,2020-12-20
P000001578,ROH,EA,314.899,KG,39.91,M3,MECH,02,2023-04-18
P000001579,ROH,PC,512.02,KG,2.706,CM3,MECH,03,2023-08-03
P000001580,HALB,M2,290.323,KG,92.259,L,MECH,02,2011-11-07
P000001581,DIEN,L,870.955,KG,18.452,CM3,MECH,01,2013-10-10
P000001582,ROH,L,18.732,KG,52.394,CM3,MECH,03,2020-12-02
P000001583,FERT,EA,344.819,KG,77.443,M3,MECH,04,2022-04-23
P000001584,FERT,EA,440.524,KG,95.183,M3,MECH,01,2014-12-13
P000001585,NLAG,M2,989.691,KG,38.935,M3,MECH,01,2013-02-16
P000001586,ROH,KG,656.381,KG,19.22,CM3,MECH,03,2012-06-06
P000001587,ROH,PC,348.174,KG,41.804,M3,MECH,01,2022-05-15
P000001588,FERT,M2,370.79,KG,98.986,CM3,MECH,02,2016-05-21
P000001589,ROH,EA,131.21,KG,33.793,L,MECH,01,2021-03-11
P000001590,FERT,PC,482.047,KG,66.829,M3,MECH,01,2015-08-22
P000001591,ROH,L,362.788,KG,8.318,CM3,MECH,01,2026-04-24
P000001592,HALB,M2,301.451,KG,44.653,M3,MECH,01,2011-07-31
P000001593,DIEN,M2,395.676,KG,74.091,L,MECH,03,2015-02-26
P000001594,NLAG,L,467.137,KG,33.619,L,MECH,03,2022-09-17
P000001595,NLAG,M,589.545,KG,9.402,L,MECH,04,2016-02-02
P000001596,DIEN,EA,296.346,KG,76.261,M3,MECH,01,2021-01-09
P000001597,NLAG,PC,531.578,KG,10.925,M3,MECH,04,2023-03-24
P000001598,DIEN,KG,73.451,KG,7.037,CM3,MECH,04,2020-09-24
P000001599,ROH,PC,55.157,KG,73.445,CM3,MECH,02,2020-05-27
P000001600,FERT,M3,388.447,KG,67.576,M3,MECH,01,2015-11-15
P000001601,DIEN,PC,322.777,KG,98.169,L,MECH,03,2013-12-14
P000001602,DIEN,PC,375.935,KG,76.072,L,MECH,01,2014-08-17
P000001603,DIEN,EA,164.655,KG,23.667,M3,MECH,04,2012-11-02
P000001604,DIEN,KG,404.179,KG,97.097,CM3,MECH,01,2024-02-08
P000001605,NLAG,M3,857.756,KG,58.953,L,MECH,01,2019-09-24
P000001606,NLAG,M2,927.337,KG,77.618,CM3,MECH,01,2019-03-30
P000001607,HALB,M2,406.46,KG,39.556,CM3,MECH,04,2020-09-09
P000001608,DIEN,M,348.342,KG,12.209,M3,MECH,04,2023-09-29
P000001609,HALB,PC,768.647,KG,16.728,M3,MECH,01,2023-10-25
P000001610,ROH,M3,568.815,KG,74.119,L,MECH,01,2023-08-19
P000001611,ROH,M,380.035,KG,21.295,M3,MECH,03,2023-07-27
P000001612,ROH,KG,926.852,KG,71.848,L,MECH,01,2023-05-20
P000001613,DIEN,PC,888.223,KG,16.197,L,MECH,04,2019-05-16
P000001614,DIEN,EA,259.874,KG,43.825,M3,MECH,03,2017-08-18
P000001615,ROH,KG,728.819,KG,58.42,CM3,MECH,04,2018-01-10
P000001616,ROH,PC,637.765,KG,89.424,M3,MECH,01,2019-03-12
P000001617,ROH,M,24.514,KG,11.336,M3,MECH,01,2023-01-13
P000001618,ROH,L,140.669,KG,62.881,M3,MECH,01,2021-11-02
P000001619,HALB,PC,834.611,KG,1.28,L,MECH,04,2014-08-27
P000001620,ROH,PC,174.848,KG,4.023,CM3,MECH,03,2019-12-23
P000001621,DIEN,KG,637.968,KG,79.605,M3,MECH,01,2020-02-23
P000001622,ROH,L,202.941,KG,33.746,CM3,MECH,04,2022-07-21
P000001623,ROH,KG,304.114,KG,28.49,L,MECH,01,2011-09-06
P000001624,FERT,M2,510.373,KG,53.012,L,MECH,01,2017-08-14
P000001625,NLAG,M2,376.037,KG,22.192,CM3,MECH,03,2014-03-07
P000001626,ROH,M,646.276,KG,92.134,L,MECH,01,2014-11-10
P000001627,ROH,PC,12.569,KG,22.019,M3,MECH,01,2016-02-24
P000001628,FERT,L,580.271,KG,23.514,CM3,MECH,01,2014-10-21
P000001629,HALB,EA,616.088,KG,5.628,M3,MECH,02,2015-05-06
P000001630,ROH,M2,410.841,KG,26.787,CM3,MECH,01,2018-09-30
P000001631,ROH,M2,807.988,KG,92.352,M3,MECH,01,2017-12-27
P000001632,FERT,PC,596.909,KG,7.84,M3,MECH,01,2020-09-30
P000001633,ROH,KG,115.402,KG,33.448,CM3,MECH,01,2012-02-17
P000001634,HALB,M2,773.956,KG,83.694,CM3,MECH,04,2017-05-06
P000001635,NLAG,EA,446.499,KG,69.737,L,MECH,03,2012-01-03
P000001636,ROH,M3,229.038,KG,26.737,L,MECH,04,2019-08-30
P000001637,ROH,EA,943.817,KG,8.929,L,MECH,02,2024-03-05
P000001638,ROH,KG,133.316,KG,10.056,M3,MECH,01,2019-05-03
P000001639,NLAG,EA,424.982,KG,14.869,L,MECH,02,2021-01-08
P000001640,FERT,M2,261.034,KG,72.475,L,MECH,03,2020-09-21
P000001641,ROH,PC,544.535,KG,61.538,L,MECH,02,2021-09-01
P000001642,ROH,PC,376.264,KG,40.169,CM3,MECH,03,2021-05-13
P000001643,HALB,EA,388.616,KG,14.049,CM3,MECH,01,2023-05-26
P000001644,ROH,KG,235.983,KG,7.059,L,MECH,01,2020-04-18
P000001645,FERT,M3,573.394,KG,7.505,L,MECH,02,2017-10-20
P000001646,ROH,KG,139.259,KG,9.778,M3,MECH,01,2014-03-22
P000001647,DIEN,EA,87.729,KG,63.484,M3,MECH,01,2022-04-03
P000001648,NLAG,M3,39.942,KG,92.077,M3,MECH,02,2025-04-23
P000001649,ROH,EA,922.051,KG,57.913,CM3,MECH,01,2016-07-17
P000001650,DIEN,M2,765.076,KG,83.854,CM3,MECH,03,2020-12-18
P000001651,ROH,KG,53.496,KG,14.616,M3,MECH,04,2023-11-27
P000001652,ROH,L,368.804,KG,72.184,CM3,MECH,01,2017-02-15
P000001653,ROH,L,812.231,KG,8.513,L,MECH,04,2017-12-13
P000001654,ROH,EA,441.394,KG,4.093,L,MECH,01,2016-10-13
P000001655,ROH,KG,537.072,KG,96.911,CM3,MECH,04,2013-08-03
P000001656,ROH,PC,493.348,KG,7.677,L,MECH,01,2015-12-09
P000001657,DIEN,PC,426.085,KG,77.603,M3,MECH,04,2011-11-23
P000001658,DIEN,KG,655.219,KG,21.199,M3,MECH,01,2024-12-05
P000001659,ROH,KG,830.177,KG,95.842,M3,MECH,04,2020-06-12
P000001660,FERT,EA,74.328,KG,45.568,L,MECH,01,2025-10-25
P000001661,FERT,PC,338.592,KG,30.315,CM3,MECH,02,2015-12-25
P000001662,HALB,M2,37.452,KG,9.108,M3,MECH,01,2018-01-27
P000001663,ROH,EA,358.613,KG,62.114,CM3,MECH,01,2018-10-16
P000001664,NLAG,L,896.768,KG,47.389,CM3,MECH,03,2023-01-15
P000001665,DIEN,M,402.892,KG,78.022,CM3,MECH,02,2023-07-25
P000001666,ROH,L,275.258,KG,23.396,M3,MECH,04,2017-06-25
P000001667,ROH,M2,535.43,KG,29.589,M3,MECH,04,2015-02-25
P000001668,NLAG,L,45.675,KG,20.383,M3,MECH,02,2024-05-23
P000001669,ROH,PC,800.12,KG,69.131,L,MECH,01,2016-05-28
P000001670,ROH,KG,327.071,KG,89.448,L,MECH,01,2023-11-15
P000001671,ROH,EA,734.806,KG,67.686,CM3,MECH,04,2020-10-04
P000001672,ROH,EA,740.779,KG,58.247,CM3,MECH,01,2026-01-09
P000001673,FERT,PC,228.497,KG,25.837,CM3,MECH,02,2023-06-19
P000001674,FERT,M3,766.221,KG,20.718,M3,MECH,02,2019-01-10
P000001675,ROH,PC,808.638,KG,85.481,L,MECH,03,2018-06-09
P000001676,ROH,EA,591.505,KG,65.231,CM3,MECH,03,2021-08-25
P000001677,ROH,M2,352.917,KG,33.441,L,MECH,02,2013-03-16
P000001678,ROH,PC,584.986,KG,98.016,M3,MECH,02,2021-02-01
P000001679,DIEN,M,523.621,KG,97.947,L,MECH,01,2018-02-25
P000001680,ROH,M,63.941,KG,78.736,M3,MECH,02,2013-03-30
P000001681,ROH,PC,309.397,KG,39.251,CM3,MECH,01,2015-04-24
P000001682,DIEN,M2,604.389,KG,37.991,L,MECH,01,2013-11-01
P000001683,HALB,M2,751.363,KG,34.243,M3,MECH,04,2016-01-28
P000001684,HALB,M,786.212,KG,54.571,M3,MECH,01,2022-05-21
P000001685,HALB,M2,834.732,KG,27.694,M3,MECH,01,2012-08-24
P000001686,ROH,EA,518.238,KG,2.88,L,MECH,01,2019-11-20
P000001687,DIEN,M3,129.678,KG,40.389,L,MECH,03,2013-09-24
P000001688,ROH,EA,272.478,KG,73.069,M3,MECH,01,2023-03-26
P000001689,NLAG,L,742.332,KG,1.837,L,MECH,03,2016-07-26
P000001690,NLAG,EA,885.051,KG,92.904,CM3,MECH,01,2012-02-13
P000001691,DIEN,PC,411.153,KG,9.5,CM3,MECH,01,2014-04-06
P000001692,ROH,KG,639.45,KG,39.925,M3,MECH,02,2022-04-13
P000001693,DIEN,M,681.669,KG,81.15,CM3,MECH,02,2014-08-01
P000001694,ROH,M2,422.796,KG,62.765,CM3,MECH,01,2019-02-07
P000001695,ROH,KG,658.026,KG,80.617,CM3,MECH,02,2013-02-14
P000001696,ROH,M3,616.01,KG,53.27,M3,MECH,03,2016-01-22
P000001697,ROH,M2,528.462,KG,80.118,L,MECH,02,2022-01-15
P000001698,ROH,KG,637.585,KG,66.541,M3,MECH,04,2018-11-05
P000001699,HALB,M3,465.84,KG,97.47,L,MECH,02,2016-08-14
P000001700,HALB,L,710.722,KG,11.982,CM3,MECH,01,2025-09-26
P000001701,ROH,M3,388.112,KG,60.051,M3,MECH,01,2024-07-30
P000001702,DIEN,EA,445.689,KG,89.121,L,MECH,01,2018-10-21
P000001703,HALB,L,102.537,KG,82.695,CM3,MECH,01,2012-11-24
P000001704,ROH,PC,525.199,KG,14.344,M3,MECH,01,2021-05-28
P000001705,ROH,KG,881.434,KG,77.535,L,MECH,01,2016-03-21
P000001706,DIEN,M,76.98,KG,51.539,M3,MECH,03,2019-12-19
P000001707,HALB,L,48.708,KG,84.065,L,MECH,04,2020-03-11
P000001708,ROH,KG,165.243,KG,31.815,L,MECH,01,2014-04-30
P000001709,NLAG,M,642.742,KG,91.027,M3,MECH,02,2020-01-27
P000001710,NLAG,M,404.635,KG,66.716,M3,MECH,01,2021-09-09
P000001711,ROH,PC,691.92,KG,33.253,L,MECH,01,2018-02-14
P000001712,ROH,EA,375.17,KG,91.262,L,MECH,02,2013-06-26
P000001713,ROH,M,317.855,KG,75.786,L,MECH,01,2024-03-30
P000001714,ROH,L,816.846,KG,97.177,L,MECH,01,2016-11-13
P000001715,ROH,EA,117.665,KG,26.188,CM3,MECH,02,2017-07-09
P000001716,ROH,M2,899.534,KG,57.03,M3,MECH,04,2022-03-12
P000001717,DIEN,PC,125.609,KG,0.548,CM3,MECH,01,2012-06-15
P000001718,NLAG,PC,33.109,KG,46.029,M3,MECH,04,2014-03-02
P000001719,ROH,M3,114.778,KG,5.666,M3,MECH,03,2026-02-24
P000001720,ROH,M2,254.403,KG,84.488,L,MECH,03,2019-09-01
P000001721,HALB,M,642.446,KG,68.167,M3,MECH,01,2011-08-03
P000001722,HALB,M,93.58,KG,83.441,CM3,MECH,02,2026-06-18
P000001723,NLAG,M2,191.408,KG,68.585,M3,MECH,01,2014-01-04
P000001724,ROH,L,625.11,KG,92.461,L,MECH,01,2014-11-20
P000001725,FERT,M3,534.946,KG,47.413,M3,MECH,03,2018-04-06
P000001726,FERT,EA,57.003,KG,68.854,CM3,MECH,01,2018-12-15
P000001727,ROH,M,511.354,KG,59.47,M3,MECH,01,2018-03-25
P000001728,ROH,EA,800.541,KG,90.665,CM3,MECH,03,2014-03-16
P000001729,FERT,PC,419.2,KG,17.067,CM3,MECH,01,2023-10-29
P000001730,FERT,M2,816.228,KG,52.588,L,MECH,01,2024-02-26
P000001731,DIEN,L,695.961,KG,63.1,L,MECH,01,2015-01-12
P000001732,ROH,PC,707.66,KG,13.815,M3,MECH,02,2026-04-14
P000001733,ROH,L,298.74,KG,77.453,CM3,MECH,02,2020-01-25
P000001734,NLAG,KG,317.489,KG,45.688,L,MECH,01,2022-02-16
P000001735,ROH,M3,684.155,KG,63.877,L,MECH,04,2012-01-11
P000001736,DIEN,M3,256.591,KG,54.092,M3,MECH,01,2016-08-19
P000001737,FERT,M,897.382,KG,31.73,M3,MECH,01,2021-11-25
P000001738,HALB,EA,162.297,KG,17.063,M3,MECH,02,2012-04-04
P000001739,FERT,L,661.243,KG,21.234,M3,MECH,01,2012-11-17
P000001740,DIEN,M,996.791,KG,37.844,M3,MECH,03,2015-07-20
P000001741,ROH,EA,102.253,KG,84.555,L,MECH,03,2014-02-15
P000001742,ROH,KG,589.852,KG,36.663,CM3,MECH,04,2024-12-04
P000001743,NLAG,KG,783.72,KG,23.539,M3,MECH,04,2025-03-26
P000001744,ROH,EA,460.481,KG,80.345,L,MECH,02,2023-08-04
P000001745,ROH,L,488.112,KG,18.159,M3,MECH,04,2022-11-26
P000001746,ROH,M3,469.796,KG,15.679,L,MECH,03,2019-07-03
P000001747,ROH,EA,739.93,KG,18.187,CM3,MECH,01,2025-03-09
P000001748,NLAG,EA,622.172,KG,29.901,L,MECH,04,2026-02-16
P000001749,ROH,EA,878.196,KG,6.425,M3,MECH,03,2012-02-16
P000001750,ROH,M3,887.846,KG,17.633,M3,MECH,02,2023-06-19
P000001751,FERT,EA,845.158,KG,42.412,CM3,MECH,04,2025-10-11
P000001752,DIEN,EA,761.462,KG,92.012,M3,MECH,02,2025-09-09
P000001753,NLAG,EA,278.088,KG,53.18,M3,MECH,01,2012-09-22
P000001754,NLAG,L,419.222,KG,62.103,L,MECH,03,2022-06-14
P000001755,ROH,M2,67.932,KG,26.669,L,MECH,01,2017-05-29
P000001756,HALB,M,464.165,KG,56.897,L,MECH,01,2013-08-12
P000001757,FERT,EA,712.436,KG,39.039,M3,MECH,01,2013-02-08
P000001758,ROH,EA,253.365,KG,51.461,L,MECH,01,2023-12-27
P000001759,ROH,M2,954.761,KG,17.872,L,MECH,02,2021-07-20
P000001760,HALB,M2,833.284,KG,11.769,L,MECH,02,2020-11-24
P000001761,ROH,M2,404.061,KG,27.575,M3,MECH,02,2022-03-30
P000001762,DIEN,EA,482.288,KG,93.297,L,MECH,01,2014-09-02
P000001763,HALB,EA,674.262,KG,46.812,L,MECH,01,2015-09-25
P000001764,ROH,L,175.109,KG,35.615,L,MECH,04,2018-10-26
P000001765,HALB,PC,271.175,KG,22.794,M3,MECH,01,2021-07-18
P000001766,ROH,M3,911.416,KG,42.003,M3,MECH,04,2018-09-27
P000001767,FERT,KG,588.211,KG,89.289,L,MECH,02,2019-10-30
P000001768,NLAG,M3,785.224,KG,89.179,M3,MECH,02,2017-11-13
P000001769,ROH,M2,179.198,KG,92.377,CM3,MECH,04,2016-11-28
P000001770,ROH,M3,371.331,KG,99.821,L,MECH,01,2020-08-19
P000001771,FERT,L,746.575,KG,34.507,CM3,MECH,02,2025-06-20
P000001772,ROH,EA,524.552,KG,19.145,CM3,MECH,01,2013-07-06
P000001773,ROH,PC,856.434,KG,21.326,M3,MECH,03,2018-06-19
P000001774,ROH,KG,766.297,KG,99.961,M3,MECH,03,2013-01-30
P000001775,ROH,EA,575.008,KG,88.064,M3,MECH,03,2013-04-22
P000001776,ROH,L,207.889,KG,29.653,CM3,MECH,01,2015-07-08
P000001777,ROH,EA,149.834,KG,33.664,L,MECH,03,2013-09-22
