BP_NUMBER,bp_type,NAME1,NAME2,COUNTRY,CURRENCY,TAX_NUMBER,LANGUAGE,created_at
0000000346,VEND,Gute OHG mbH,KG,BE,EUR,9052565995,J,2015-05-20
0000000347,VEND,Le Gall S.A.R.L.,KG,NL,EUR,3988521789,E,2018-04-23
0000000348,VEND,合同会社坂本保険,,GB,CAD,2991269945,J,2026-05-02
0000000349,VEND,Castro Rios Ltda.,and Sons,KR,GBP,8712951452,D,2021-03-27
0000000350,VEND,Société Générale,et Fils,SE,EUR,3829441914,P,2014-10-15
0000000351,VEND,岡田情報合同会社,- ME,GB,USD,9748741148,P,2014-08-16
0000000352,VEND,Weiß KGaA,S.A.,BR,KRW,,D,2018-01-06
0000000353,VEND,Adolph,Stiftung & Co. KGaA,BE,AUD,9567844607,D,2021-12-27
0000000354,VEND,山本保険有限会社,Group,KR,AUD,0115477349,P,2018-01-29
0000000355,VEND,Wagenknecht,GmbH & Co. KGaA,MX,BRL,5950837456,J,2016-12-24
0000000356,VEND,山本農林有限会社,S.A.,DE,GBP,4274936635,J,2021-08-19
0000000357,VEND,Lemonnier SARL,PLC,CH,JPY,5441181851,F,2018-07-17
0000000358,VEND,Moraes,,IN,CAD,0418693032,F,2018-02-14
0000000359,VEND,Rolland SARL,PLC,AU,BRL,3843910657,E,2012-04-10
0000000360,VEND,Hernandez PLC,and Sons,AT,EUR,6434597317,D,2019-03-06
0000000361,VEND,Silveira,S.A.S.,NL,EUR,9348540390,F,2017-04-14
0000000362,VEND,Godard,Inc,MX,EUR,2357865294,E,2014-03-27
0000000363,VEND,Döring AG,LLC,IT,CHF,2495629179,F,2015-03-12
0000000364,VEND,Cavalcanti - EI,Inc,MX,CHF,2326714858,E,2017-07-26
0000000365,VEND,Williams-Rodriguez,and Sons,JP,GBP,2625918831,E,2013-06-10
0000000366,VEND,Scholtz Misicher GmbH & Co. OHG,LLC,FR,AUD,,F,2012-03-07
0000000367,VEND,Kemp-Collins,,NL,USD,3169792067,E,2020-02-09
0000000368,VEND,Vieira Sales Ltda.,Group,AT,EUR,1071555870,F,2015-03-17
0000000369,VEND,Eigenwillig GmbH,e Filhos,US,GBP,0761504205,D,2020-04-10
0000000370,VEND,有限会社村上情報,,AT,USD,,D,2019-10-21
0000000371,VEND,鈴木食品有限会社,PLC,US,EUR,5487201240,F,2025-08-21
0000000372,VEND,合同会社近藤電気,,GB,BRL,2515890418,E,2012-05-15
0000000373,VEND,Jones-Powell,AG & Co. KG,PL,CNY,,D,2018-08-02
0000000374,VEND,"Bradley, Garner and Rivas",PLC,KR,CNY,7227579407,E,2015-05-29
0000000375,VEND,"Perez, Adkins and Duarte",Inc,SE,CNY,,J,2018-10-24
0000000376,VEND,Huynh Inc,LLC,SE,EUR,3927687141,P,2026-04-07
0000000377,VEND,Smith-Cox,Ltd,JP,GBP,2600011015,D,2022-09-24
0000000378,VEND,Guilbert Poirier SARL,et Fils,NL,GBP,3599167640,E,2015-06-08
0000000379,VEND,Zirme KG,PLC,DE,EUR,5590627879,E,2017-03-09
0000000380,VEND,Fabre S.A.,- ME,CN,EUR,,E,2020-10-07
0000000382,VEND,Porto da Mota S.A.,,PL,BRL,3228058837,E,2014-07-29
0000000383,VEND,Fischer,LLC,BE,JPY,1160895897,D,2023-06-21
0000000384,VEND,Abreu Rodrigues - ME,,US,CNY,5434759160,J,2024-05-23
0000000385,VEND,Guillou,,JP,USD,0231265327,D,2026-06-03
0000000386,VEND,Klein S.A.R.L.,e.V.,AU,EUR,,P,2014-05-26
0000000387,VEND,شركة أرامكو السعودية,Ltd,IT,CNY,0769721621,J,2014-12-17
0000000390,VEND,佐藤銀行株式会社,,IT,EUR,2975997475,D,2026-02-08
0000000393,VEND,有限会社中川水産,GmbH & Co. KG,AT,EUR,,F,2018-08-28
0000000394,VEND,Pascal Coulon S.A.S.,LLC,NL,CNY,4277862685,F,2025-07-21
0000000395,VEND,Williams-Rodriguez,Group,PL,EUR,4689397704,D,2016-08-11
0000000396,VEND,Müller GmbH,,CN,EUR,,F,2011-08-21
0000000397,VEND,Dumont et Fils,GmbH & Co. KGaA,BE,CHF,1921457445,E,2017-12-14
0000000398,VEND,Melo Pires - ME,,FR,EUR,3254601891,P,2023-10-26
0000000399,VEND,"Hopkins, Booth and Martin",- ME,US,CAD,,E,2018-02-11
0000000401,VEND,"Brown, Smith and Smith",S.A.,CH,BRL,1189260555,D,2017-05-16
0000000402,VEND,Roberts Ltd,and Sons,DE,CNY,4377006279,J,2026-05-14
0000000403,VEND,das Neves S.A.,Inc,NL,JPY,,P,2013-06-08
0000000404,VEND,Thompson-Wilkinson,Ltd,AT,USD,7700788125,J,2013-06-05
0000000405,VEND,Novaes S.A.,,FR,CHF,6296507445,D,2025-02-19
0000000406,VEND,Müller Rust GmbH,LLC,IN,EUR,2856283723,J,2022-10-13
0000000407,VEND,da Cunha Andrade S.A.,PLC,SE,CHF,8859342883,J,2020-11-13
0000000408,VEND,"Hicks, Todd and Holloway",,PL,JPY,,P,2013-08-12
0000000409,VEND,Philippe,and Sons,BR,GBP,9541760909,F,2025-09-08
0000000410,VEND,Porto,Stiftung & Co. KGaA,BE,AUD,8695212156,P,2016-08-25
0000000411,VEND,Bonbach,Group,JP,KRW,2957380101,J,2026-04-03
0000000412,VEND,Gentry Ltd,,US,EUR,2620306951,P,2025-10-17
0000000413,VEND,Rocha Pimenta - EI,- ME,AU,CAD,,J,2016-08-04
0000000414,VEND,"Robinson, Ferguson and Wilkins",,KR,EUR,0165627740,P,2014-05-29
0000000415,VEND,Martin S.A.S.,and Sons,ES,GBP,0096242657,J,2025-11-21
0000000416,VEND,Société Générale,Inc,DE,CNY,1443010614,F,2019-10-16
0000000417,VEND,福田印刷合同会社,GmbH,CA,JPY,,E,2012-11-11
0000000418,VEND,Walter,GmbH,MX,EUR,,D,2018-05-14
0000000419,VEND,Lambert-Pritchard,KG,CN,USD,7687775935,P,2019-11-03
0000000420,VEND,田中保険有限会社,Inc,KR,EUR,3672096102,E,2021-09-03
0000000421,VEND,Fonseca,,SE,KRW,6458766949,P,2016-07-06
0000000422,VEND,Schottin Walter GbR,- EI,BR,GBP,3041506324,P,2023-12-16
0000000423,VEND,Vallet,- EI,CN,EUR,6875670718,F,2018-10-26
0000000424,VEND,Rocha,AG,BE,EUR,0889593032,P,2023-07-09
0000000425,VEND,Delannoy SARL,and Sons,IN,CNY,0930548473,J,2018-01-30
0000000426,VEND,日本電気株式会社,S.A.R.L.,BE,CAD,3558810822,P,2017-10-29
0000000427,VEND,"Williams, Barton and Pratt",Stiftung & Co. KGaA,CH,KRW,4513417005,E,2026-03-25
0000000428,VEND,Costela Freitas e Filhos,et Fils,DE,USD,9111532026,E,2026-04-23
0000000430,VEND,Schmidt Harloff e.V.,SARL,IT,GBP,8578304559,E,2017-02-28
0000000431,VEND,Jenkins-Scott,Ltd,DE,AUD,7904233810,D,2018-04-26
0000000432,VEND,合同会社長谷川水産,,GB,GBP,4319274312,J,2020-10-14
0000000433,VEND,Walker Group,Group,DE,CHF,,F,2011-08-06
0000000434,VEND,Stolze,PLC,PL,AUD,,E,2018-09-16
0000000435,VEND,Mallet Hervé et Fils,SA,SE,BRL,2762805877,D,2026-03-02
0000000436,VEND,Seifert Sölzer e.G.,and Sons,MX,CAD,5843835699,P,2016-03-31
0000000437,VEND,Cunha e Filhos,Inc,IT,CAD,1243453538,F,2015-08-19
0000000438,VEND,Wright-Davis,,AU,EUR,4756016426,E,2012-05-21
0000000439,VEND,Casa Grande Ribeiro S.A.,PLC,BE,CHF,5413336650,D,2012-03-22
0000000440,VEND,"Howard, Mills and Rahman",,SE,GBP,6759164491,E,2015-07-15
0000000441,VEND,株式会社山本情報,,DE,EUR,2654168939,P,2017-04-02
0000000442,VEND,Blondel,KG,CH,KRW,5419635110,E,2011-07-13
0000000444,VEND,Alves,AG & Co. OHG,GB,EUR,2395672176,E,2020-02-02
0000000445,VEND,"Jones, Lynch and Clarke",Group,GB,BRL,,E,2014-10-29
0000000446,VEND,Silveira,,PL,CNY,8671101877,J,2011-10-21
0000000447,VEND,阿部食品合同会社,,KR,KRW,7405362512,P,2013-04-19
0000000448,VEND,Pitts-Thompson,,CA,AUD,4252477774,J,2012-10-04
0000000449,VEND,有限会社山本電気,and Sons,GB,EUR,3250394398,F,2024-06-17
0000000450,VEND,Liebelt,,SE,CAD,,P,2025-06-16
0000000451,VEND,"Turner, Murphy and Elliott",Ltda.,BR,AUD,3414850275,J,2018-02-04
0000000452,VEND,Dunn-Brown,SARL,SE,EUR,,J,2025-01-31
0000000453,VEND,Leblanc,e.V.,FR,JPY,,D,2019-08-01
0000000454,VEND,合同会社林情報,S.A.S.,MX,GBP,7212300857,J,2021-08-13
0000000455,VEND,Farias - ME,SA,BR,CNY,8248741427,P,2020-09-22
0000000456,VEND,Sinclair Inc,PLC,DE,GBP,2988727544,J,2011-08-02
0000000457,VEND,شركة أرامكو السعودية,Inc,BR,KRW,1355669633,E,2012-10-24
0000000458,VEND,合同会社吉田食品,,NL,EUR,5082432625,D,2023-09-02
0000000459,VEND,Parker-White,GmbH & Co. KG,ES,USD,,F,2021-02-15
0000000460,VEND,有限会社高橋通信,Ltd,DE,JPY,2276835278,F,2020-06-27
0000000462,VEND,Lorch GmbH,Ltd,CH,EUR,8360943868,P,2024-11-12
0000000463,VEND,Cavalcante,e Filhos,JP,KRW,8695613440,D,2021-09-16
0000000464,VEND,Parsons and Sons,,CH,EUR,1917653244,D,2011-07-27
0000000465,VEND,Brown-Hanson,Ltd,BE,AUD,,F,2013-03-06
0000000466,VEND,Williams-Marsh,,BE,CAD,,P,2015-09-11
0000000467,VEND,Pages Dos Santos S.A.S.,Group,AT,CAD,,J,2022-10-01
0000000468,VEND,"Valencia, Anderson and Cunningham",S.A.R.L.,MX,USD,9846484427,J,2026-04-04
0000000469,VEND,Heinz GmbH,LLC,DE,JPY,9872473539,P,2019-10-30
0000000470,VEND,有限会社佐々木通信,Ltd,BE,JPY,4715901125,E,2015-03-31
0000000471,VEND,合同会社高橋鉱業,Inc,CA,BRL,9836760741,J,2017-05-28
0000000472,VEND,Durand,Ltd,KR,EUR,,J,2016-08-28
0000000473,VEND,شركة أرامكو السعودية,,JP,CNY,2659338041,E,2016-04-11
0000000474,VEND,Moulin S.A.,S/A,CH,USD,5110269395,J,2017-10-10
0000000476,VEND,株式会社渡辺印刷,Ltda.,DE,EUR,,E,2022-11-29
0000000477,VEND,日本電気株式会社,S.A.,AU,EUR,3692259164,P,2021-11-30
0000000478,VEND,Schaaf Trupp e.G.,,IN,EUR,7463523561,E,2014-05-15
0000000479,VEND,田中運輸合同会社,AG,BR,CHF,4891852983,J,2015-03-05
0000000480,VEND,Jesus Ltda.,e Filhos,AT,EUR,2706618536,P,2019-12-03
0000000481,VEND,Reed PLC,SA,JP,CHF,3058868102,P,2023-02-04
0000000482,VEND,Birnbaum,S.A.S.,IT,JPY,2511190359,F,2014-12-15
0000000483,VEND,Müller GmbH,Ltd,CH,EUR,,D,2017-04-26
0000000484,VEND,Meister Lachmann GmbH & Co. KG,,FR,BRL,7448825269,J,2020-11-04
0000000485,VEND,太田保険株式会社,,SE,EUR,,D,2021-05-24
0000000486,VEND,Cavalcante da Mata e Filhos,Group,CA,GBP,,D,2014-08-13
0000000487,VEND,日本電気株式会社,S.A.S.,BR,KRW,8728946736,D,2026-03-28
0000000488,VEND,Duffy Ltd,LLC,BR,EUR,4953891624,P,2017-12-14
0000000489,VEND,"Robertson, Wheeler and Russell",e Filhos,MX,EUR,8012696250,P,2018-06-10
0000000490,VEND,Weihmann e.G.,,AU,CAD,5182377210,J,2021-02-11
0000000491,VEND,Atzler,,BR,CHF,6957752668,P,2013-07-04
0000000492,VEND,株式会社田中通信,Group,FR,BRL,0804175694,P,2022-01-19
0000000493,VEND,Drubin AG,Ltd,PL,CNY,8144000407,D,2022-11-07
0000000494,VEND,Hope PLC,,MX,USD,,D,2014-05-27
0000000495,VEND,"Phillips, Hunt and Soto",LLC,US,EUR,1694353286,P,2012-06-24
0000000496,VEND,Société Générale,S.A.,FR,EUR,3461646152,J,2015-03-06
0000000499,VEND,合同会社田中電気,S/A,MX,USD,6790667477,P,2022-07-28
0000000501,VEND,Müller GmbH,S/A,NL,EUR,1001428669,F,2023-05-18
0000000502,VEND,Coste,,GB,USD,7777342658,J,2022-03-06
0000000503,VEND,Moraes Alves - ME,S/A,IN,CNY,9627564439,D,2022-07-09
0000000505,VEND,Perez,KG,US,CNY,9647268474,F,2023-06-06
0000000506,VEND,Nogueira,- EI,NL,KRW,,E,2025-07-09
0000000507,VEND,青木印刷有限会社,,DE,CNY,1736585405,E,2024-02-22
0000000508,VEND,Russell Group,- EI,MX,KRW,9322652782,J,2018-10-31
0000000509,VEND,森銀行有限会社,,SE,JPY,2785379821,P,2022-12-14
0000000510,VEND,松本水産有限会社,AG,IT,GBP,5784572080,D,2026-06-01
0000000511,VEND,Koch II AG,AG,NL,AUD,2245581708,J,2017-03-20
0000000512,VEND,"Johnson, Kelly and Vargas",SA,MX,EUR,6257312536,E,2016-01-02
0000000513,VEND,Röhricht AG,AG & Co. KGaA,CA,AUD,,E,2022-11-09
0000000515,VEND,Diaz,e Filhos,KR,CAD,4397815734,J,2022-12-05
0000000516,VEND,Hunt-Gibson,et Fils,IT,GBP,9039092005,F,2013-07-08
0000000517,VEND,Azevedo da Conceição S.A.,GbR,DE,CHF,7099031721,D,2021-09-27
0000000518,VEND,Williams LLC,Group,BE,GBP,3595176352,J,2015-08-16
0000000520,VEND,佐々木水産株式会社,and Sons,FR,KRW,4662482230,P,2024-08-19
0000000521,VEND,"Miles, Austin and Young",Ltda.,MX,EUR,9736970168,P,2023-05-15
0000000522,VEND,شركة أرامكو السعودية,- EI,CN,EUR,6772503856,D,2013-10-12
0000000523,VEND,"Jones, Smith and Walker",Ltd,FR,JPY,2232087385,F,2018-10-22
0000000525,VEND,佐々木通信合同会社,SA,NL,JPY,,F,2023-01-21
0000000526,VEND,Lucas,S.A.S.,NL,AUD,5567409201,E,2026-04-12
0000000527,VEND,Gomes e Filhos,SA,MX,USD,1595904315,F,2022-06-16
0000000528,VEND,Scheel Lindner GmbH,Inc,CH,CHF,3780534251,D,2013-11-01
0000000529,VEND,Tanguy Masse S.A.R.L.,GmbH & Co. KG,PL,CHF,6374484555,P,2013-03-06
0000000532,VEND,da Costa,Group,ES,CHF,5241573180,E,2024-05-29
0000000533,VEND,Marques Araújo S.A.,,US,USD,,J,2016-04-30
0000000534,VEND,Barros,S.A.R.L.,BE,BRL,6058019755,J,2020-06-26
0000000535,VEND,Duarte,et Fils,CH,GBP,,D,2016-09-04
0000000537,VEND,Hughes-Slater,,ES,CHF,4843930046,E,2023-03-10
0000000538,VEND,Campbell-Stephenson,,ES,BRL,,E,2025-04-18
0000000539,VEND,Morin S.A.R.L.,GmbH & Co. KG,MX,CHF,3607124137,D,2020-12-16
0000000540,VEND,Stone-Faulkner,,JP,EUR,6368053738,F,2023-03-13
0000000541,VEND,"Mcdaniel, Cox and Mills",,BE,EUR,4809854487,P,2024-06-18
0000000542,VEND,شركة أرامكو السعودية,KGaA,ES,EUR,1373142175,F,2017-10-25
0000000543,VEND,Meyer-Espinoza,SARL,SE,CNY,4686296610,D,2013-07-25
0000000545,VEND,شركة أرامكو السعودية,- EI,SE,USD,7404772464,F,2024-01-22
0000000546,VEND,Gerlach Schmiedecke GmbH & Co. OHG,,FR,CNY,0806313959,D,2021-01-07
0000000547,VEND,Todd Inc,,US,CHF,8937987752,P,2019-02-22
0000000548,VEND,合同会社藤井ガス,- EI,SE,JPY,2786499587,F,2017-10-08
0000000549,VEND,Wilson-Bartlett,Ltd,PL,CHF,,J,2017-05-29
0000000550,VEND,有限会社渡辺銀行,,JP,AUD,2147061653,J,2016-06-21
0000000551,VEND,McDonald Ltd,LLC,ES,BRL,2298308788,P,2017-06-09
0000000552,VEND,中川ガス有限会社,e.G.,PL,CHF,9046449405,E,2015-08-20
0000000554,VEND,Lowe-Henry,PLC,IT,KRW,9407828625,E,2020-07-05
0000000555,VEND,Gillet Moreau S.A.S.,e.G.,IN,EUR,,D,2024-01-05
0000000556,VEND,Campos,,IT,EUR,4123528889,E,2019-03-23
0000000557,VEND,da Luz,e.G.,IN,JPY,7042327588,E,2021-12-15
0000000558,VEND,株式会社加藤水産,Inc,IT,CNY,9461730515,P,2021-06-01
0000000559,VEND,Fernandes Nunes e Filhos,S.A.,IT,CAD,6091750751,F,2011-10-09
0000000560,VEND,Viana,,SE,EUR,3610909824,P,2023-03-24
0000000561,VEND,Rios,Ltd,AT,EUR,6910829656,E,2011-09-02
0000000562,VEND,"Green, Gomez and Garner",PLC,AU,BRL,5744540691,P,2011-08-25
0000000563,VEND,斎藤ガス合同会社,Group,KR,AUD,,F,2013-12-09
0000000564,VEND,Cooper Ltd,,BE,EUR,2446288261,E,2018-09-14
0000000566,VEND,青木通信株式会社,Ltd,BR,EUR,8861732776,D,2019-03-25
0000000567,VEND,Société Générale,and Sons,CN,CHF,2940380437,E,2014-12-26
0000000568,VEND,Geisel OHG mbH,S.A.,CA,BRL,8143369757,P,2016-12-11
0000000569,VEND,Pereira,,US,EUR,,P,2013-02-05
0000000570,VEND,有限会社橋本運輸,SARL,AU,JPY,6391418359,P,2017-03-23
0000000571,VEND,"Campbell, Carter and Owens",Inc,CN,EUR,1771862667,J,2025-01-19
0000000572,VEND,Bailly Pottier S.A.S.,,CA,EUR,9233152404,F,2021-03-24
0000000573,VEND,da Costa Câmara S.A.,,JP,CHF,3535425628,J,2017-05-21
0000000574,VEND,Thierry S.A.,Ltda.,BE,JPY,5400923195,J,2015-05-21
0000000575,VEND,Rolland Valentin S.A.,,CH,EUR,1887587509,P,2016-10-12
0000000576,VEND,Hermighausen,Ltd,AT,BRL,,D,2021-09-11
0000000577,VEND,Garcia,,KR,KRW,,J,2012-03-15
0000000578,VEND,"Smith, Stewart and Lewis",,IN,EUR,,E,2018-07-19
0000000579,VEND,"Schmidt, Davis and Riggs",,IT,KRW,0950715199,D,2015-11-04
0000000580,VEND,Tomlinson LLC,,CN,EUR,,J,2025-12-12
0000000581,VEND,Société Générale,S.A.,GB,CAD,5224696851,D,2016-01-03
0000000582,VEND,Mendès et Fils,and Sons,CN,AUD,1473912983,J,2014-02-28
0000000583,VEND,Seifert Otto GmbH,,IN,GBP,0080598018,J,2021-09-12
0000000584,VEND,Pires,,AU,EUR,9263898749,P,2018-04-18
0000000585,VEND,da Luz Guerra e Filhos,SARL,DE,AUD,0092628865,P,2012-09-14
0000000586,VEND,"Adams, Storey and Storey",e Filhos,GB,KRW,7248774763,P,2026-05-25
0000000587,VEND,das Neves,,DE,USD,,P,2023-02-06
0000000588,VEND,da Paz,PLC,ES,GBP,4890985927,J,2020-07-12
0000000589,VEND,"Lowe, Francis and Mistry",,US,JPY,2345923258,E,2016-04-01
0000000590,VEND,田中ガス合同会社,- ME,FR,BRL,0553061139,J,2015-09-05
0000000591,VEND,Vasseur Daniel SARL,Inc,FR,BRL,0631910697,D,2024-08-04
0000000593,VEND,Birch-Lane,Group,AT,JPY,5358338789,E,2022-04-23
0000000594,VEND,Ferreira Mendes S.A.,- EI,JP,EUR,6768094059,F,2017-05-21
0000000595,VEND,Carvalho Jesus e Filhos,- ME,ES,AUD,1492049930,E,2019-09-19
0000000596,VEND,Zimmer Anders AG & Co. OHG,,FR,EUR,6504725531,J,2013-03-21
0000000597,VEND,Ullrich Weinhold AG & Co. KGaA,,DE,GBP,6966481105,D,2024-01-15
0000000598,VEND,Guillou,,NL,EUR,,E,2022-03-21
0000000599,VEND,"Johnson, Decker and Williams",AG & Co. OHG,AU,CAD,7675500437,E,2023-06-25
0000000600,VEND,Geisel,LLC,CA,GBP,9097578851,P,2018-02-10
0000000602,VEND,"Allen, Brown and Hussain",,AU,EUR,9653283153,E,2011-10-11
0000000603,VEND,Law-Bruce,AG,JP,EUR,4741516329,P,2019-11-18
0000000604,VEND,Wilmsen,Inc,MX,BRL,6540234714,P,2014-07-11
0000000605,VEND,Schulz,LLC,ES,JPY,9973854424,D,2015-12-15
0000000606,VEND,加藤食品合同会社,,CN,JPY,6218224792,F,2013-01-12
0000000607,VEND,Müller GmbH,,GB,CHF,3164538336,F,2025-10-30
0000000608,VEND,Lecoq,GmbH,US,USD,9206042942,D,2012-06-25
0000000609,VEND,Hunt Ltd,e Filhos,BE,CNY,4836090168,P,2012-01-19
0000000610,VEND,田中水産株式会社,Ltd,BR,USD,,J,2016-10-28
0000000611,VEND,木村銀行有限会社,Ltd,GB,CAD,1114832409,J,2016-04-09
0000000612,VEND,Martin and Sons,GbR,SE,EUR,,F,2022-05-21
0000000614,VEND,Ferreira Guerra e Filhos,PLC,BR,CHF,6697446970,J,2017-03-08
0000000615,VEND,Azevedo,S/A,US,AUD,7749678452,J,2018-12-07
0000000616,VEND,Porto - EI,S/A,IT,GBP,5552517748,F,2023-08-03
0000000617,VEND,Cook-Edwards,and Sons,US,EUR,,E,2022-07-02
0000000618,VEND,da Mata Cavalcanti S.A.,,GB,EUR,6324489684,J,2023-02-01
0000000619,VEND,"Cruz, Calderon and Chang",and Sons,DE,GBP,1259272916,E,2025-05-08
0000000620,VEND,Fernandez,S.A.R.L.,CA,JPY,0928033714,J,2017-05-13
0000000621,VEND,Traore,,PL,GBP,2724452275,P,2020-02-03
0000000622,VEND,"Campbell, Cole and Gardner",,SE,EUR,1813207239,P,2024-06-15
0000000623,VEND,Ellis-Mclaughlin,,AU,CNY,8332710453,D,2020-01-23
0000000624,VEND,Loos,,DE,EUR,6136746161,J,2020-11-26
0000000625,VEND,Jacobs-Rocha,LLC,US,EUR,,F,2023-01-09
0000000626,VEND,山崎鉱業合同会社,,CN,USD,4863099728,F,2021-12-20
0000000627,VEND,King-Bowen,- ME,MX,BRL,2922092513,D,2016-02-13
0000000628,VEND,Bolnbach e.V.,GmbH & Co. KGaA,NL,CNY,7182182160,F,2019-01-15
0000000629,VEND,Hill Group,S/A,SE,CNY,3827653480,J,2015-01-28
0000000630,VEND,株式会社藤原印刷,S.A.,AU,AUD,9575512637,D,2013-01-19
0000000632,VEND,Hoareau,S.A.,CH,AUD,,D,2019-02-02
0000000633,VEND,Câmara,,KR,EUR,7400597583,D,2020-05-02
0000000634,VEND,"Brooks, Wilson and Riddle",,ES,BRL,5969157349,F,2023-12-05
0000000635,VEND,Santos,SA,CA,KRW,5990028422,F,2015-01-03
0000000636,VEND,Rodgers-Kennedy,LLC,AT,GBP,8950929184,P,2020-09-04
0000000637,VEND,Junk Ditschlerin GmbH,AG,FR,AUD,2503834124,E,2016-03-27
0000000638,VEND,Lima S.A.,,CN,CHF,4971972040,P,2019-06-12
0000000639,VEND,Heidrich,,US,EUR,0123162575,J,2026-04-27
0000000640,VEND,"Dixon, Roberts and Page",S/A,CH,JPY,6676226761,D,2013-07-27
0000000641,VEND,Kobelt GmbH,PLC,IT,GBP,5429043682,F,2017-11-26
0000000642,VEND,小林農林合同会社,- EI,CN,CHF,,D,2018-01-24
0000000643,VEND,Alves,,KR,CAD,0102221268,D,2023-05-26
0000000644,VEND,"Kerr, Gross and Knight",,BE,KRW,7595024242,P,2019-11-10
0000000645,VEND,Nash Group,PLC,CN,EUR,,F,2024-09-29
0000000646,VEND,Moulin et Fils,,JP,EUR,6822896575,J,2013-09-02
0000000647,VEND,Meyer,- ME,CH,AUD,7732065694,D,2013-11-20
0000000648,VEND,合同会社松本電気,Inc,AT,BRL,8474389475,F,2014-11-16
0000000649,VEND,Cassiano,Ltd,DE,CNY,3358362492,D,2014-02-17
0000000650,VEND,日本電気株式会社,Ltd,CH,EUR,4416493311,J,2021-07-31
0000000651,VEND,"Sanchez, Davila and Wright",,CH,CNY,,J,2024-06-26
0000000652,VEND,Meyer Stiftung & Co. KGaA,,KR,JPY,1820871638,J,2022-02-27
0000000653,VEND,日本電気株式会社,Group,IN,CHF,,E,2016-06-26
0000000654,VEND,Allain,,CH,AUD,,D,2014-02-18
0000000655,VEND,Bazin,Inc,CA,GBP,8795797114,F,2018-07-08
0000000656,VEND,Casa Grande,AG,JP,JPY,3545614315,F,2012-12-05
0000000657,VEND,Rodrigues da Rosa - EI,,JP,AUD,0496196519,P,2018-03-31
0000000658,VEND,Birnbaum Löffler GmbH,e Filhos,SE,CHF,8749320392,F,2025-12-28
0000000659,VEND,Jackson LLC,GmbH,AT,EUR,7939969793,P,2017-05-18
0000000660,VEND,有限会社山口ガス,Ltd,SE,CAD,,E,2020-12-15
0000000661,VEND,渡辺電気合同会社,e.G.,GB,CHF,8500728438,D,2014-04-18
0000000662,VEND,Société Générale,,ES,AUD,6812075000,F,2024-02-04
0000000663,VEND,Radisch Kensy KG,,AT,KRW,6993821452,D,2022-08-17
0000000664,VEND,Thomas-Shaw,AG,GB,JPY,,F,2020-09-05
0000000665,VEND,Barnett-Byrne,,US,BRL,,E,2017-01-25
0000000666,VEND,Jones and Sons,,GB,GBP,5015438578,F,2024-09-16
0000000667,VEND,Nelson-Russell,,CA,EUR,3580533151,F,2018-12-11
0000000668,VEND,Cohen Picard et Fils,GmbH & Co. KG,CA,BRL,1528634840,F,2021-09-13
0000000669,VEND,Robert,PLC,CH,EUR,,P,2018-10-10
0000000670,VEND,Day Group,Ltda.,US,KRW,5143164119,P,2016-05-22
0000000671,VEND,شركة أرامكو السعودية,Group,IT,JPY,,E,2013-01-04
0000000672,VEND,Brown-Gonzalez,and Sons,CA,BRL,6787788011,F,2021-06-12
0000000673,VEND,Wilkinson-Skinner,GmbH & Co. KG,BR,AUD,9868919507,E,2014-05-13
0000000674,VEND,Novais,Group,SE,AUD,8895869793,E,2013-08-11
0000000675,VEND,佐藤鉱業合同会社,SARL,IN,EUR,1881224661,F,2013-11-26
0000000676,VEND,Renard SA,SA,CH,AUD,4741331151,J,2018-07-08
0000000677,VEND,高橋電気合同会社,LLC,NL,EUR,6412315402,P,2018-12-03
0000000678,VEND,Oliveira,GmbH,IN,EUR,4918514756,J,2019-02-15
0000000679,VEND,Lacombe,,IN,EUR,7927876782,P,2020-01-03
0000000680,VEND,Ehlert KG,PLC,ES,AUD,,D,2017-03-18
0000000681,VEND,Pölitz Stiftung & Co. KGaA,LLC,CA,CAD,5118581101,P,2025-05-22
0000000682,VEND,"Wilson, Taylor and Allen",et Fils,AT,JPY,,P,2019-08-29
0000000683,VEND,Albers Bolander GbR,,CA,EUR,,J,2022-01-08
0000000684,VEND,Müller Stiftung & Co. KGaA,,CA,EUR,6255257615,E,2019-08-31
0000000685,VEND,松本情報有限会社,Stiftung & Co. KGaA,SE,AUD,8648836269,P,2012-03-10
0000000686,VEND,Mercier,,AU,USD,7414201349,F,2016-05-25
0000000687,VEND,Nogueira Ribeiro S/A,et Fils,FR,CAD,,D,2020-01-14
0000000688,VEND,Rose LLC,,CA,KRW,5746585785,D,2013-03-08
0000000689,VEND,鈴木印刷株式会社,Group,IN,AUD,,E,2017-05-18
0000000690,VEND,Hall-Anderson,,NL,KRW,2271131800,F,2011-09-10
0000000691,VEND,"Townsend, Clarke and Adams",,DE,CAD,,D,2019-02-19
0000000692,VEND,Brewer PLC,,JP,EUR,0585821964,F,2026-06-04
0000000693,VEND,"Johnson, Decker and Williams",,PL,EUR,7288073664,E,2023-07-18
0000000694,VEND,佐藤水産株式会社,GmbH & Co. KGaA,IT,EUR,,J,2012-07-17
0000000695,VEND,Weber,and Sons,CA,CNY,2479393348,J,2018-10-25
0000000696,VEND,"Smith, Castillo and Jimenez",Ltd,MX,KRW,5360549712,E,2021-06-17
0000000697,VEND,Kusch Ditschlerin AG,,NL,EUR,5348831927,F,2020-12-02
0000000698,VEND,Brown Group,,AT,AUD,4376456184,J,2011-11-26
