PO_NUMBER,VENDOR,COMPANY_CODE,PURCH_ORG,CURRENCY,DOCUMENT_DATE,STATUS
0200000627,0000000087,1000,PO01,USD,2017-10-07,OPEN
0200000628,0000000075,2000,PO03,USD,2017-10-08,OPEN
0200000630,0000001054,4000,PO02,USD,2017-10-09,OPEN
0200000631,0000000252,2000,PO02,USD,2017-10-11,OPEN
0200000632,0000000774,3000,PO03,USD,2017-10-13,OPEN
0200000633,0000000572,5000,PO01,USD,2017-10-14,OPEN
0200000634,0000001932,1000,PO03,USD,2017-10-15,OPEN
0200000635,0000001151,3000,PO02,USD,2017-10-16,OPEN
0200000637,0000001938,3000,PO03,USD,2017-10-19,OPEN
0200000638,0000000053,5000,PO03,USD,2017-10-19,OPEN
0200000640,0000001029,4000,PO02,USD,2017-10-20,OPEN
0200000642,0000000663,1000,PO02,USD,2017-10-22,OPEN
0200000643,0000001966,1000,PO02,USD,2017-10-25,OPEN
0200000644,0000000378,4000,PO02,USD,2017-10-28,OPEN
0200000646,0000000859,3000,PO03,USD,2017-11-01,OPEN
0200000647,0000000360,4000,PO02,USD,2017-11-03,OPEN
0200000648,0000000097,3000,PO02,USD,2017-11-06,OPEN
0200000649,0000001066,3000,PO01,USD,2017-11-09,OPEN
0200000650,0000000456,2000,PO02,USD,2017-11-09,OPEN
0200000652,0000000452,1000,PO03,USD,2017-11-10,OPEN
0200000653,0000001372,5000,PO02,USD,2017-11-10,OPEN
0200000654,0000001916,4000,PO01,USD,2017-11-10,OPEN
0200000655,0000000849,1000,PO02,USD,2017-11-13,OPEN
0200000656,0000000201,3000,PO03,USD,2017-11-14,OPEN
0200000657,0000001833,4000,PO03,USD,2017-11-14,OPEN
0200000660,0000000354,4000,PO02,USD,2017-11-19,OPEN
0200000663,0000001689,5000,PO02,USD,2017-11-25,OPEN
0200000664,0000001526,2000,PO03,USD,2017-11-26,OPEN
0200000665,0000000994,4000,PO02,USD,2017-11-29,OPEN
0200000666,0000001075,1000,PO02,USD,2017-12-01,OPEN
0200000668,0000000390,2000,PO02,USD,2017-12-05,OPEN
0200000669,0000000488,1000,PO02,USD,2017-12-07,OPEN
0200000670,0000000545,5000,PO02,USD,2017-12-10,OPEN
0200000671,0000001751,5000,PO02,USD,2017-12-11,OPEN
0200000672,0000001736,4000,PO02,USD,2017-12-13,OPEN
0200000673,0000001521,2000,PO02,USD,2017-12-15,OPEN
0200000674,0000000597,3000,PO01,USD,2017-12-17,OPEN
0200000675,0000000754,3000,PO01,USD,2017-12-19,OPEN
0200000676,0000001366,1000,PO03,USD,2017-12-20,OPEN
0200000677,0000001332,4000,PO03,USD,2017-12-22,OPEN
0200000679,0000000188,5000,PO03,USD,2017-12-24,OPEN
0200000681,0000001945,1000,PO01,USD,2017-12-29,OPEN
0200000682,0000001514,1000,PO02,USD,2018-01-01,OPEN
0200000684,0000000839,4000,PO01,USD,2018-01-01,OPEN
0200000685,0000001183,3000,PO03,USD,2018-01-04,OPEN
0200000686,0000001512,3000,PO02,USD,2018-01-06,OPEN
0200000687,0000001224,1000,PO03,USD,2018-01-06,OPEN
0200000688,0000001027,1000,PO03,USD,2018-01-06,OPEN
0200000689,0000000793,3000,PO01,USD,2018-01-07,OPEN
0200000690,0000000629,1000,PO02,USD,2018-01-08,OPEN
0200000692,0000001309,3000,PO01,USD,2018-01-12,OPEN
0200000694,0000000132,2000,PO02,USD,2018-01-15,OPEN
0200000695,0000001412,1000,PO03,USD,2018-01-17,OPEN
0200000696,0000000589,3000,PO02,USD,2018-01-18,OPEN
0200000697,0000000606,3000,PO02,USD,2018-01-18,OPEN
0200000698,0000001457,2000,PO02,USD,2018-01-21,OPEN
0200000699,0000000083,1000,PO01,USD,2018-01-22,OPEN
0200000701,0000000970,1000,PO02,USD,2018-01-24,OPEN
0200000703,0000000032,5000,PO01,USD,2018-01-25,OPEN
0200000704,0000001736,5000,PO02,USD,2018-01-28,OPEN
0200000706,0000000695,1000,PO02,USD,2018-02-03,OPEN
0200000707,0000000799,2000,PO02,USD,2018-02-05,OPEN
0200000708,0000001288,4000,PO03,USD,2018-02-07,OPEN
0200000709,0000001252,4000,PO03,USD,2018-02-07,OPEN
0200000710,0000001750,2000,PO03,USD,2018-02-09,OPEN
0200000711,0000000235,3000,PO03,USD,2018-02-11,OPEN
0200000712,0000000200,2000,PO02,USD,2018-02-12,OPEN
0200000713,0000001873,5000,PO02,USD,2018-02-14,OPEN
0200000715,0000001215,2000,PO02,USD,2018-02-18,OPEN
0200000716,0000001686,2000,PO02,USD,2018-02-19,OPEN
0200000717,0000000427,3000,PO02,USD,2018-02-22,OPEN
0200000719,0000000253,3000,PO03,USD,2018-02-25,OPEN
0200000720,0000001257,1000,PO01,USD,2018-02-27,OPEN
0200000725,0000000390,3000,PO02,USD,2018-03-06,OPEN
0200000727,0000001974,2000,PO03,USD,2018-03-07,OPEN
0200000729,0000000827,1000,PO02,USD,2018-03-11,OPEN
0200000730,0000000854,5000,PO01,USD,2018-03-11,OPEN
0200000731,0000000086,2000,PO03,USD,2018-03-14,OPEN
0200000732,0000000264,2000,PO02,USD,2018-03-17,OPEN
0200000733,0000000101,5000,PO02,USD,2018-03-19,OPEN
0200000734,0000001732,4000,PO02,USD,2018-03-20,OPEN
0200000737,0000000175,3000,PO03,USD,2018-03-23,OPEN
0200000739,0000001330,1000,PO01,USD,2018-03-24,OPEN
0200000741,0000001320,5000,PO03,USD,2018-03-26,OPEN
0200000742,0000000651,3000,PO02,USD,2018-03-27,OPEN
0200000743,0000000742,1000,PO02,USD,2018-03-28,OPEN
0200000744,0000001985,1000,PO02,USD,2018-03-30,OPEN
0200000745,0000000109,1000,PO01,USD,2018-03-30,OPEN
0200000746,0000001413,1000,PO03,USD,2018-03-31,OPEN
0200000749,0000000319,5000,PO03,USD,2018-04-01,OPEN
0200000752,0000000477,3000,PO02,USD,2018-04-06,OPEN
0200000754,0000001972,4000,PO02,USD,2018-04-07,OPEN
0200000756,0000001967,1000,PO02,USD,2018-04-09,OPEN
0200000757,0000000243,4000,PO01,USD,2018-04-11,OPEN
0200000758,0000000579,4000,PO02,USD,2018-04-14,OPEN
0200000759,0000000202,3000,PO03,USD,2018-04-16,OPEN
0200000760,0000000581,1000,PO01,USD,2018-04-17,OPEN
0200000761,0000001660,3000,PO02,USD,2018-04-19,OPEN
0200000763,0000000397,1000,PO02,USD,2018-04-22,OPEN
0200000764,0000000725,1000,PO02,USD,2018-04-22,OPEN
0200000765,0000001695,1000,PO02,USD,2018-04-25,OPEN
0200000766,0000000175,2000,PO03,USD,2018-04-27,OPEN
0200000767,0000001257,1000,PO02,USD,2018-04-27,OPEN
0200000768,0000000164,4000,PO03,USD,2018-04-29,OPEN
0200000769,0000001165,1000,PO02,USD,2018-04-30,OPEN
0200000771,0000000909,1000,PO03,USD,2018-05-03,OPEN
0200000772,0000000212,1000,PO01,USD,2018-05-05,OPEN
0200000774,0000001641,2000,PO02,USD,2018-05-08,OPEN
0200000775,0000000513,5000,PO02,USD,2018-05-10,OPEN
0200000776,0000000586,1000,PO03,USD,2018-05-12,OPEN
0200000778,0000000152,1000,PO02,USD,2018-05-18,OPEN
0200000782,0000000058,1000,PO02,USD,2018-05-25,OPEN
0200000783,0000001071,3000,PO03,USD,2018-05-28,OPEN
0200000784,0000001709,1000,PO01,USD,2018-05-28,OPEN
0200000785,0000001837,2000,PO02,USD,2018-05-30,OPEN
0200000786,0000001022,2000,PO01,USD,2018-05-31,OPEN
0200000787,0000000433,5000,PO01,USD,2018-06-01,OPEN
0200000790,0000001785,2000,PO02,USD,2018-06-02,OPEN
0200000791,0000000496,4000,PO02,USD,2018-06-05,OPEN
0200000792,0000000273,4000,PO02,USD,2018-06-06,OPEN
0200000794,0000001290,1000,PO03,USD,2018-06-11,OPEN
0200000795,0000000811,3000,PO01,USD,2018-06-13,OPEN
0200000797,0000001281,1000,PO02,USD,2018-06-15,OPEN
0200000798,0000001124,3000,PO02,USD,2018-06-16,OPEN
0200000799,0000001895,5000,PO03,USD,2018-06-18,OPEN
0200000800,0000000833,2000,PO02,USD,2018-06-19,OPEN
0200000802,0000000016,2000,PO02,USD,2018-06-22,OPEN
0200000803,0000000633,3000,PO03,USD,2018-06-24,OPEN
0200000804,0000000735,3000,PO02,USD,2018-06-25,OPEN
0200000805,0000000427,1000,PO02,USD,2018-06-26,OPEN
0200000806,0000000303,5000,PO03,USD,2018-06-29,OPEN
0200000807,0000001824,3000,PO01,USD,2018-07-02,OPEN
0200000808,0000000659,4000,PO02,USD,2018-07-05,OPEN
0200000810,0000001300,5000,PO01,USD,2018-07-08,OPEN
0200000811,0000000070,4000,PO02,USD,2018-07-08,OPEN
0200000813,0000001476,2000,PO03,USD,2018-07-14,OPEN
0200000814,0000001920,1000,PO01,USD,2018-07-14,OPEN
0200000816,0000001985,5000,PO03,USD,2018-07-17,OPEN
0200000817,0000000892,5000,PO02,USD,2018-07-19,OPEN
0200000818,0000001596,3000,PO01,USD,2018-07-21,OPEN
0200000819,0000001927,2000,PO03,USD,2018-07-23,OPEN
0200000820,0000001376,5000,PO01,USD,2018-07-25,OPEN
0200000821,0000001164,5000,PO02,USD,2018-07-25,OPEN
0200000822,0000001916,5000,PO03,USD,2018-07-25,OPEN
0200000823,0000001029,2000,PO02,USD,2018-07-27,OPEN
0200000825,0000000098,5000,PO02,USD,2018-07-30,OPEN
0200000827,0000001231,2000,PO02,USD,2018-08-01,OPEN
0200000828,0000001407,1000,PO02,USD,2018-08-02,OPEN
0200000829,0000000433,5000,PO02,USD,2018-08-02,OPEN
0200000830,0000001133,1000,PO02,USD,2018-08-04,OPEN
0200000831,0000000123,4000,PO02,USD,2018-08-07,OPEN
0200000834,0000000250,1000,PO02,USD,2018-08-09,OPEN
0200000835,0000000029,3000,PO01,USD,2018-08-11,OPEN
0200000836,0000001359,4000,PO01,USD,2018-08-11,OPEN
0200000837,0000000639,1000,PO02,USD,2018-08-11,OPEN
0200000838,0000000987,4000,PO02,USD,2018-08-13,OPEN
0200000840,0000000783,2000,PO01,USD,2018-08-15,OPEN
0200000842,0000000228,1000,PO03,USD,2018-08-16,OPEN
0200000843,0000001274,4000,PO03,USD,2018-08-18,OPEN
0200000844,0000001484,1000,PO01,USD,2018-08-21,OPEN
0200000846,0000001057,2000,PO02,USD,2018-08-24,OPEN
0200000849,0000000410,2000,PO02,USD,2018-08-29,OPEN
0200000850,0000000491,2000,PO02,USD,2018-08-30,OPEN
0200000851,0000001247,2000,PO02,USD,2018-08-31,OPEN
0200000853,0000001731,3000,PO01,USD,2018-09-03,OPEN
0200000854,0000000111,3000,PO03,USD,2018-09-06,OPEN
0200000855,0000001510,4000,PO03,USD,2018-09-07,OPEN
0200000856,0000000919,3000,PO02,USD,2018-09-08,OPEN
0200000857,0000001908,4000,PO03,USD,2018-09-08,OPEN
0200000858,0000001513,4000,PO02,USD,2018-09-09,OPEN
0200000859,0000001973,2000,PO02,USD,2018-09-10,OPEN
0200000860,0000001862,2000,PO02,USD,2018-09-13,OPEN
0200000861,0000000580,4000,PO02,USD,2018-09-16,OPEN
0200000862,0000001187,4000,PO01,USD,2018-09-17,OPEN
0200000864,0000001609,3000,PO02,USD,2018-09-18,OPEN
0200000865,0000000118,2000,PO02,USD,2018-09-21,OPEN
0200000866,0000001069,5000,PO02,USD,2018-09-22,OPEN
0200000867,0000001654,3000,PO02,USD,2018-09-22,OPEN
0200000868,0000000445,2000,PO01,USD,2018-09-23,OPEN
0200000870,0000001994,2000,PO01,USD,2018-09-26,OPEN
0200000872,0000001545,3000,PO02,USD,2018-09-30,OPEN
0200000873,0000000692,1000,PO03,USD,2018-10-01,OPEN
0200000874,0000001995,5000,PO02,USD,2018-10-02,OPEN
0200000876,0000000970,3000,PO02,USD,2018-10-02,OPEN
0200000877,0000000804,4000,PO02,USD,2018-10-02,OPEN
0200000878,0000000662,3000,PO01,USD,2018-10-05,OPEN
0200000879,0000001146,3000,PO02,USD,2018-10-06,OPEN
0200000881,0000000837,3000,PO02,USD,2018-10-11,OPEN
0200000882,0000001309,5000,PO02,USD,2018-10-13,OPEN
0200000884,0000000437,1000,PO01,USD,2018-10-18,OPEN
0200000886,0000001169,3000,PO03,USD,2018-10-20,OPEN
0200000889,0000000800,1000,PO02,USD,2018-10-26,OPEN
0200000890,0000001396,2000,PO01,USD,2018-10-26,OPEN
0200000891,0000001041,5000,PO02,USD,2018-10-29,OPEN
0200000892,0000001827,1000,PO02,USD,2018-10-30,OPEN
0200000893,0000001277,1000,PO01,USD,2018-11-01,OPEN
0200000895,0000000014,1000,PO03,USD,2018-11-04,OPEN
0200000896,0000001124,4000,PO02,USD,2018-11-05,OPEN
0200000898,0000001030,4000,PO02,USD,2018-11-09,OPEN
0200000899,0000000292,2000,PO02,USD,2018-11-11,OPEN
0200000900,0000000194,2000,PO02,USD,2018-11-13,OPEN
0200000901,0000001854,4000,PO03,USD,2018-11-14,OPEN
0200000902,0000000336,1000,PO02,USD,2018-11-14,OPEN
0200000904,0000001011,2000,PO02,USD,2018-11-17,OPEN
0200000905,0000000636,3000,PO02,USD,2018-11-17,OPEN
0200000906,0000000034,1000,PO01,USD,2018-11-17,OPEN
0200000907,0000001960,3000,PO02,USD,2018-11-19,OPEN
0200000908,0000000067,3000,PO03,USD,2018-11-20,OPEN
0200000910,0000000871,2000,PO02,USD,2018-11-24,OPEN
0200000911,0000001422,2000,PO02,USD,2018-11-27,OPEN
0200000913,0000001459,5000,PO01,USD,2018-11-28,OPEN
0200000914,0000001626,1000,PO02,USD,2018-11-29,OPEN
0200000917,0000001876,3000,PO03,USD,2018-12-07,OPEN
0200000918,0000000713,1000,PO02,USD,2018-12-10,OPEN
0200000921,0000000204,1000,PO02,USD,2018-12-15,OPEN
0200000922,0000000936,5000,PO02,USD,2018-12-17,OPEN
0200000923,0000000733,2000,PO02,USD,2018-12-17,OPEN
0200000924,0000000641,3000,PO02,USD,2018-12-17,OPEN
0200000925,0000000520,2000,PO01,USD,2018-12-20,OPEN
0200000927,0000000708,4000,PO03,USD,2018-12-24,OPEN
0200000928,0000000732,1000,PO02,USD,2018-12-26,OPEN
0200000929,0000001809,5000,PO03,USD,2018-12-29,OPEN
0200000931,0000000249,4000,PO02,USD,2019-01-01,OPEN
0200000932,0000000066,4000,PO01,USD,2019-01-02,OPEN
0200000933,0000000194,1000,PO02,USD,2019-01-05,OPEN
0200000935,0000001372,2000,PO03,USD,2019-01-11,OPEN
0200000936,0000000808,3000,PO03,USD,2019-01-14,OPEN
0200000937,0000001970,2000,PO01,USD,2019-01-15,OPEN
0200000938,0000000313,1000,PO03,USD,2019-01-18,OPEN
0200000940,0000000331,3000,PO02,USD,2019-01-22,OPEN
0200000941,0000000517,3000,PO03,USD,2019-01-23,OPEN
0200000942,0000001542,3000,PO02,USD,2019-01-25,OPEN
0200000943,0000001683,4000,PO02,USD,2019-01-25,OPEN
0200000944,0000000267,1000,PO03,USD,2019-01-27,OPEN
0200000945,0000001487,4000,PO02,USD,2019-01-30,OPEN
0200000947,0000000147,4000,PO02,USD,2019-02-04,OPEN
0200000948,0000001499,2000,PO01,USD,2019-02-05,OPEN
0200000949,0000001333,5000,PO02,USD,2019-02-08,OPEN
0200000951,0000001750,2000,PO02,USD,2019-02-09,OPEN
0200000952,0000001827,4000,PO01,USD,2019-02-10,OPEN
0200000953,0000001157,2000,PO01,USD,2019-02-12,OPEN
0200000955,0000000770,3000,PO02,USD,2019-02-15,OPEN
0200000956,0000000955,3000,PO01,USD,2019-02-17,OPEN
0200000957,0000000385,4000,PO02,USD,2019-02-20,OPEN
0200000959,0000001422,2000,PO02,USD,2019-02-25,OPEN
0200000960,0000000473,5000,PO01,USD,2019-02-28,OPEN
0200000961,0000000283,5000,PO02,USD,2019-03-03,OPEN
0200000962,0000001511,2000,PO03,USD,2019-03-03,OPEN
0200000963,0000001489,2000,PO02,USD,2019-03-05,OPEN
0200000964,0000000880,2000,PO01,USD,2019-03-05,OPEN
0200000967,0000001377,2000,PO03,USD,2019-03-09,OPEN
0200000969,0000000085,3000,PO02,USD,2019-03-11,OPEN
0200000972,0000001044,1000,PO01,USD,2019-03-15,OPEN
0200000973,0000000629,2000,PO02,USD,2019-03-16,OPEN
0200000974,0000001671,5000,PO02,USD,2019-03-18,OPEN
0200000975,0000000683,5000,PO03,USD,2019-03-19,OPEN
0200000976,0000001678,4000,PO01,USD,2019-03-20,OPEN
0200000978,0000000646,2000,PO02,USD,2019-03-25,OPEN
0200000979,0000000620,2000,PO02,USD,2019-03-25,OPEN
0200000980,0000000347,5000,PO03,USD,2019-03-26,OPEN
0200000981,0000001207,5000,PO03,USD,2019-03-26,OPEN
0200000983,0000000471,3000,PO03,USD,2019-03-29,OPEN
0200000984,0000001235,1000,PO01,USD,2019-03-30,OPEN
0200000985,0000000976,3000,PO02,USD,2019-04-01,OPEN
0200000987,0000001403,1000,PO03,USD,2019-04-06,OPEN
0200000988,0000000876,2000,PO01,USD,2019-04-06,OPEN
0200000989,0000000088,3000,PO03,USD,2019-04-09,OPEN
0200000990,0000000658,4000,PO02,USD,2019-04-10,OPEN
0200000992,0000000614,3000,PO02,USD,2019-04-12,OPEN
0200000994,0000000434,3000,PO02,USD,2019-04-18,OPEN
0200000997,0000000189,2000,PO01,USD,2019-04-24,OPEN
0200000998,0000000335,1000,PO01,USD,2019-04-24,OPEN
0200001000,0000000555,1000,PO03,USD,2019-04-27,OPEN
0200001001,0000000212,4000,PO01,USD,2019-04-28,OPEN
0200001002,0000001408,3000,PO01,USD,2019-05-01,OPEN
0200001003,0000001776,1000,PO02,USD,2019-05-01,OPEN
0200001004,0000000058,3000,PO03,USD,2019-05-01,OPEN
0200001005,0000000587,2000,PO02,USD,2019-05-01,OPEN
0200001006,0000001098,2000,PO02,USD,2019-05-03,OPEN
0200001008,0000001468,3000,PO02,USD,2019-05-05,OPEN
0200001009,0000000211,5000,PO02,USD,2019-05-05,OPEN
0200001013,0000001913,2000,PO02,USD,2019-05-11,OPEN
0200001014,0000001917,5000,PO02,USD,2019-05-13,OPEN
0200001015,0000000397,4000,PO01,USD,2019-05-13,OPEN
0200001016,0000001436,2000,PO03,USD,2019-05-15,OPEN
0200001017,0000001783,1000,PO02,USD,2019-05-17,OPEN
0200001018,0000001379,3000,PO01,USD,2019-05-20,OPEN
0200001020,0000001269,1000,PO02,USD,2019-05-23,OPEN
0200001021,0000001844,2000,PO01,USD,2019-05-25,OPEN
0200001022,0000001765,3000,PO02,USD,2019-05-27,OPEN
0200001024,0000001094,1000,PO01,USD,2019-06-01,OPEN
0200001025,0000001542,3000,PO03,USD,2019-06-04,OPEN
0200001026,0000000371,2000,PO02,USD,2019-06-07,OPEN
0200001028,0000000512,4000,PO02,USD,2019-06-07,OPEN
0200001029,0000000982,3000,PO02,USD,2019-06-08,OPEN
0200001030,0000000145,4000,PO02,USD,2019-06-09,OPEN
0200001032,0000000878,4000,PO02,USD,2019-06-13,OPEN
0200001034,0000000649,3000,PO03,USD,2019-06-14,OPEN
0200001035,0000001827,1000,PO01,USD,2019-06-16,OPEN
0200001036,0000000871,4000,PO02,USD,2019-06-19,OPEN
0200001037,0000001156,2000,PO01,USD,2019-06-19,OPEN
0200001040,0000000082,1000,PO02,USD,2019-06-26,OPEN
0200001042,0000000678,4000,PO02,USD,2019-07-01,OPEN
0200001044,0000000776,5000,PO01,USD,2019-07-04,OPEN
0200001045,0000001819,2000,PO03,USD,2019-07-07,OPEN
0200001046,0000001581,5000,PO03,USD,2019-07-08,OPEN
0200001047,0000001164,2000,PO03,USD,2019-07-10,OPEN
0200001048,0000001922,5000,PO02,USD,2019-07-10,OPEN
0200001050,0000000293,4000,PO01,USD,2019-07-12,OPEN
0200001051,0000001795,4000,PO02,USD,2019-07-14,OPEN
0200001052,0000001222,2000,PO01,USD,2019-07-15,OPEN
0200001053,0000001260,3000,PO03,USD,2019-07-15,OPEN
0200001054,0000000370,3000,PO01,USD,2019-07-17,OPEN
0200001057,0000000086,4000,PO01,USD,2019-07-23,OPEN
0200001059,0000001559,1000,PO02,USD,2019-07-25,OPEN
0200001060,0000001783,1000,PO03,USD,2019-07-26,OPEN
0200001061,0000000384,4000,PO01,USD,2019-07-29,OPEN
0200001062,0000000148,4000,PO02,USD,2019-07-30,OPEN
0200001063,0000001419,5000,PO02,USD,2019-08-01,OPEN
0200001064,0000000118,5000,PO02,USD,2019-08-02,OPEN
0200001065,0000000472,5000,PO02,USD,2019-08-04,OPEN
0200001067,0000001926,2000,PO02,USD,2019-08-06,OPEN
0200001068,0000000245,1000,PO01,USD,2019-08-09,OPEN
0200001069,0000001085,1000,PO03,USD,2019-08-11,OPEN
0200001070,0000000735,5000,PO02,USD,2019-08-14,OPEN
0200001071,0000001587,4000,PO01,USD,2019-08-15,OPEN
0200001074,0000000644,2000,PO02,USD,2019-08-19,OPEN
0200001075,0000001663,4000,PO01,USD,2019-08-20,OPEN
0200001078,0000001849,5000,PO02,USD,2019-08-24,OPEN
0200001080,0000001456,2000,PO02,USD,2019-08-25,OPEN
0200001081,0000000801,2000,PO02,USD,2019-08-25,OPEN
0200001083,0000001000,1000,PO01,USD,2019-08-29,OPEN
0200001084,0000000941,5000,PO02,USD,2019-08-29,OPEN
0200001086,0000001970,4000,PO02,USD,2019-09-01,OPEN
0200001087,0000001916,1000,PO01,USD,2019-09-02,OPEN
0200001088,0000000609,3000,PO01,USD,2019-09-02,OPEN
0200001089,0000001751,4000,PO02,USD,2019-09-02,OPEN
0200001092,0000001286,2000,PO02,USD,2019-09-07,OPEN
0200001093,0000001829,3000,PO02,USD,2019-09-08,OPEN
0200001094,0000001666,3000,PO02,USD,2019-09-08,OPEN
0200001097,0000001134,2000,PO02,USD,2019-09-13,OPEN
0200001098,0000001125,3000,PO02,USD,2019-09-14,OPEN
0200001099,0000000150,4000,PO02,USD,2019-09-16,OPEN
0200001100,0000000333,1000,PO01,USD,2019-09-19,OPEN
0200001101,0000001666,3000,PO03,USD,2019-09-22,OPEN
0200001102,0000000004,3000,PO01,USD,2019-09-24,OPEN
0200001103,0000001742,5000,PO02,USD,2019-09-24,OPEN
0200001105,0000001231,1000,PO01,USD,2019-09-27,OPEN
0200001106,0000000872,3000,PO01,USD,2019-09-29,OPEN
0200001107,0000001056,5000,PO03,USD,2019-10-01,OPEN
0200001108,0000000175,2000,PO02,USD,2019-10-03,OPEN
0200001109,0000001251,3000,PO03,USD,2019-10-04,OPEN
0200001110,0000001567,5000,PO02,USD,2019-10-04,OPEN
0200001112,0000001414,2000,PO02,USD,2019-10-08,OPEN
0200001113,0000000459,4000,PO03,USD,2019-10-08,OPEN
0200001114,0000000617,1000,PO01,USD,2019-10-08,OPEN
0200001116,0000001260,3000,PO02,USD,2019-10-10,OPEN
0200001119,0000000175,3000,PO01,USD,2019-10-19,OPEN
0200001120,0000000634,3000,PO03,USD,2019-10-21,OPEN
0200001121,0000001753,5000,PO02,USD,2019-10-22,OPEN
0200001122,0000001169,1000,PO02,USD,2019-10-24,OPEN
0200001124,0000000386,4000,PO02,USD,2019-10-25,OPEN
0200001125,0000001522,4000,PO03,USD,2019-10-25,OPEN
0200001127,0000001313,3000,PO02,USD,2019-10-30,OPEN
0200001128,0000001208,2000,PO02,USD,2019-10-31,OPEN
0200001130,0000000147,4000,PO01,USD,2019-11-03,OPEN
0200001131,0000001139,1000,PO02,USD,2019-11-04,OPEN
0200001132,0000000295,4000,PO03,USD,2019-11-04,OPEN
0200001133,0000000552,1000,PO02,USD,2019-11-06,OPEN
0200001134,0000000325,2000,PO02,USD,2019-11-07,OPEN
0200001135,0000001053,1000,PO01,USD,2019-11-10,OPEN
0200001136,0000000661,5000,PO02,USD,2019-11-10,OPEN
0200001140,0000000563,5000,PO02,USD,2019-11-12,OPEN
0200001141,0000000476,4000,PO02,USD,2019-11-13,OPEN
0200001142,0000000907,1000,PO03,USD,2019-11-13,OPEN
0200001144,0000001938,3000,PO03,USD,2019-11-16,OPEN
0200001147,0000000296,3000,PO02,USD,2019-11-21,OPEN
0200001150,0000001906,2000,PO02,USD,2019-11-24,OPEN
0200001151,0000001846,1000,PO02,USD,2019-11-25,OPEN
0200001152,0000001368,2000,PO02,USD,2019-11-25,OPEN
0200001153,0000000573,5000,PO01,USD,2019-11-27,OPEN
0200001154,0000000468,1000,PO03,USD,2019-11-30,OPEN
0200001155,0000000568,5000,PO02,USD,2019-11-30,OPEN
0200001157,0000001890,1000,PO01,USD,2019-12-03,OPEN
0200001160,0000000027,1000,PO03,USD,2019-12-09,OPEN
0200001161,0000000036,4000,PO01,USD,2019-12-11,OPEN
0200001163,0000000119,2000,PO02,USD,2019-12-16,OPEN
0200001164,0000000752,5000,PO01,USD,2019-12-19,OPEN
0200001165,0000000151,3000,PO02,USD,2019-12-20,OPEN
0200001166,0000001345,3000,PO02,USD,2019-12-20,OPEN
0200001169,0000000204,2000,PO01,USD,2019-12-25,OPEN
0200001173,0000000627,5000,PO03,USD,2019-12-31,OPEN
0200001174,0000001531,5000,PO02,USD,2020-01-03,OPEN
0200001175,0000000386,1000,PO03,USD,2020-01-06,OPEN
0200001177,0000000951,2000,PO02,USD,2020-01-09,OPEN
0200001178,0000000931,1000,PO02,USD,2020-01-11,OPEN
0200001180,0000000304,4000,PO01,USD,2020-01-12,OPEN
0200001181,0000001402,1000,PO02,USD,2020-01-13,OPEN
0200001182,0000000605,5000,PO01,USD,2020-01-15,OPEN
0200001183,0000001441,5000,PO03,USD,2020-01-18,OPEN
0200001185,0000001579,2000,PO01,USD,2020-01-21,OPEN
0200001186,0000001108,4000,PO02,USD,2020-01-21,OPEN
0200001189,0000000805,3000,PO03,USD,2020-01-27,OPEN
0200001190,0000001409,5000,PO02,USD,2020-01-28,OPEN
0200001193,0000000410,2000,PO02,USD,2020-02-01,OPEN
0200001195,0000000646,4000,PO03,USD,2020-02-03,OPEN
0200001196,0000000405,1000,PO02,USD,2020-02-06,OPEN
0200001197,0000001824,5000,PO02,USD,2020-02-08,OPEN
0200001198,0000001542,1000,PO02,USD,2020-02-10,OPEN
0200001199,0000001355,1000,PO03,USD,2020-02-10,OPEN
0200001201,0000001965,1000,PO02,USD,2020-02-14,OPEN
0200001203,0000000798,4000,PO01,USD,2020-02-17,OPEN
0200001204,0000001088,1000,PO02,USD,2020-02-19,OPEN
0200001206,0000000632,4000,PO01,USD,2020-02-19,OPEN
0200001207,0000000579,1000,PO01,USD,2020-02-22,OPEN
