PRODUCT_NUMBER,PLANT,MRP_TYPE,SAFETY_STOCK,REORDER_POINT,LOT_SIZE
P000001680,P003,PD,0,0,EX
P000001259,P003,PD,0,0,EX
P000000578,P008,PD,0,0,EX
P000000840,P008,PD,0,0,EX
P000001731,P001,PD,0,0,EX
P000001762,P010,PD,0,0,EX
P000000895,P003,VB,0,0,EX
P000000601,P006,PD,0,0,EX
P000000624,P005,PD,0,0,EX
P000001705,P004,PD,0,0,EX
P000001418,P003,PD,0,0,EX
P000001735,P009,PD,0,0,EX
P000001927,P010,VB,0,0,EX
P000001345,P010,VB,0,0,EX
P000001400,P006,PD,0,0,EX
P000001638,P004,PD,0,0,EX
P000000761,P004,PD,0,0,EX
P000001590,P001,PD,0,0,EX
P000001093,P009,PD,0,0,EX
P000001440,P001,PD,0,0,EX
P000001510,P010,PD,0,0,EX
P000001227,P006,PD,0,0,EX
P000000890,P009,PD,0,0,EX
P000000457,P006,PD,0,0,EX
P000000590,P010,PD,0,0,EX
P000001452,P002,PD,0,0,EX
P000000774,P008,PD,0,0,EX
P000000803,P003,PD,0,0,EX
P000001487,P005,VB,0,0,EX
P000000237,P001,VB,0,0,EX
P000001240,P001,PD,0,0,EX
P000001395,P006,PD,0,0,EX
P000001257,P005,PD,0,0,EX
P000001367,P005,VB,0,0,EX
P000001106,P006,VB,0,0,EX
P000000213,P003,VB,0,0,EX
P000001332,P002,PD,0,0,EX
P000001637,P007,PD,0,0,EX
P000000863,P001,PD,0,0,EX
P000000726,P001,PD,0,0,EX
P000000054,P001,PD,0,0,EX
P000001453,P004,PD,0,0,EX
P000000212,P008,PD,0,0,EX
P000000714,P010,VB,0,0,EX
P000001909,P007,VB,0,0,EX
P000001234,P009,PD,0,0,EX
P000001962,P005,PD,0,0,EX
P000000442,P010,PD,0,0,EX
P000001020,P009,PD,0,0,EX
P000000826,P003,VB,0,0,EX
P000001401,P002,PD,0,0,EX
P000000197,P007,PD,0,0,EX
P000000160,P009,PD,0,0,EX
P000001396,P006,PD,0,0,EX
P000001665,P002,PD,0,0,EX
P000001318,P005,VB,0,0,EX
P000000711,P008,VB,0,0,EX
P000001370,P005,PD,0,0,EX
P000001051,P009,VB,0,0,EX
P000001791,P003,PD,0,0,EX
P000001515,P002,PD,0,0,EX
P000000554,P002,PD,0,0,EX
P000000494,P007,PD,0,0,EX
P000000868,P010,PD,0,0,EX
P000001644,P008,PD,0,0,EX
P000001561,P008,PD,0,0,EX
P000000654,P002,PD,0,0,EX
P000001286,P007,VB,0,0,EX
P000000576,P006,PD,0,0,EX
P000001219,P001,PD,0,0,EX
P000001650,P002,VB,0,0,EX
P000000567,P004,VB,0,0,EX
P000000748,P009,PD,0,0,EX
P000001184,P006,PD,0,0,EX
P000001845,P003,PD,0,0,EX
P000001251,P008,VB,0,0,EX
P000000228,P006,PD,0,0,EX
P000001439,P002,PD,0,0,EX
P000001162,P008,PD,0,0,EX
P000001519,P003,PD,0,0,EX
P000001136,P007,PD,0,0,EX
P000000825,P008,PD,0,0,EX
P000001103,P007,PD,0,0,EX
P000001506,P004,PD,0,0,EX
P000000617,P001,PD,0,0,EX
P000001093,P002,PD,0,0,EX
P000000374,P005,PD,0,0,EX
P000000487,P001,VB,0,0,EX
P000000250,P010,PD,0,0,EX
P000000909,P003,PD,0,0,EX
P000000022,P010,PD,0,0,EX
P000000893,P003,PD,0,0,EX
P000000042,P009,PD,0,0,EX
P000001260,P002,PD,0,0,EX
P000000856,P009,PD,0,0,EX
P000000447,P005,PD,0,0,EX
P000001007,P004,PD,0,0,EX
P000001977,P006,PD,0,0,EX
P000001160,P009,PD,0,0,EX
P000000125,P004,PD,0,0,EX
P000000657,P002,PD,0,0,EX
P000001796,P008,PD,0,0,EX
P000000841,P005,PD,0,0,EX
P000001055,P002,VB,0,0,EX
P000001340,P002,PD,0,0,EX
P000001221,P004,VB,0,0,EX
P000001807,P005,VB,0,0,EX
P000000463,P003,PD,0,0,EX
P000000363,P007,PD,0,0,EX
P000001550,P007,PD,0,0,EX
P000001365,P010,PD,0,0,EX
P000000490,P007,PD,0,0,EX
P000001718,P010,PD,0,0,EX
P000000748,P001,PD,0,0,EX
P000000031,P009,PD,0,0,EX
P000000935,P002,PD,0,0,EX
P000001670,P003,PD,0,0,EX
P000001292,P009,PD,0,0,EX
P000001252,P007,VB,0,0,EX
P000001682,P001,PD,0,0,EX
P000000013,P007,PD,0,0,EX
P000000393,P006,VB,0,0,EX
P000001395,P004,PD,0,0,EX
P000000348,P001,VB,0,0,EX
P000001555,P001,PD,0,0,EX
P000001200,P008,PD,0,0,EX
P000000419,P002,PD,0,0,EX
P000000866,P008,PD,0,0,EX
P000001634,P005,VB,0,0,EX
P000001868,P006,PD,0,0,EX
P000001907,P009,VB,0,0,EX
P000000935,P007,PD,0,0,EX
P000001191,P010,PD,0,0,EX
P000001186,P008,PD,0,0,EX
P000001795,P006,PD,0,0,EX
P000001136,P002,PD,0,0,EX
P000000717,P002,PD,0,0,EX
P000000968,P008,VB,0,0,EX
P000000842,P008,VB,0,0,EX
P000000801,P005,PD,0,0,EX
P000001553,P004,PD,0,0,EX
P000001536,P009,PD,0,0,EX
P000000981,P003,VB,0,0,EX
P000001554,P002,PD,0,0,EX
P000000339,P003,PD,0,0,EX
P000001226,P004,PD,0,0,EX
P000001477,P009,VB,0,0,EX
P000001082,P008,VB,0,0,EX
P000001907,P007,PD,0,0,EX
P000001562,P003,PD,0,0,EX
P000000914,P010,PD,0,0,EX
P000000216,P001,PD,0,0,EX
P000001614,P002,PD,0,0,EX
P000000920,P005,VB,0,0,EX
P000000859,P007,PD,0,0,EX
P000001011,P004,VB,0,0,EX
P000000076,P009,PD,0,0,EX
P000000748,P003,PD,0,0,EX
P000001776,P010,PD,0,0,EX
P000000602,P001,VB,0,0,EX
P000001433,P003,PD,0,0,EX
P000001508,P001,VB,0,0,EX
P000001184,P007,PD,0,0,EX
P000001160,P001,PD,0,0,EX
P000001497,P005,PD,0,0,EX
P000001561,P004,PD,0,0,EX
P000001646,P010,PD,0,0,EX
P000001057,P008,PD,0,0,EX
P000001883,P001,VB,0,0,EX
P000000374,P004,PD,0,0,EX
P000001183,P008,PD,0,0,EX
P000001342,P005,PD,0,0,EX
P000000572,P010,PD,0,0,EX
P000000440,P007,PD,0,0,EX
P000000202,P001,PD,0,0,EX
P000000782,P010,PD,0,0,EX
P000001687,P008,PD,0,0,EX
P000000176,P005,PD,0,0,EX
P000000807,P004,PD,0,0,EX
P000001488,P002,PD,0,0,EX
P000000922,P002,PD,0,0,EX
P000000278,P003,PD,0,0,EX
P000000409,P009,PD,0,0,EX
P000000862,P007,VB,0,0,EX
P000000484,P004,PD,0,0,EX
P000001355,P005,VB,0,0,EX
P000001579,P007,PD,0,0,EX
P000000374,P010,PD,0,0,EX
P000000478,P004,PD,0,0,EX
P000000573,P005,PD,0,0,EX
P000000248,P005,PD,0,0,EX
P000001216,P007,PD,0,0,EX
P000001738,P009,PD,0,0,EX
P000000654,P003,PD,0,0,EX
P000000604,P007,PD,0,0,EX
P000000448,P001,PD,0,0,EX
P000000730,P004,PD,0,0,EX
P000001230,P004,PD,0,0,EX
P000000380,P010,VB,0,0,EX
P000000619,P008,PD,0,0,EX
P000001942,P004,PD,0,0,EX
P000000019,P005,PD,0,0,EX
P000000196,P004,PD,0,0,EX
P000001094,P006,PD,0,0,EX
P000001924,P004,PD,0,0,EX
P000000489,P009,VB,0,0,EX
P000000779,P006,VB,0,0,EX
P000001451,P007,VB,0,0,EX
P000001208,P006,PD,0,0,EX
P000000958,P007,PD,0,0,EX
P000000909,P005,PD,0,0,EX
P000001364,P005,PD,0,0,EX
P000000002,P003,PD,0,0,EX
P000001294,P010,PD,0,0,EX
P000001459,P001,PD,0,0,EX
P000001123,P003,PD,0,0,EX
P000000541,P001,PD,0,0,EX
P000000119,P002,PD,0,0,EX
P000001434,P007,VB,0,0,EX
P000000534,P010,PD,0,0,EX
P000000490,P003,PD,0,0,EX
P000000888,P007,PD,0,0,EX
P000001140,P005,PD,0,0,EX
P000000332,P005,PD,0,0,EX
P000001123,P004,VB,0,0,EX
P000001044,P007,PD,0,0,EX
P000000031,P004,PD,0,0,EX
P000000572,P002,PD,0,0,EX
P000001629,P009,PD,0,0,EX
P000001189,P009,VB,0,0,EX
P000000946,P009,VB,0,0,EX
P000001442,P005,PD,0,0,EX
P000001280,P008,VB,0,0,EX
P000001230,P003,PD,0,0,EX
P000000238,P002,PD,0,0,EX
P000001809,P004,VB,0,0,EX
P000001557,P003,PD,0,0,EX
P000001599,P001,PD,0,0,EX
P000001006,P007,VB,0,0,EX
P000001486,P010,VB,0,0,EX
P000000183,P010,PD,0,0,EX
P000001794,P001,PD,0,0,EX
P000000386,P010,VB,0,0,EX
P000000454,P001,VB,0,0,EX
P000001141,P004,VB,0,0,EX
P000001404,P006,PD,0,0,EX
P000000674,P007,PD,0,0,EX
P000001408,P008,PD,0,0,EX
P000001344,P002,VB,0,0,EX
P000001314,P009,PD,0,0,EX
P000001842,P002,PD,0,0,EX
P000000630,P009,PD,0,0,EX
P000001254,P010,PD,0,0,EX
P000001561,P010,VB,0,0,EX
P000001003,P005,PD,0,0,EX
P000000717,P010,PD,0,0,EX
P000000794,P001,PD,0,0,EX
P000000559,P003,VB,0,0,EX
P000001718,P006,PD,0,0,EX
P000001265,P010,PD,0,0,EX
P000000359,P008,PD,0,0,EX
P000001707,P010,PD,0,0,EX
P000000182,P008,PD,0,0,EX
P000001513,P004,PD,0,0,EX
P000001538,P006,VB,0,0,EX
P000000008,P010,PD,0,0,EX
P000001698,P010,PD,0,0,EX
P000000582,P004,PD,0,0,EX
P000000163,P009,PD,0,0,EX
P000000706,P007,PD,0,0,EX
P000001909,P001,PD,0,0,EX
P000001853,P001,PD,0,0,EX
P000001185,P003,PD,0,0,EX
P000001225,P003,VB,0,0,EX
P000000923,P001,PD,0,0,EX
P000001090,P010,PD,0,0,EX
P000000506,P008,PD,0,0,EX
P000000315,P005,VB,0,0,EX
P000000983,P007,PD,0,0,EX
P000001881,P006,PD,0,0,EX
P000000544,P002,VB,0,0,EX
P000000326,P001,VB,0,0,EX
P000000016,P009,PD,0,0,EX
P000001290,P003,PD,0,0,EX
P000001264,P008,PD,0,0,EX
P000000742,P001,PD,0,0,EX
P000001231,P005,PD,0,0,EX
P000001762,P007,PD,0,0,EX
P000001188,P009,VB,0,0,EX
P000001558,P008,VB,0,0,EX
P000000035,P003,PD,0,0,EX
P000000761,P009,PD,0,0,EX
P000000144,P005,PD,0,0,EX
P000000951,P008,PD,0,0,EX
P000000067,P001,PD,0,0,EX
P000000898,P008,PD,0,0,EX
P000001182,P007,PD,0,0,EX
P000000101,P004,PD,0,0,EX
P000001638,P009,PD,0,0,EX
P000001468,P006,VB,0,0,EX
P000001144,P009,PD,0,0,EX
P000000396,P002,PD,0,0,EX
P000000194,P007,PD,0,0,EX
P000001331,P009,PD,0,0,EX
P000001828,P010,PD,0,0,EX
P000000308,P004,VB,0,0,EX
P000000917,P001,PD,0,0,EX
P000001084,P003,PD,0,0,EX
P000001374,P005,PD,0,0,EX
P000000289,P005,PD,0,0,EX
P000001718,P003,PD,0,0,EX
P000000439,P009,PD,0,0,EX
P000001835,P002,PD,0,0,EX
P000000993,P007,VB,0,0,EX
P000000898,P005,PD,0,0,EX
P000000157,P001,PD,0,0,EX
P000001810,P008,PD,0,0,EX
P000001743,P008,PD,0,0,EX
P000000793,P008,PD,0,0,EX
P000001366,P009,PD,0,0,EX
P000000322,P010,PD,0,0,EX
P000001078,P006,PD,0,0,EX
P000000860,P005,VB,0,0,EX
P000000168,P010,PD,0,0,EX
P000001033,P006,PD,0,0,EX
P000001633,P009,PD,0,0,EX
P000001261,P005,PD,0,0,EX
P000001376,P004,PD,0,0,EX
P000000425,P004,PD,0,0,EX
P000001415,P007,PD,0,0,EX
P000001991,P010,PD,0,0,EX
P000001201,P007,PD,0,0,EX
P000001989,P004,PD,0,0,EX
P000000664,P007,PD,0,0,EX
P000000399,P008,VB,0,0,EX
P000000736,P005,PD,0,0,EX
P000000196,P002,PD,0,0,EX
P000000069,P005,PD,0,0,EX
P000001281,P006,PD,0,0,EX
P000001465,P005,PD,0,0,EX
P000000986,P003,VB,0,0,EX
P000000196,P005,VB,0,0,EX
P000001887,P005,PD,0,0,EX
P000000198,P005,PD,0,0,EX
P000001365,P004,PD,0,0,EX
P000001456,P009,PD,0,0,EX
P000001337,P010,PD,0,0,EX
P000000601,P001,PD,0,0,EX
P000001574,P002,PD,0,0,EX
P000001928,P009,VB,0,0,EX
P000000742,P007,VB,0,0,EX
P000001359,P008,PD,0,0,EX
P000001479,P002,PD,0,0,EX
P000001374,P007,PD,0,0,EX
P000001246,P001,PD,0,0,EX
P000000919,P002,VB,0,0,EX
P000000838,P002,PD,0,0,EX
P000000636,P006,PD,0,0,EX
P000001981,P002,PD,0,0,EX
P000000311,P002,VB,0,0,EX
P000000398,P010,VB,0,0,EX
P000001064,P004,PD,0,0,EX
P000000317,P004,PD,0,0,EX
P000000195,P006,VB,0,0,EX
P000001033,P008,PD,0,0,EX
P000001968,P007,VB,0,0,EX
P000001418,P006,PD,0,0,EX
P000001544,P001,PD,0,0,EX
P000001602,P006,PD,0,0,EX
P000000192,P005,PD,0,0,EX
P000000842,P009,VB,0,0,EX
P000000754,P002,VB,0,0,EX
P000001699,P005,PD,0,0,EX
P000001602,P008,PD,0,0,EX
P000001961,P004,VB,0,0,EX
P000001905,P001,PD,0,0,EX
P000001662,P004,VB,0,0,EX
P000000376,P005,PD,0,0,EX
P000000155,P003,PD,0,0,EX
P000001216,P005,PD,0,0,EX
P000000189,P010,PD,0,0,EX
P000001450,P010,PD,0,0,EX
P000001350,P010,PD,0,0,EX
P000000443,P003,VB,0,0,EX
P000000263,P003,VB,0,0,EX
P000001013,P010,VB,0,0,EX
P000000510,P005,PD,0,0,EX
P000001701,P004,VB,0,0,EX
P000001288,P006,PD,0,0,EX
P000000427,P009,PD,0,0,EX
P000000456,P003,VB,0,0,EX
P000001645,P002,VB,0,0,EX
P000000093,P005,VB,0,0,EX
P000000238,P003,PD,0,0,EX
P000000794,P009,PD,0,0,EX
P000001888,P001,PD,0,0,EX
P000000657,P009,PD,0,0,EX
P000000637,P009,VB,0,0,EX
P000000625,P001,PD,0,0,EX
P000001912,P004,VB,0,0,EX
P000001543,P010,PD,0,0,EX
P000000509,P008,PD,0,0,EX
P000001298,P005,PD,0,0,EX
P000000525,P010,PD,0,0,EX
P000000075,P002,PD,0,0,EX
P000000228,P002,VB,0,0,EX
P000000765,P001,PD,0,0,EX
P000001396,P010,PD,0,0,EX
P000000829,P006,PD,0,0,EX
P000000502,P003,PD,0,0,EX
P000001661,P004,PD,0,0,EX
P000000179,P005,VB,0,0,EX
P000001259,P005,VB,0,0,EX
P000001771,P008,VB,0,0,EX
P000000042,P008,PD,0,0,EX
P000001655,P008,PD,0,0,EX
P000001041,P009,PD,0,0,EX
P000001409,P002,PD,0,0,EX
P000001263,P010,VB,0,0,EX
P000001179,P007,PD,0,0,EX
P000001599,P003,PD,0,0,EX
P000001649,P009,PD,0,0,EX
P000001890,P001,VB,0,0,EX
P000000790,P001,PD,0,0,EX
P000000132,P010,PD,0,0,EX
P000000159,P008,PD,0,0,EX
P000000853,P008,PD,0,0,EX
P000001303,P009,PD,0,0,EX
P000000186,P006,PD,0,0,EX
P000001750,P002,PD,0,0,EX
P000001163,P004,PD,0,0,EX
P000001596,P009,PD,0,0,EX
P000000780,P006,PD,0,0,EX
P000001185,P010,VB,0,0,EX
P000000812,P007,VB,0,0,EX
P000001524,P006,PD,0,0,EX
P000000267,P001,PD,0,0,EX
P000000028,P008,VB,0,0,EX
P000000979,P008,VB,0,0,EX
P000001892,P002,VB,0,0,EX
P000000754,P007,PD,0,0,EX
P000001117,P001,VB,0,0,EX
P000000428,P001,VB,0,0,EX
P000001550,P008,VB,0,0,EX
P000001302,P010,PD,0,0,EX
P000000630,P001,PD,0,0,EX
P000001046,P009,PD,0,0,EX
P000001155,P005,VB,0,0,EX
P000001850,P006,VB,0,0,EX
P000001038,P006,PD,0,0,EX
P000001678,P009,PD,0,0,EX
P000000940,P007,VB,0,0,EX
P000000063,P004,PD,0,0,EX
P000000171,P002,PD,0,0,EX
P000000453,P002,PD,0,0,EX
P000000175,P004,PD,0,0,EX
P000000356,P005,PD,0,0,EX
P000000119,P007,PD,0,0,EX
P000001207,P010,PD,0,0,EX
P000001343,P008,VB,0,0,EX
P000000056,P003,PD,0,0,EX
P000001089,P010,PD,0,0,EX
P000000832,P002,VB,0,0,EX
P000001692,P008,PD,0,0,EX
P000000359,P001,VB,0,0,EX
P000001017,P007,VB,0,0,EX
P000000849,P001,PD,0,0,EX
P000001814,P006,PD,0,0,EX
P000001265,P006,VB,0,0,EX
P000000680,P006,PD,0,0,EX
P000000205,P010,VB,0,0,EX
P000001849,P009,PD,0,0,EX
P000000681,P001,PD,0,0,EX
P000000870,P009,PD,0,0,EX
P000001081,P006,PD,0,0,EX
P000000533,P009,PD,0,0,EX
P000001177,P003,PD,0,0,EX
P000000255,P002,PD,0,0,EX
P000000522,P008,VB,0,0,EX
P000000476,P001,VB,0,0,EX
P000000295,P005,VB,0,0,EX
P000000477,P008,PD,0,0,EX
P000000541,P009,PD,0,0,EX
P000001819,P002,PD,0,0,EX
P000000177,P003,PD,0,0,EX
P000001315,P009,PD,0,0,EX
P000000486,P002,PD,0,0,EX
P000001695,P004,PD,0,0,EX
P000001763,P002,PD,0,0,EX
P000001196,P009,PD,0,0,EX
P000001569,P006,PD,0,0,EX
P000000561,P009,PD,0,0,EX
P000001362,P004,PD,0,0,EX
P000001762,P002,PD,0,0,EX
P000000150,P002,PD,0,0,EX
P000001845,P008,PD,0,0,EX
P000001378,P008,PD,0,0,EX
P000001299,P006,PD,0,0,EX
P000001906,P009,PD,0,0,EX
P000000850,P008,PD,0,0,EX
P000001081,P007,PD,0,0,EX
P000000102,P002,PD,0,0,EX
P000000203,P003,PD,0,0,EX
P000000374,P008,PD,0,0,EX
P000000019,P007,PD,0,0,EX
P000001341,P010,VB,0,0,EX
P000001483,P010,PD,0,0,EX
P000000587,P007,PD,0,0,EX
P000001331,P003,PD,0,0,EX
P000000880,P003,PD,0,0,EX
P000000996,P004,PD,0,0,EX
P000001668,P008,PD,0,0,EX
P000001706,P001,VB,0,0,EX
P000001964,P002,PD,0,0,EX
P000001310,P003,PD,0,0,EX
P000001598,P008,PD,0,0,EX
P000000377,P005,PD,0,0,EX
P000001008,P009,PD,0,0,EX
P000000579,P006,VB,0,0,EX
P000000096,P009,PD,0,0,EX
P000001299,P003,PD,0,0,EX
P000000277,P005,PD,0,0,EX
P000001696,P005,VB,0,0,EX
P000001045,P004,VB,0,0,EX
P000001598,P004,PD,0,0,EX
P000001475,P006,VB,0,0,EX
P000000288,P004,PD,0,0,EX
P000001731,P005,VB,0,0,EX
P000000382,P007,PD,0,0,EX
P000001521,P003,PD,0,0,EX
P000001621,P003,PD,0,0,EX
P000000559,P008,VB,0,0,EX
P000000724,P009,PD,0,0,EX
P000000476,P008,PD,0,0,EX
P000001700,P001,PD,0,0,EX
P000000590,P007,PD,0,0,EX
P000000622,P004,VB,0,0,EX
P000001569,P002,PD,0,0,EX
P000001272,P009,PD,0,0,EX
P000000775,P001,PD,0,0,EX
P000001083,P007,PD,0,0,EX
P000000427,P004,PD,0,0,EX
P000000985,P006,VB,0,0,EX
P000000338,P005,PD,0,0,EX
P000001848,P001,PD,0,0,EX
P000001962,P004,VB,0,0,EX
P000000672,P005,VB,0,0,EX
P000001263,P002,PD,0,0,EX
P000000663,P009,PD,0,0,EX
P000000949,P010,VB,0,0,EX
P000000212,P006,PD,0,0,EX
P000001661,P001,PD,0,0,EX
P000001213,P002,PD,0,0,EX
P000001192,P006,VB,0,0,EX
P000001939,P006,VB,0,0,EX
P000001279,P003,PD,0,0,EX
P000000914,P006,PD,0,0,EX
P000000902,P008,PD,0,0,EX
P000001639,P008,PD,0,0,EX
P000000288,P007,PD,0,0,EX
P000001075,P010,PD,0,0,EX
P000001247,P005,VB,0,0,EX
P000001126,P009,VB,0,0,EX
P000001812,P006,PD,0,0,EX
P000001591,P003,PD,0,0,EX
P000001424,P006,PD,0,0,EX
P000000722,P010,VB,0,0,EX
P000001363,P007,PD,0,0,EX
P000001979,P009,VB,0,0,EX
P000000772,P010,PD,0,0,EX
P000001824,P007,VB,0,0,EX
P000000949,P003,PD,0,0,EX
P000000122,P009,PD,0,0,EX
P000000125,P001,PD,0,0,EX
P000001534,P009,PD,0,0,EX
P000001796,P007,VB,0,0,EX
P000001572,P006,PD,0,0,EX
P000001096,P002,PD,0,0,EX
P000000405,P007,PD,0,0,EX
P000001261,P008,PD,0,0,EX
P000001201,P002,VB,0,0,EX
P000001203,P002,PD,0,0,EX
P000000539,P006,PD,0,0,EX
P000000490,P008,PD,0,0,EX
P000001413,P006,PD,0,0,EX
P000001836,P009,PD,0,0,EX
P000000976,P010,PD,0,0,EX
P000000244,P008,PD,0,0,EX
P000001379,P001,PD,0,0,EX
P000001512,P005,PD,0,0,EX
P000000091,P003,PD,0,0,EX
P000001708,P006,PD,0,0,EX
P000001757,P003,PD,0,0,EX
P000001839,P002,VB,0,0,EX
P000000400,P004,PD,0,0,EX
P000001754,P010,PD,0,0,EX
P000000431,P003,PD,0,0,EX
P000001951,P005,PD,0,0,EX
P000000366,P003,PD,0,0,EX
P000001419,P008,PD,0,0,EX
P000001471,P006,PD,0,0,EX
P000000642,P004,PD,0,0,EX
P000001637,P010,PD,0,0,EX
P000001211,P009,VB,0,0,EX
P000001206,P001,PD,0,0,EX
P000001553,P010,PD,0,0,EX
P000000008,P008,VB,0,0,EX
P000001050,P003,VB,0,0,EX
P000001605,P003,PD,0,0,EX
P000000903,P002,PD,0,0,EX
P000000851,P009,PD,0,0,EX
P000001957,P006,PD,0,0,EX
P000000719,P008,PD,0,0,EX
P000000795,P002,PD,0,0,EX
P000001457,P002,PD,0,0,EX
P000001495,P009,PD,0,0,EX
P000000301,P007,VB,0,0,EX
P000001449,P001,PD,0,0,EX
P000000027,P001,PD,0,0,EX
P000000339,P002,VB,0,0,EX
P000000188,P002,VB,0,0,EX
P000001481,P009,PD,0,0,EX
P000001277,P006,PD,0,0,EX
P000000528,P007,VB,0,0,EX
P000001594,P010,PD,0,0,EX
P000001730,P007,PD,0,0,EX
P000000931,P002,VB,0,0,EX
P000000859,P005,PD,0,0,EX
P000000506,P007,PD,0,0,EX
P000000190,P008,PD,0,0,EX
P000001987,P003,VB,0,0,EX
P000000943,P009,PD,0,0,EX
P000001082,P003,VB,0,0,EX
P000001004,P001,PD,0,0,EX
P000000330,P006,VB,0,0,EX
P000001854,P005,PD,0,0,EX
P000000392,P009,PD,0,0,EX
P000000509,P002,PD,0,0,EX
P000001094,P001,PD,0,0,EX
P000000753,P002,PD,0,0,EX
P000000989,P008,PD,0,0,EX
P000000375,P001,VB,0,0,EX
P000001833,P004,PD,0,0,EX
P000000421,P003,PD,0,0,EX
P000001065,P005,PD,0,0,EX
P000000474,P008,PD,0,0,EX
P000000718,P007,VB,0,0,EX
P000000445,P009,PD,0,0,EX
P000000240,P005,PD,0,0,EX
P000000723,P005,PD,0,0,EX
P000001672,P006,VB,0,0,EX
P000001513,P002,PD,0,0,EX
P000000331,P001,VB,0,0,EX
P000000262,P006,PD,0,0,EX
P000000338,P008,PD,0,0,EX
P000001605,P002,PD,0,0,EX
P000001174,P002,VB,0,0,EX
P000000992,P002,PD,0,0,EX
P000001345,P007,PD,0,0,EX
P000001779,P004,VB,0,0,EX
P000000490,P006,PD,0,0,EX
P000001812,P003,PD,0,0,EX
P000001072,P007,VB,0,0,EX
P000000785,P008,VB,0,0,EX
P000000399,P009,VB,0,0,EX
P000001664,P008,PD,0,0,EX
P000000714,P003,VB,0,0,EX
P000000828,P001,PD,0,0,EX
P000000323,P005,PD,0,0,EX
P000000488,P002,PD,0,0,EX
P000000958,P003,PD,0,0,EX
P000001266,P009,VB,0,0,EX
P000000903,P003,VB,0,0,EX
P000000125,P008,PD,0,0,EX
P000001458,P009,PD,0,0,EX
P000000194,P006,PD,0,0,EX
P000000392,P003,VB,0,0,EX
P000001516,P007,PD,0,0,EX
P000000833,P002,PD,0,0,EX
P000000666,P010,PD,0,0,EX
P000001246,P005,PD,0,0,EX
P000000362,P010,PD,0,0,EX
P000001244,P005,VB,0,0,EX
P000000945,P005,PD,0,0,EX
P000001105,P006,PD,0,0,EX
P000001200,P003,PD,0,0,EX
P000001102,P010,PD,0,0,EX
P000000970,P010,PD,0,0,EX
P000000273,P007,VB,0,0,EX
P000001954,P003,PD,0,0,EX
P000000743,P007,VB,0,0,EX
P000000268,P010,PD,0,0,EX
P000001705,P008,PD,0,0,EX
P000001025,P005,PD,0,0,EX
P000000940,P002,PD,0,0,EX
P000001224,P001,PD,0,0,EX
P000001657,P007,VB,0,0,EX
P000001698,P008,PD,0,0,EX
P000000141,P003,PD,0,0,EX
P000000609,P010,VB,0,0,EX
P000001984,P010,PD,0,0,EX
P000001843,P006,PD,0,0,EX
P000000588,P004,PD,0,0,EX
P000001674,P002,PD,0,0,EX
P000000568,P007,PD,0,0,EX
P000001848,P004,VB,0,0,EX
P000000145,P009,PD,0,0,EX
P000000876,P004,VB,0,0,EX
P000000358,P004,VB,0,0,EX
P000000008,P004,PD,0,0,EX
P000001426,P009,PD,0,0,EX
P000000392,P010,PD,0,0,EX
P000000082,P010,PD,0,0,EX
P000000065,P006,PD,0,0,EX
P000000746,P005,PD,0,0,EX
P000001372,P003,PD,0,0,EX
P000000508,P010,PD,0,0,EX
P000000067,P004,PD,0,0,EX
P000001906,P007,PD,0,0,EX
P000000387,P009,PD,0,0,EX
P000001824,P004,PD,0,0,EX
P000000126,P003,PD,0,0,EX
P000001934,P006,PD,0,0,EX
P000000195,P010,PD,0,0,EX
P000001120,P003,PD,0,0,EX
P000000572,P008,PD,0,0,EX
P000001121,P007,PD,0,0,EX
P000001526,P005,PD,0,0,EX
P000000978,P009,PD,0,0,EX
P000001108,P005,PD,0,0,EX
P000000737,P009,VB,0,0,EX
P000001531,P001,PD,0,0,EX
P000001879,P006,VB,0,0,EX
P000001156,P010,PD,0,0,EX
P000000174,P005,PD,0,0,EX
P000000108,P004,VB,0,0,EX
P000000002,P009,VB,0,0,EX
P000001007,P001,PD,0,0,EX
P000000492,P007,PD,0,0,EX
P000001860,P010,PD,0,0,EX
P000000811,P007,VB,0,0,EX
P000000483,P002,PD,0,0,EX
P000001687,P003,PD,0,0,EX
P000001871,P007,VB,0,0,EX
P000001681,P004,PD,0,0,EX
P000000058,P004,PD,0,0,EX
P000000229,P010,PD,0,0,EX
P000001902,P009,PD,0,0,EX
P000000583,P002,PD,0,0,EX
P000001438,P010,PD,0,0,EX
P000001980,P001,PD,0,0,EX
P000000885,P009,PD,0,0,EX
P000000668,P009,PD,0,0,EX
P000000375,P010,PD,0,0,EX
P000000660,P009,PD,0,0,EX
P000000065,P005,PD,0,0,EX
P000001673,P004,VB,0,0,EX
P000000762,P005,PD,0,0,EX
P000000792,P001,PD,0,0,EX
P000001540,P007,PD,0,0,EX
P000000554,P008,PD,0,0,EX
P000000470,P009,VB,0,0,EX
P000000119,P006,PD,0,0,EX
P000001658,P009,VB,0,0,EX
P000000391,P006,PD,0,0,EX
P000000169,P004,PD,0,0,EX
P000001316,P002,PD,0,0,EX
P000001403,P006,VB,0,0,EX
P000000654,P010,VB,0,0,EX
P000000703,P001,VB,0,0,EX
P000001536,P003,VB,0,0,EX
P000000603,P004,PD,0,0,EX
P000001963,P001,VB,0,0,EX
P000001071,P001,VB,0,0,EX
