BP_NUMBER,COMPANY_CODE,RECONCILIATION_ACCOUNT,PAYMENT_TERMS,CURRENCY
0000003637,3000,688641,NT90,KRW
0000004698,3000,541252,0001,JPY
0000004983,5000,090556,NT90,CAD
0000003090,2000,149286,0003,USD
0000003992,1000,529775,0001,CAD
0000004119,5000,232412,NT60,AUD
0000004126,1000,766721,0002,USD
0000004711,1000,387001,NT90,CHF
0000004616,1000,636984,NT60,CAD
0000004112,3000,611170,NT90,KRW
0000004647,4000,547895,0001,KRW
0000003595,5000,057777,NT30,EUR
0000003758,4000,786611,NT90,CNY
0000003484,1000,974608,NT30,BRL
0000004218,1000,335184,NT90,KRW
0000003124,1000,042573,NT30,CAD
0000004513,4000,284452,NT90,USD
0000003400,1000,539471,2/10,GBP
0000004167,1000,615865,NT60,CHF
0000004867,1000,730816,NT30,AUD
0000003778,4000,116874,2/10,EUR
0000004739,2000,316409,0002,CHF
0000004541,3000,357369,NT60,USD
0000004680,3000,000072,0003,JPY
0000003431,4000,322184,2/10,GBP
0000003147,5000,563064,NT60,KRW
0000003045,1000,718583,2/10,BRL
0000004360,4000,074245,NT30,JPY
0000004920,1000,552489,2/10,CAD
0000003118,3000,901300,NT60,KRW
0000004899,1000,410972,0001,BRL
0000004887,5000,048056,0003,BRL
0000004202,3000,227249,NT60,USD
0000003737,3000,124048,2/10,EUR
0000004413,2000,170336,NT60,CAD
0000003006,4000,494292,0001,USD
0000004010,1000,795494,0003,JPY
0000003386,2000,340384,NT60,EUR
0000003183,2000,301408,NT60,CNY
0000004615,2000,359939,NT30,AUD
0000004940,5000,360541,NT60,CNY
0000004622,2000,564862,0001,AUD
0000003962,2000,657572,0001,AUD
0000004897,4000,529056,NT30,GBP
0000004030,2000,465983,NT60,GBP
0000004450,3000,466023,NT90,CHF
0000003381,4000,710079,NT30,USD
0000004533,3000,564707,0002,GBP
0000004570,3000,009634,0002,EUR
0000004901,2000,241768,2/10,EUR
0000004400,4000,415014,NT60,EUR
0000004463,4000,424677,NT90,CHF
0000004659,1000,701854,0003,AUD
0000003936,3000,577789,NT60,BRL
0000004822,1000,120089,0001,CAD
0000003526,2000,487541,NT60,CNY
0000003572,2000,116356,NT60,BRL
0000003439,5000,444949,0002,JPY
0000003116,4000,968646,0003,KRW
0000004632,2000,706963,0003,EUR
0000004427,3000,373536,2/10,CNY
0000003866,3000,923936,0003,BRL
0000004039,3000,046687,NT90,CAD
0000003909,4000,297703,0002,AUD
0000004339,3000,306135,NT90,BRL
0000004319,2000,979134,0003,GBP
0000003097,2000,840689,0002,AUD
0000004609,2000,480012,0002,USD
0000003162,2000,630107,0003,GBP
0000004949,1000,275581,NT60,KRW
0000003710,3000,913654,NT60,GBP
0000004497,1000,265769,NT90,CAD
0000003827,5000,767483,0003,CHF
0000004045,2000,790822,0002,GBP
0000004158,3000,958264,NT60,JPY
0000004738,2000,528232,0001,KRW
0000004967,4000,123278,NT60,EUR
0000003759,3000,869964,0002,CNY
0000003925,2000,290425,2/10,EUR
0000004608,4000,127272,0001,GBP
0000003652,2000,863492,NT30,JPY
0000003949,3000,244120,NT90,BRL
0000003478,1000,905176,0001,KRW
0000004597,5000,693013,0001,USD
0000003449,5000,033856,0003,AUD
0000003364,3000,549039,0001,CHF
0000003893,3000,097944,0001,EUR
0000004734,1000,259021,NT30,BRL
0000003060,5000,029061,NT90,JPY
0000003715,5000,819956,NT90,AUD
0000004617,2000,130171,0001,CAD
0000004527,3000,337143,NT60,AUD
0000004134,5000,507362,0001,JPY
0000004252,5000,844981,0001,BRL
0000003956,5000,417017,0001,CAD
0000004230,1000,230538,0002,GBP
0000004534,5000,123942,0002,EUR
0000003790,2000,758483,0002,AUD
0000003128,2000,640722,0001,KRW
0000003726,2000,099371,NT60,KRW
0000003738,1000,221762,2/10,AUD
0000003173,1000,214965,0002,KRW
0000004951,2000,255877,0003,CHF
0000003374,1000,722414,0001,USD
0000003104,2000,094710,NT30,GBP
0000004901,4000,398300,NT60,CAD
0000004059,2000,143897,0001,EUR
0000004913,1000,585253,NT90,CNY
0000004135,3000,656402,0003,CHF
0000004203,3000,823060,0001,GBP
0000004000,4000,873693,NT90,CHF
0000004692,3000,074034,0002,JPY
0000003470,4000,125022,NT90,USD
0000003012,4000,824272,0001,CHF
0000004975,3000,135248,0002,JPY
0000003257,1000,329534,0003,BRL
0000004508,1000,092366,0001,CHF
0000003419,3000,495641,NT60,EUR
0000004127,1000,773620,0001,CNY
0000004467,4000,390114,2/10,CAD
0000003165,1000,142732,2/10,USD
0000004813,3000,275907,NT60,BRL
0000003657,3000,672211,NT90,KRW
0000003398,2000,110382,0001,JPY
0000004100,5000,004914,NT30,CNY
0000003945,3000,056232,2/10,EUR
0000003661,3000,181985,NT90,EUR
0000004559,1000,363625,NT30,CAD
0000004898,4000,923134,NT30,CNY
0000003043,1000,259436,0003,CNY
0000004135,4000,323856,0003,BRL
0000003019,4000,425792,0002,CAD
0000003630,4000,092041,0001,KRW
0000003980,5000,045916,2/10,GBP
0000004860,3000,402210,0001,BRL
0000003824,1000,788237,NT90,KRW
0000003332,1000,985128,0003,CHF
0000003856,1000,279352,0002,CAD
0000004362,2000,230681,NT60,CHF
0000003382,2000,632604,0002,CNY
0000003054,1000,098658,0002,CNY
0000004618,3000,297215,0002,JPY
0000004663,5000,761048,NT60,GBP
0000003557,2000,539036,0003,JPY
0000004065,2000,844123,NT90,GBP
0000004071,3000,628655,NT60,CAD
0000004612,1000,079742,0002,GBP
0000003222,4000,001583,NT60,AUD
0000003636,4000,483308,NT90,GBP
0000004400,3000,203890,NT60,KRW
0000004823,4000,831835,0002,CNY
0000003559,3000,483873,0001,KRW
0000003132,1000,607604,0001,GBP
0000004027,1000,337374,2/10,USD
0000003415,5000,478887,0003,USD
0000004032,2000,423557,0002,CNY
0000004447,4000,613359,0001,KRW
0000003217,1000,727067,0002,GBP
0000004462,3000,328878,NT60,EUR
0000003257,3000,819177,NT90,CAD
0000004825,4000,079705,NT90,AUD
0000003444,1000,658124,NT90,KRW
0000004651,1000,896191,0002,USD
0000003504,2000,036768,0001,GBP
0000004676,3000,553578,0002,JPY
0000004311,3000,663607,0001,KRW
0000003611,2000,638443,NT90,GBP
0000003179,1000,069716,0001,CHF
0000003876,4000,063210,0001,USD
0000003391,4000,179691,NT30,USD
0000003530,3000,176009,NT30,CHF
0000003581,4000,808122,NT90,CHF
0000003311,5000,596060,NT60,KRW
0000004969,3000,684678,0001,KRW
0000003789,3000,319302,0003,AUD
0000003232,1000,115685,0002,JPY
0000004169,3000,739245,0001,CAD
0000003848,3000,012431,0002,GBP
0000004963,5000,329405,0003,KRW
0000003880,1000,180841,NT90,CNY
0000003497,5000,405828,NT90,KRW
0000003380,1000,454150,NT30,CNY
0000003280,4000,858131,NT30,JPY
0000004669,2000,187171,0002,CHF
0000003270,5000,000116,0002,AUD
0000004935,4000,791303,NT90,JPY
0000004334,4000,462274,NT90,CHF
0000004837,5000,419924,2/10,CAD
0000004991,1000,311996,0003,JPY
0000004116,5000,372883,0001,GBP
0000003762,4000,170774,0001,CAD
0000004865,5000,916362,2/10,BRL
0000004439,4000,196564,NT60,GBP
0000004555,5000,396393,2/10,CAD
0000004034,4000,745390,2/10,EUR
0000003855,5000,913663,NT60,CNY
0000004007,4000,590054,0003,USD
0000003854,4000,060319,NT60,KRW
0000003595,4000,972559,NT90,KRW
0000003930,3000,342521,NT30,JPY
0000004411,5000,945379,NT30,KRW
0000003485,4000,303021,NT30,GBP
0000004346,3000,091554,NT30,AUD
0000004893,3000,415492,NT30,EUR
0000003842,3000,590228,0003,EUR
0000003440,1000,035883,NT60,KRW
0000004744,5000,669116,NT90,GBP
0000004906,1000,465357,NT30,BRL
0000004834,1000,400896,NT90,EUR
0000003931,3000,902595,0002,CNY
0000004846,5000,844057,NT60,CAD
0000004382,5000,319636,NT60,AUD
0000004817,1000,992396,2/10,BRL
0000004345,5000,535183,NT60,BRL
0000003040,5000,606328,NT90,AUD
0000004038,3000,404776,0001,USD
0000003302,1000,327022,NT90,BRL
0000004012,5000,034377,0003,CAD
0000003012,3000,094430,2/10,CHF
0000004567,1000,043064,0003,KRW
0000004972,2000,656464,0003,USD
0000004451,1000,379635,0001,USD
0000004689,5000,369739,2/10,KRW
0000003009,1000,071097,0001,CHF
0000004519,2000,885793,0003,BRL
0000004393,5000,201512,0003,CAD
0000003984,4000,052945,0003,CHF
0000003285,5000,226470,NT90,BRL
0000004737,4000,105016,0001,AUD
0000003323,1000,517918,0001,CHF
0000003236,1000,382924,NT60,EUR
0000003538,4000,406961,2/10,AUD
0000004555,1000,531500,NT30,JPY
0000003493,1000,547280,NT30,AUD
0000004095,1000,388522,NT30,KRW
0000004583,3000,622567,NT90,GBP
0000004435,3000,729761,0002,GBP
0000003421,5000,537298,NT30,KRW
0000004604,5000,472011,0003,BRL
0000004466,4000,765560,0001,CAD
0000004731,2000,203816,NT30,KRW
0000003325,1000,327671,NT30,EUR
0000003971,3000,439170,0001,BRL
0000004786,2000,280326,NT30,BRL
0000004867,4000,480208,NT90,CHF
0000003018,2000,782656,0001,JPY
0000004686,3000,304545,NT30,EUR
0000003151,2000,904766,NT60,KRW
0000003568,1000,955305,0002,CNY
0000004069,1000,823201,0002,CHF
0000004925,5000,033115,0003,CHF
0000003603,1000,571821,2/10,AUD
0000004136,1000,422596,NT90,CNY
0000003490,4000,893732,NT90,CAD
0000004712,1000,603478,0002,JPY
0000004649,1000,951990,0001,AUD
0000003267,5000,125747,2/10,CHF
0000004544,4000,158885,0003,CNY
0000004515,5000,284536,0001,CNY
0000003286,4000,633782,0001,GBP
0000003800,3000,951755,NT60,USD
0000004376,2000,155253,2/10,USD
0000003278,2000,496289,NT30,JPY
0000004971,3000,153103,NT90,GBP
0000003523,1000,025735,NT60,CNY
0000004595,3000,064893,NT30,GBP
0000003904,1000,636509,2/10,GBP
0000004616,4000,781270,0002,GBP
0000003728,3000,459396,NT60,GBP
0000004005,5000,624825,0003,CHF
0000003360,4000,004317,2/10,KRW
0000004420,2000,176636,NT30,CNY
0000003631,1000,087990,2/10,EUR
0000003090,1000,398691,NT30,CHF
0000004667,5000,755696,NT60,CAD
0000004964,2000,463145,NT30,AUD
0000004747,4000,595927,NT30,CHF
0000003262,1000,424826,0002,AUD
0000003655,2000,225523,NT30,CNY
0000003353,4000,447287,0003,CNY
0000004604,3000,088117,NT90,GBP
0000003639,1000,729043,0002,KRW
0000004689,3000,457762,0002,KRW
0000004075,2000,388037,NT30,USD
0000004086,1000,111035,2/10,CNY
0000004016,2000,664591,NT30,CNY
0000004926,4000,790771,0001,CHF
0000003954,3000,944799,0003,BRL
0000003605,4000,038934,2/10,AUD
0000003169,4000,954718,0003,CAD
0000003817,4000,283571,0003,CHF
0000004393,3000,208141,2/10,CHF
0000004306,2000,902396,0002,AUD
0000003936,4000,551677,NT90,CAD
0000004510,3000,964776,NT60,BRL
0000003293,5000,269292,NT30,KRW
0000004635,2000,939921,0001,KRW
0000003670,5000,606306,0003,BRL
0000004789,4000,526946,2/10,EUR
0000004180,5000,350073,0003,BRL
0000004210,2000,946826,NT90,GBP
0000003355,4000,723956,0001,AUD
0000004820,1000,144006,NT30,GBP
0000004704,1000,341163,NT90,CNY
0000003323,4000,769550,2/10,CAD
0000004277,2000,787834,2/10,CNY
0000004926,3000,140677,NT90,USD
0000003295,4000,767693,0003,USD
0000004815,2000,449055,NT30,CNY
0000004286,3000,058210,0002,CNY
0000004592,1000,556674,NT30,CAD
0000004367,5000,020057,NT30,CAD
0000004920,5000,551591,0001,KRW
0000003519,4000,945884,0002,CAD
0000003044,4000,522488,NT60,KRW
0000004031,1000,709834,2/10,USD
0000003909,3000,405200,0003,GBP
0000004425,5000,271258,NT30,CNY
0000003788,1000,622998,0003,EUR
0000003527,1000,732123,NT90,KRW
0000003138,5000,881405,0001,CHF
0000004304,4000,623143,0001,BRL
0000003884,4000,390093,0001,BRL
0000004296,5000,034649,0002,EUR
0000004252,2000,990251,0001,USD
0000004726,5000,761993,NT60,CNY
0000004794,2000,624171,2/10,GBP
0000003224,3000,503191,NT90,GBP
0000003574,4000,640164,NT60,KRW
0000003821,1000,353215,NT60,CAD
0000003531,4000,575607,NT30,CNY
0000003091,3000,246419,0001,CNY
0000003367,4000,337363,2/10,CNY
0000003715,1000,049934,NT60,CHF
0000004737,3000,704876,0002,CAD
0000003942,2000,771747,0003,EUR
0000004603,3000,367765,NT30,GBP
0000003397,2000,028480,NT60,JPY
0000003337,2000,586729,NT90,KRW
0000003891,3000,381196,NT90,CNY
0000003109,3000,419688,0001,EUR
0000004740,2000,167979,2/10,AUD
0000003309,4000,594202,0003,EUR
0000004924,3000,557778,NT60,AUD
0000004875,5000,867267,NT60,CAD
0000003319,4000,714858,NT60,GBP
0000003815,4000,849005,NT90,CNY
0000004698,5000,657234,0002,CHF
0000003234,4000,965996,2/10,GBP
0000003839,4000,033885,0003,CNY
0000003002,1000,005537,0003,CAD
0000004794,3000,710982,2/10,CAD
0000004686,5000,193243,NT30,CNY
0000003555,5000,026505,0001,USD
0000004498,3000,998447,0001,USD
0000003799,2000,877533,NT60,USD
0000003439,4000,988227,0003,CNY
0000004484,1000,297672,NT60,CNY
0000004682,4000,596800,0002,JPY
0000004622,5000,512731,NT90,GBP
0000003560,1000,227640,NT60,BRL
0000004739,5000,450630,NT60,CNY
0000004444,3000,107535,NT30,USD
0000004242,4000,092593,NT30,KRW
0000003762,1000,596164,NT60,EUR
0000003937,5000,345630,0003,CAD
0000003144,3000,991759,0002,CHF
0000004652,1000,175397,0001,CNY
0000004114,4000,554329,NT60,AUD
0000004496,2000,461139,NT30,BRL
0000004367,1000,358498,NT60,CAD
0000003531,3000,212967,NT60,JPY
0000004005,2000,465050,NT60,USD
0000004221,3000,487207,NT30,CHF
0000004967,5000,295167,0002,USD
0000004395,1000,446112,NT90,JPY
0000003757,3000,070378,NT30,AUD
0000004413,5000,688503,0003,USD
0000003648,2000,994022,2/10,CAD
0000004458,3000,646089,NT90,CHF
0000003594,5000,775320,0003,AUD
0000004997,2000,272398,NT90,GBP
0000004779,4000,237731,NT60,BRL
0000003618,1000,216739,2/10,CAD
0000003437,1000,755565,NT90,USD
0000004890,2000,055119,0001,AUD
0000003329,5000,079584,2/10,BRL
0000004575,2000,218842,NT90,AUD
0000003958,5000,329011,2/10,KRW
0000003716,3000,866005,0003,CNY
0000003246,1000,728637,NT30,CNY
0000003089,5000,183163,NT90,JPY
0000003377,2000,247147,0003,BRL
0000004872,5000,836128,NT30,KRW
0000004770,4000,319220,NT90,BRL
0000003119,5000,726770,2/10,GBP
0000004892,4000,160243,0002,KRW
0000003141,4000,239360,0001,GBP
0000004981,3000,481053,0002,KRW
0000003260,2000,903343,0003,USD
0000004135,1000,788543,NT30,BRL
0000004418,2000,259684,NT30,CAD
0000004721,5000,599158,NT30,GBP
0000003537,3000,777061,0003,CHF
0000004483,1000,807169,NT60,KRW
0000004806,1000,073810,0001,KRW
0000004723,4000,200104,NT30,CNY
0000003202,2000,329424,NT90,CAD
0000004383,3000,413936,0001,AUD
0000004897,1000,799779,0001,KRW
0000003641,5000,076584,0003,EUR
0000003881,1000,571093,NT90,CHF
0000004529,2000,773234,NT30,CNY
0000003264,3000,659875,NT30,CAD
0000004098,5000,506306,2/10,CHF
0000003067,4000,000539,NT90,BRL
0000003078,3000,834909,0002,KRW
0000003517,5000,294550,0001,CAD
0000004298,1000,392805,NT30,GBP
0000004713,4000,888221,NT30,GBP
0000004320,5000,197410,0001,CHF
0000003395,2000,978828,NT60,CHF
0000004370,3000,213622,NT90,EUR
0000004877,3000,267830,NT30,BRL
0000004924,1000,109105,0001,EUR
0000004315,2000,520714,NT90,BRL
0000003032,5000,337239,NT90,KRW
0000003711,4000,309773,0003,BRL
0000004436,3000,687845,2/10,AUD
0000003405,4000,502639,0003,CAD
0000004240,1000,496799,0002,GBP
0000004161,1000,087092,NT90,KRW
0000004238,2000,817184,2/10,AUD
0000004500,5000,385537,NT30,KRW
0000004462,4000,468114,NT30,CAD
0000004647,2000,287495,NT90,JPY
0000003957,3000,581743,NT60,CHF
0000003259,4000,237188,2/10,AUD
0000004562,3000,878422,0001,CAD
0000003503,3000,685449,2/10,GBP
0000003807,1000,714494,0002,BRL
0000004705,5000,443347,NT60,JPY
0000003117,5000,254748,NT90,CNY
0000004932,4000,098388,2/10,BRL
0000004000,3000,432795,NT30,AUD
0000003523,3000,563699,NT30,GBP
0000003549,4000,591714,2/10,GBP
0000004058,3000,690388,NT30,BRL
0000004918,5000,714050,NT30,EUR
0000004314,5000,905047,NT30,AUD
0000003019,3000,106435,0002,USD
0000004008,4000,621961,NT60,AUD
0000004550,4000,188007,NT60,CNY
0000003413,5000,654113,NT60,GBP
0000003869,3000,577569,NT30,AUD
0000004410,2000,701080,0002,CAD
0000003147,3000,999473,0002,JPY
0000003331,5000,978627,2/10,KRW
0000004844,2000,158057,NT60,EUR
0000004386,3000,117516,NT90,AUD
0000003210,4000,589766,2/10,USD
0000004907,4000,913954,2/10,EUR
0000003735,3000,023494,0003,AUD
0000004270,5000,962769,0001,EUR
0000003725,5000,290991,NT60,GBP
0000004882,3000,787451,2/10,GBP
0000003133,5000,846097,0002,GBP
0000003678,5000,004832,0002,KRW
0000003009,5000,085432,0003,EUR
0000004901,1000,940133,NT90,KRW
0000004224,2000,295462,0001,BRL
0000003697,1000,312034,NT60,JPY
0000003781,2000,635850,2/10,BRL
0000003729,3000,649681,2/10,USD
0000003970,3000,832290,NT90,GBP
0000004214,4000,272286,0003,GBP
0000003756,3000,980387,NT90,KRW
0000004005,4000,205119,2/10,KRW
0000003242,4000,220310,0001,CNY
0000003688,5000,857128,NT60,BRL
0000004075,3000,358870,0002,GBP
0000003911,2000,980501,0002,CHF
0000003939,1000,942111,NT60,BRL
0000004228,1000,091959,NT60,CAD
0000003749,1000,166925,0003,USD
0000004843,4000,080520,2/10,JPY
0000003980,2000,406542,NT90,GBP
0000004250,5000,579332,NT60,USD
0000003253,3000,388343,0001,BRL
0000004879,4000,970657,NT60,CHF
0000003865,1000,881459,0003,CAD
0000004520,4000,823258,NT30,USD
0000004510,2000,276667,0001,AUD
0000004538,4000,111171,2/10,KRW
0000003966,5000,235100,NT30,GBP
0000004219,4000,656638,0003,BRL
0000004979,5000,221415,2/10,EUR
0000003832,5000,163212,NT60,GBP
0000003133,2000,951056,NT30,BRL
0000003922,5000,255968,NT90,BRL
0000003431,1000,089558,NT30,EUR
0000004866,2000,590280,NT60,EUR
0000003020,3000,874968,NT60,EUR
0000004409,3000,217050,0001,USD
0000003155,1000,019004,0003,CAD
0000004590,3000,240880,0002,KRW
0000003802,5000,733617,0003,CNY
0000004590,4000,956888,0001,AUD
0000003852,1000,043431,NT90,KRW
0000004811,3000,713446,NT30,CNY
0000004851,1000,735550,NT30,CAD
0000003084,5000,981877,NT90,JPY
0000004215,2000,733297,0003,KRW
0000003206,5000,079467,NT30,KRW
0000004847,1000,588873,0001,BRL
0000003366,5000,656037,2/10,CHF
0000004673,3000,495578,0003,USD
0000003476,5000,260486,0001,USD
0000004249,5000,510909,0003,USD
0000004783,4000,894351,0001,GBP
0000003210,1000,649120,NT30,CHF
0000004795,4000,077278,0003,USD
0000003096,2000,815637,0002,JPY
0000003392,3000,404153,NT30,EUR
0000003713,5000,298659,0003,GBP
0000003191,1000,555956,NT30,AUD
0000003566,5000,728791,0003,CHF
0000003977,5000,418726,0003,JPY
0000003986,5000,976338,NT60,CHF
0000003740,2000,940692,0001,CAD
0000003108,5000,874839,NT30,AUD
0000004431,5000,596315,NT30,BRL
0000004451,2000,164274,NT90,KRW
0000004227,5000,734465,NT60,EUR
0000004822,2000,498638,NT90,CAD
0000003719,1000,705726,NT60,CHF
0000003080,3000,341523,NT90,KRW
0000004398,5000,661267,NT30,BRL
0000004460,5000,136004,NT60,JPY
0000003782,2000,716727,0002,BRL
0000004997,1000,309995,NT30,JPY
0000004545,1000,938740,NT60,CAD
0000004333,1000,062502,0001,BRL
0000004784,2000,032475,2/10,GBP
0000004491,5000,221054,NT90,CNY
0000004371,5000,098695,NT90,AUD
0000003833,5000,625392,NT30,KRW
0000003262,3000,910534,0001,EUR
0000003401,3000,137893,NT30,GBP
0000003041,2000,111862,NT90,EUR
0000004264,5000,496485,0001,KRW
0000003765,3000,948255,NT30,JPY
0000003277,2000,034827,NT60,EUR
0000003961,5000,686438,NT60,GBP
0000004569,4000,278749,0002,EUR
0000003680,5000,482694,2/10,USD
0000004500,1000,851840,NT60,CNY
0000004713,5000,595901,NT60,GBP
0000003245,4000,009175,0003,BRL
0000003191,4000,917157,NT30,AUD
0000004771,1000,540735,0001,CHF
0000003053,5000,167412,0002,CAD
0000004618,5000,619559,NT90,KRW
0000004464,4000,343794,0001,GBP
0000003079,5000,839216,NT60,JPY
0000003548,4000,535601,0001,GBP
0000003443,3000,978395,0003,AUD
0000004827,5000,056778,0002,EUR
0000003256,2000,178500,NT30,CAD
0000003706,4000,201781,0003,CHF
0000003719,2000,827909,0003,CAD
0000004891,3000,649770,0001,CAD
0000003976,1000,190264,0003,CNY
0000003476,2000,273307,0003,BRL
0000003665,1000,824278,0001,KRW
0000003748,2000,230072,0003,BRL
0000004219,5000,725036,NT30,USD
0000004366,2000,380988,NT60,CHF
0000004824,2000,333463,0002,CHF
0000003653,1000,548352,NT60,BRL
0000003414,1000,225759,0002,EUR
0000004451,5000,734254,0003,GBP
0000004669,3000,100738,0002,CHF
0000004821,1000,198385,2/10,USD
0000004080,5000,327455,0002,CAD
0000003898,1000,633922,0003,BRL
0000003800,4000,851011,0002,USD
0000004824,1000,108054,NT30,BRL
0000003282,3000,337158,NT90,GBP
0000003299,4000,822037,2/10,USD
0000003461,5000,788531,0002,USD
0000004074,1000,133996,0001,USD
0000004486,1000,478562,0002,CHF
0000004460,4000,107779,0001,CHF
0000003433,2000,393645,0002,AUD
0000003128,5000,298280,NT30,CAD
0000003946,1000,945998,0003,GBP
0000003508,3000,362327,0001,USD
0000003302,2000,810727,0003,EUR
0000004480,3000,532013,NT60,EUR
0000004223,4000,100497,NT30,EUR
0000003982,2000,576909,0001,GBP
0000004165,5000,407578,0003,GBP
0000003566,4000,110103,NT90,AUD
0000004834,4000,942546,0003,AUD
0000004355,4000,944768,0001,CHF
0000003488,2000,618185,NT30,GBP
0000003462,1000,802391,NT30,CNY
0000004970,4000,301906,NT30,EUR
0000003220,4000,409717,NT90,USD
0000003265,5000,888678,NT60,JPY
0000003889,5000,366324,2/10,GBP
0000003171,4000,872395,0001,JPY
0000003950,2000,689403,2/10,EUR
0000004365,1000,535369,NT90,BRL
0000003664,2000,318604,NT30,BRL
0000004864,2000,376630,NT30,JPY
0000004343,3000,395441,NT90,BRL
0000004096,3000,394130,NT30,KRW
0000004605,4000,616449,0001,BRL
0000004707,2000,441188,2/10,CHF
0000003235,2000,448849,2/10,CNY
0000004966,4000,401559,2/10,USD
0000004870,3000,942663,0001,CHF
0000003520,1000,906927,NT30,EUR
0000004482,5000,083399,2/10,AUD
0000004800,2000,398368,2/10,EUR
0000004200,3000,536889,NT90,CNY
0000003534,3000,860052,0001,CHF
0000003672,5000,625598,NT60,KRW
0000004304,1000,150356,NT90,JPY
0000004144,4000,077454,NT30,CAD
0000003832,4000,843080,0002,KRW
0000004078,3000,156539,0001,CNY
0000003527,5000,645425,2/10,EUR
0000003042,5000,170594,0002,GBP
0000003103,4000,502895,0003,BRL
0000003156,3000,398696,NT30,BRL
0000004100,2000,088435,NT60,EUR
0000004710,4000,351184,NT60,BRL
0000003471,4000,974084,2/10,BRL
0000003498,4000,919608,2/10,GBP
0000003049,1000,354256,2/10,CHF
0000003050,4000,995762,0001,USD
0000004214,2000,913473,NT60,JPY
0000003131,4000,944451,0001,GBP
0000004100,3000,901669,2/10,KRW
0000004203,2000,075523,NT90,CNY
0000003636,5000,671860,2/10,USD
0000004170,3000,096078,NT30,BRL
0000003855,3000,674779,NT60,GBP
0000003636,3000,271276,NT90,KRW
0000003690,1000,634020,NT60,USD
0000003154,2000,873776,2/10,CHF
0000003213,3000,155678,0002,CAD
0000004098,4000,457153,2/10,KRW
0000004408,4000,785534,0001,GBP
0000003521,1000,813109,NT30,CHF
0000003070,5000,361272,NT60,EUR
0000003998,1000,200647,0001,BRL
0000004500,4000,312986,NT30,BRL
0000003722,5000,089376,NT60,KRW
0000004390,1000,230153,0001,JPY
0000003983,4000,361803,NT30,BRL
0000003438,1000,981103,0003,BRL
0000003714,2000,566493,2/10,JPY
0000004210,5000,026175,0001,EUR
0000003095,4000,215362,0002,CNY
0000003586,1000,855456,0001,CHF
0000003693,2000,075545,NT90,KRW
0000004600,3000,840612,NT90,CAD
0000004654,3000,700783,NT60,CHF
0000004296,2000,471830,2/10,AUD
0000004170,5000,832771,0001,KRW
0000004763,1000,768354,NT30,AUD
0000004507,4000,958644,2/10,CNY
0000003591,3000,124653,0001,CHF
0000003899,5000,949326,NT30,USD
0000004978,1000,528652,2/10,BRL
0000004482,1000,574395,NT60,EUR
0000004472,5000,832580,NT30,CHF
0000003347,5000,252459,0003,JPY
0000004537,4000,100159,0001,GBP
0000003180,1000,022378,2/10,USD
0000004384,4000,820656,0002,CHF
0000003072,2000,042792,2/10,AUD
0000003084,3000,243056,0003,BRL
0000004045,5000,763077,0002,CAD
0000003267,2000,696189,0003,CAD
0000003900,2000,597596,NT60,GBP
0000003849,5000,632156,NT60,KRW
0000003138,4000,460215,NT30,USD
0000004136,2000,578500,0002,BRL
0000004775,3000,243999,2/10,JPY
0000003812,5000,447435,0003,CNY
0000004691,3000,796563,NT90,JPY
0000003915,5000,254546,0002,CNY
0000003033,4000,093559,0002,EUR
0000003216,1000,708346,2/10,AUD
0000003454,1000,822567,0001,CNY
0000003753,3000,886570,NT60,GBP
0000003550,5000,048958,NT30,AUD
0000003999,2000,015965,0003,EUR
0000003644,3000,688071,0001,EUR
0000004134,1000,899833,0003,JPY
0000003198,5000,728457,NT60,CNY
0000004081,4000,192605,NT30,KRW
0000003614,2000,694005,0001,CNY
0000003595,1000,201113,0003,GBP
0000004280,3000,315017,0003,GBP
0000003370,3000,812790,NT90,EUR
0000003565,3000,392448,NT30,JPY
0000003206,3000,955467,0003,JPY
0000004228,2000,697419,0002,CNY
0000003195,1000,027249,0001,CNY
0000004157,3000,725296,NT30,AUD
0000003984,5000,826535,NT60,AUD
0000004769,2000,860073,0001,BRL
0000004014,4000,804056,NT30,CNY
0000004762,3000,728706,NT90,GBP
0000004136,3000,201445,0002,CNY
0000004084,3000,409271,NT90,BRL
0000003282,1000,444110,NT30,KRW
0000004009,2000,253871,NT60,CAD
0000004805,3000,974735,NT30,AUD
0000004233,1000,356218,0001,AUD
0000004158,5000,680286,NT30,CAD
0000003597,4000,377783,0002,CNY
0000003700,1000,081159,2/10,AUD
0000004712,5000,469916,0001,USD
0000004916,5000,501719,0002,CHF
0000004539,5000,452048,NT60,JPY
0000003234,2000,054788,0003,EUR
0000004910,3000,001550,0001,KRW
0000003905,2000,586581,0003,GBP
0000004051,1000,413633,2/10,AUD
0000004965,4000,312754,0003,AUD
0000004501,5000,696608,NT60,JPY
0000003826,5000,568487,0002,JPY
0000004731,4000,880263,NT30,BRL
0000003959,4000,370172,NT60,CHF
0000004869,3000,544202,0003,JPY
0000004261,5000,252284,0002,BRL
0000003172,1000,955612,NT30,KRW
0000004971,2000,401053,0003,USD
0000004927,2000,358355,0003,USD
0000004609,3000,504277,NT90,GBP
0000004742,3000,723807,0001,GBP
0000003328,4000,769357,0001,BRL
0000004591,3000,282726,NT30,CNY
0000004205,4000,417438,0002,AUD
0000004872,2000,523967,2/10,USD
0000004236,3000,927291,0002,CAD
0000003629,2000,114119,0003,KRW
