BP_NUMBER,ROLE_CODE,VALID_FROM,VALID_TO
0000003365,FLCU01,2000-01-01,9999-12-31
0000003366,FLCU01,2000-01-01,9999-12-31
0000003367,FLCU01,2000-01-01,9999-12-31
0000003368,FLCU01,2000-01-01,9999-12-31
0000003369,FLCU01,2000-01-01,9999-12-31
0000003370,FLCU01,2000-01-01,9999-12-31
0000003371,FLCU01,2000-01-01,9999-12-31
0000003372,FLCU01,2000-01-01,9999-12-31
0000003373,FLCU01,2000-01-01,9999-12-31
0000003374,FLCU01,2000-01-01,9999-12-31
0000003375,FLCU01,2000-01-01,9999-12-31
0000003376,FLCU01,2000-01-01,9999-12-31
0000003377,FLCU01,2000-01-01,9999-12-31
0000003378,FLCU01,2000-01-01,9999-12-31
0000003379,FLCU01,2000-01-01,9999-12-31
0000003380,FLCU01,2000-01-01,9999-12-31
0000003381,FLCU01,2000-01-01,9999-12-31
0000003382,FLCU01,2000-01-01,9999-12-31
0000003383,FLCU01,2000-01-01,9999-12-31
0000003384,FLCU01,2000-01-01,9999-12-31
0000003386,FLCU01,2000-01-01,9999-12-31
0000003387,FLCU01,2000-01-01,9999-12-31
0000003388,FLCU01,2000-01-01,9999-12-31
0000003389,FLCU01,2000-01-01,9999-12-31
0000003390,FLCU01,2000-01-01,9999-12-31
0000003391,FLCU01,2000-01-01,9999-12-31
0000003392,FLCU01,2000-01-01,9999-12-31
0000003393,FLCU01,2000-01-01,9999-12-31
0000003394,FLCU01,2000-01-01,9999-12-31
0000003395,FLCU01,2000-01-01,9999-12-31
0000003396,FLCU01,2000-01-01,9999-12-31
0000003397,FLCU01,2000-01-01,9999-12-31
0000003398,FLCU01,2000-01-01,9999-12-31
0000003399,FLCU01,2000-01-01,9999-12-31
0000003400,FLCU01,2000-01-01,9999-12-31
0000003401,FLCU01,2000-01-01,9999-12-31
0000003402,FLCU01,2000-01-01,9999-12-31
0000003403,FLCU01,2000-01-01,9999-12-31
0000003404,FLCU01,2000-01-01,9999-12-31
0000003405,FLCU01,2000-01-01,9999-12-31
0000003406,FLCU01,2000-01-01,9999-12-31
0000003407,FLCU01,2000-01-01,9999-12-31
0000003408,FLCU01,2000-01-01,9999-12-31
0000003409,FLCU01,2000-01-01,9999-12-31
0000003410,FLCU01,2000-01-01,9999-12-31
0000003411,FLCU01,2000-01-01,9999-12-31
0000003412,FLCU01,2000-01-01,9999-12-31
0000003413,FLCU01,2000-01-01,9999-12-31
0000003414,FLCU01,2000-01-01,9999-12-31
0000003415,FLCU01,2000-01-01,9999-12-31
0000003416,FLCU01,2000-01-01,9999-12-31
0000003417,FLCU01,2000-01-01,9999-12-31
0000003418,FLCU01,2000-01-01,9999-12-31
0000003419,FLCU01,2000-01-01,9999-12-31
0000003420,FLCU01,2000-01-01,9999-12-31
0000003421,FLCU01,2000-01-01,9999-12-31
0000003422,FLCU01,2000-01-01,9999-12-31
0000003423,FLCU01,2000-01-01,9999-12-31
0000003424,FLCU01,2000-01-01,9999-12-31
0000003425,FLCU01,2000-01-01,9999-12-31
0000003426,FLCU01,2000-01-01,9999-12-31
0000003427,FLCU01,2000-01-01,9999-12-31
0000003428,FLCU01,2000-01-01,9999-12-31
0000003430,FLCU01,2000-01-01,9999-12-31
0000003431,FLCU01,2000-01-01,9999-12-31
0000003432,FLCU01,2000-01-01,9999-12-31
0000003433,FLCU01,2000-01-01,9999-12-31
0000003434,FLCU01,2000-01-01,9999-12-31
0000003435,FLCU01,2000-01-01,9999-12-31
0000003436,FLCU01,2000-01-01,9999-12-31
0000003437,FLCU01,2000-01-01,9999-12-31
0000003438,FLCU01,2000-01-01,9999-12-31
0000003439,FLCU01,2000-01-01,9999-12-31
0000003440,FLCU01,2000-01-01,9999-12-31
0000003441,FLCU01,2000-01-01,9999-12-31
0000003442,FLCU01,2000-01-01,9999-12-31
0000003443,FLCU01,2000-01-01,9999-12-31
0000003444,FLCU01,2000-01-01,9999-12-31
0000003445,FLCU01,2000-01-01,9999-12-31
0000003446,FLCU01,2000-01-01,9999-12-31
0000003447,FLCU01,2000-01-01,9999-12-31
0000003448,FLCU01,2000-01-01,9999-12-31
0000003449,FLCU01,2000-01-01,9999-12-31
0000003450,FLCU01,2000-01-01,9999-12-31
0000003451,FLCU01,2000-01-01,9999-12-31
0000003452,FLCU01,2000-01-01,9999-12-31
0000003453,FLCU01,2000-01-01,9999-12-31
0000003454,FLCU01,2000-01-01,9999-12-31
0000003455,FLCU01,2000-01-01,9999-12-31
0000003456,FLCU01,2000-01-01,9999-12-31
0000003457,FLCU01,2000-01-01,9999-12-31
0000003458,FLCU01,2000-01-01,9999-12-31
0000003459,FLCU01,2000-01-01,9999-12-31
0000003460,FLCU01,2000-01-01,9999-12-31
0000003461,FLCU01,2000-01-01,9999-12-31
0000003462,FLCU01,2000-01-01,9999-12-31
0000003463,FLCU01,2000-01-01,9999-12-31
0000003464,FLCU01,2000-01-01,9999-12-31
0000003465,FLCU01,2000-01-01,9999-12-31
0000003466,FLCU01,2000-01-01,9999-12-31
0000003467,FLCU01,2000-01-01,9999-12-31
0000003468,FLCU01,2000-01-01,9999-12-31
0000003469,FLCU01,2000-01-01,9999-12-31
0000003470,FLCU01,2000-01-01,9999-12-31
0000003471,FLCU01,2000-01-01,9999-12-31
0000003472,FLCU01,2000-01-01,9999-12-31
0000003474,FLCU01,2000-01-01,9999-12-31
0000003476,FLCU01,2000-01-01,9999-12-31
0000003477,FLCU01,2000-01-01,9999-12-31
0000003478,FLCU01,2000-01-01,9999-12-31
0000003479,FLCU01,2000-01-01,9999-12-31
0000003480,FLCU01,2000-01-01,9999-12-31
0000003481,FLCU01,2000-01-01,9999-12-31
0000003482,FLCU01,2000-01-01,9999-12-31
0000003483,FLCU01,2000-01-01,9999-12-31
0000003484,FLCU01,2000-01-01,9999-12-31
0000003485,FLCU01,2000-01-01,9999-12-31
0000003486,FLCU01,2000-01-01,9999-12-31
0000003487,FLCU01,2000-01-01,9999-12-31
0000003488,FLCU01,2000-01-01,9999-12-31
0000003489,FLCU01,2000-01-01,9999-12-31
0000003490,FLCU01,2000-01-01,9999-12-31
0000003491,FLCU01,2000-01-01,9999-12-31
0000003492,FLCU01,2000-01-01,9999-12-31
0000003493,FLCU01,2000-01-01,9999-12-31
0000003494,FLCU01,2000-01-01,9999-12-31
0000003495,FLCU01,2000-01-01,9999-12-31
0000003496,FLCU01,2000-01-01,9999-12-31
0000003497,FLCU01,2000-01-01,9999-12-31
0000003498,FLCU01,2000-01-01,9999-12-31
0000003499,FLCU01,2000-01-01,9999-12-31
0000003500,FLCU01,2000-01-01,9999-12-31
0000003501,FLCU01,2000-01-01,9999-12-31
0000003502,FLCU01,2000-01-01,9999-12-31
0000003503,FLCU01,2000-01-01,9999-12-31
0000003504,FLCU01,2000-01-01,9999-12-31
0000003505,FLCU01,2000-01-01,9999-12-31
0000003506,FLCU01,2000-01-01,9999-12-31
0000003507,FLCU01,2000-01-01,9999-12-31
0000003508,FLCU01,2000-01-01,9999-12-31
0000003509,FLCU01,2000-01-01,9999-12-31
0000003510,FLCU01,2000-01-01,9999-12-31
0000003511,FLCU01,2000-01-01,9999-12-31
0000003512,FLCU01,2000-01-01,9999-12-31
0000003513,FLCU01,2000-01-01,9999-12-31
0000003514,FLCU01,2000-01-01,9999-12-31
0000003515,FLCU01,2000-01-01,9999-12-31
0000003516,FLCU01,2000-01-01,9999-12-31
0000003517,FLCU01,2000-01-01,9999-12-31
0000003518,FLCU01,2000-01-01,9999-12-31
0000003519,FLCU01,2000-01-01,9999-12-31
0000003520,FLCU01,2000-01-01,9999-12-31
0000003521,FLCU01,2000-01-01,9999-12-31
0000003522,FLCU01,2000-01-01,9999-12-31
0000003523,FLCU01,2000-01-01,9999-12-31
0000003524,FLCU01,2000-01-01,9999-12-31
0000003525,FLCU01,2000-01-01,9999-12-31
0000003526,FLCU01,2000-01-01,9999-12-31
0000003527,FLCU01,2000-01-01,9999-12-31
0000003528,FLCU01,2000-01-01,9999-12-31
0000003529,FLCU01,2000-01-01,9999-12-31
0000003530,FLCU01,2000-01-01,9999-12-31
0000003531,FLCU01,2000-01-01,9999-12-31
0000003533,FLCU01,2000-01-01,9999-12-31
0000003534,FLCU01,2000-01-01,9999-12-31
0000003535,FLCU01,2000-01-01,9999-12-31
0000003536,FLCU01,2000-01-01,9999-12-31
0000003537,FLCU01,2000-01-01,9999-12-31
0000003538,FLCU01,2000-01-01,9999-12-31
0000003539,FLCU01,2000-01-01,9999-12-31
0000003540,FLCU01,2000-01-01,9999-12-31
0000003541,FLCU01,2000-01-01,9999-12-31
0000003542,FLCU01,2000-01-01,9999-12-31
0000003543,FLCU01,2000-01-01,9999-12-31
0000003544,FLCU01,2000-01-01,9999-12-31
0000003545,FLCU01,2000-01-01,9999-12-31
0000003546,FLCU01,2000-01-01,9999-12-31
0000003547,FLCU01,2000-01-01,9999-12-31
0000003548,FLCU01,2000-01-01,9999-12-31
0000003549,FLCU01,2000-01-01,9999-12-31
0000003550,FLCU01,2000-01-01,9999-12-31
0000003551,FLCU01,2000-01-01,9999-12-31
0000003552,FLCU01,2000-01-01,9999-12-31
0000003553,FLCU01,2000-01-01,9999-12-31
0000003554,FLCU01,2000-01-01,9999-12-31
0000003555,FLCU01,2000-01-01,9999-12-31
0000003556,FLCU01,2000-01-01,9999-12-31
0000003557,FLCU01,2000-01-01,9999-12-31
0000003558,FLCU01,2000-01-01,9999-12-31
0000003559,FLCU01,2000-01-01,9999-12-31
0000003560,FLCU01,2000-01-01,9999-12-31
0000003561,FLCU01,2000-01-01,9999-12-31
0000003562,FLCU01,2000-01-01,9999-12-31
0000003563,FLCU01,2000-01-01,9999-12-31
0000003564,FLCU01,2000-01-01,9999-12-31
0000003565,FLCU01,2000-01-01,9999-12-31
0000003566,FLCU01,2000-01-01,9999-12-31
0000003567,FLCU01,2000-01-01,9999-12-31
0000003568,FLCU01,2000-01-01,9999-12-31
0000003569,FLCU01,2000-01-01,9999-12-31
0000003570,FLCU01,2000-01-01,9999-12-31
0000003571,FLCU01,2000-01-01,9999-12-31
0000003572,FLCU01,2000-01-01,9999-12-31
0000003573,FLCU01,2000-01-01,9999-12-31
0000003574,FLCU01,2000-01-01,9999-12-31
0000003575,FLCU01,2000-01-01,9999-12-31
0000003576,FLCU01,2000-01-01,9999-12-31
0000003577,FLCU01,2000-01-01,9999-12-31
0000003578,FLCU01,2000-01-01,9999-12-31
0000003579,FLCU01,2000-01-01,9999-12-31
0000003580,FLCU01,2000-01-01,9999-12-31
0000003581,FLCU01,2000-01-01,9999-12-31
0000003582,FLCU01,2000-01-01,9999-12-31
0000003583,FLCU01,2000-01-01,9999-12-31
0000003584,FLCU01,2000-01-01,9999-12-31
0000003585,FLCU01,2000-01-01,9999-12-31
0000003586,FLCU01,2000-01-01,9999-12-31
0000003587,FLCU01,2000-01-01,9999-12-31
0000003588,FLCU01,2000-01-01,9999-12-31
0000003589,FLCU01,2000-01-01,9999-12-31
0000003590,FLCU01,2000-01-01,9999-12-31
0000003591,FLCU01,2000-01-01,9999-12-31
0000003592,FLCU01,2000-01-01,9999-12-31
0000003593,FLCU01,2000-01-01,9999-12-31
0000003594,FLCU01,2000-01-01,9999-12-31
0000003595,FLCU01,2000-01-01,9999-12-31
0000003596,FLCU01,2000-01-01,9999-12-31
0000003597,FLCU01,2000-01-01,9999-12-31
0000003598,FLCU01,2000-01-01,9999-12-31
0000003599,FLCU01,2000-01-01,9999-12-31
0000003600,FLCU01,2000-01-01,9999-12-31
0000003602,FLCU01,2000-01-01,9999-12-31
0000003603,FLCU01,2000-01-01,9999-12-31
0000003604,FLCU01,2000-01-01,9999-12-31
0000003605,FLCU01,2000-01-01,9999-12-31
0000003606,FLCU01,2000-01-01,9999-12-31
0000003607,FLCU01,2000-01-01,9999-12-31
0000003608,FLCU01,2000-01-01,9999-12-31
0000003609,FLCU01,2000-01-01,9999-12-31
0000003610,FLCU01,2000-01-01,9999-12-31
0000003611,FLCU01,2000-01-01,9999-12-31
0000003612,FLCU01,2000-01-01,9999-12-31
0000003613,FLCU01,2000-01-01,9999-12-31
0000003614,FLCU01,2000-01-01,9999-12-31
0000003615,FLCU01,2000-01-01,9999-12-31
0000003617,FLCU01,2000-01-01,9999-12-31
0000003618,FLCU01,2000-01-01,9999-12-31
0000003619,FLCU01,2000-01-01,9999-12-31
0000003620,FLCU01,2000-01-01,9999-12-31
0000003621,FLCU01,2000-01-01,9999-12-31
0000003622,FLCU01,2000-01-01,9999-12-31
0000003623,FLCU01,2000-01-01,9999-12-31
0000003624,FLCU01,2000-01-01,9999-12-31
0000003625,FLCU01,2000-01-01,9999-12-31
0000003626,FLCU01,2000-01-01,9999-12-31
0000003627,FLCU01,2000-01-01,9999-12-31
0000003628,FLCU01,2000-01-01,9999-12-31
0000003629,FLCU01,2000-01-01,9999-12-31
0000003630,FLCU01,2000-01-01,9999-12-31
0000003631,FLCU01,2000-01-01,9999-12-31
0000003632,FLCU01,2000-01-01,9999-12-31
0000003633,FLCU01,2000-01-01,9999-12-31
0000003634,FLCU01,2000-01-01,9999-12-31
0000003635,FLCU01,2000-01-01,9999-12-31
0000003636,FLCU01,2000-01-01,9999-12-31
0000003637,FLCU01,2000-01-01,9999-12-31
0000003639,FLCU01,2000-01-01,9999-12-31
0000003640,FLCU01,2000-01-01,9999-12-31
0000003641,FLCU01,2000-01-01,9999-12-31
0000003642,FLCU01,2000-01-01,9999-12-31
0000003643,FLCU01,2000-01-01,9999-12-31
0000003644,FLCU01,2000-01-01,9999-12-31
0000003645,FLCU01,2000-01-01,9999-12-31
0000003646,FLCU01,2000-01-01,9999-12-31
0000003647,FLCU01,2000-01-01,9999-12-31
0000003648,FLCU01,2000-01-01,9999-12-31
0000003649,FLCU01,2000-01-01,9999-12-31
0000003650,FLCU01,2000-01-01,9999-12-31
0000003652,FLCU01,2000-01-01,9999-12-31
0000003653,FLCU01,2000-01-01,9999-12-31
0000003654,FLCU01,2000-01-01,9999-12-31
0000003655,FLCU01,2000-01-01,9999-12-31
0000003656,FLCU01,2000-01-01,9999-12-31
0000003657,FLCU01,2000-01-01,9999-12-31
0000003658,FLCU01,2000-01-01,9999-12-31
0000003659,FLCU01,2000-01-01,9999-12-31
0000003660,FLCU01,2000-01-01,9999-12-31
0000003661,FLCU01,2000-01-01,9999-12-31
0000003662,FLCU01,2000-01-01,9999-12-31
0000003663,FLCU01,2000-01-01,9999-12-31
0000003664,FLCU01,2000-01-01,9999-12-31
0000003665,FLCU01,2000-01-01,9999-12-31
0000003666,FLCU01,2000-01-01,9999-12-31
0000003667,FLCU01,2000-01-01,9999-12-31
0000003668,FLCU01,2000-01-01,9999-12-31
0000003670,FLCU01,2000-01-01,9999-12-31
0000003671,FLCU01,2000-01-01,9999-12-31
0000003672,FLCU01,2000-01-01,9999-12-31
0000003673,FLCU01,2000-01-01,9999-12-31
0000003674,FLCU01,2000-01-01,9999-12-31
0000003675,FLCU01,2000-01-01,9999-12-31
0000003676,FLCU01,2000-01-01,9999-12-31
0000003677,FLCU01,2000-01-01,9999-12-31
0000003678,FLCU01,2000-01-01,9999-12-31
0000003679,FLCU01,2000-01-01,9999-12-31
0000003680,FLCU01,2000-01-01,9999-12-31
0000003681,FLCU01,2000-01-01,9999-12-31
0000003682,FLCU01,2000-01-01,9999-12-31
0000003683,FLCU01,2000-01-01,9999-12-31
0000003685,FLCU01,2000-01-01,9999-12-31
0000003686,FLCU01,2000-01-01,9999-12-31
0000003687,FLCU01,2000-01-01,9999-12-31
0000003688,FLCU01,2000-01-01,9999-12-31
0000003689,FLCU01,2000-01-01,9999-12-31
0000003690,FLCU01,2000-01-01,9999-12-31
0000003691,FLCU01,2000-01-01,9999-12-31
0000003692,FLCU01,2000-01-01,9999-12-31
0000003693,FLCU01,2000-01-01,9999-12-31
0000003695,FLCU01,2000-01-01,9999-12-31
0000003696,FLCU01,2000-01-01,9999-12-31
0000003697,FLCU01,2000-01-01,9999-12-31
0000003698,FLCU01,2000-01-01,9999-12-31
0000003699,FLCU01,2000-01-01,9999-12-31
0000003700,FLCU01,2000-01-01,9999-12-31
0000003702,FLCU01,2000-01-01,9999-12-31
0000003703,FLCU01,2000-01-01,9999-12-31
0000003704,FLCU01,2000-01-01,9999-12-31
0000003705,FLCU01,2000-01-01,9999-12-31
0000003706,FLCU01,2000-01-01,9999-12-31
0000003707,FLCU01,2000-01-01,9999-12-31
0000003708,FLCU01,2000-01-01,9999-12-31
0000003709,FLCU01,2000-01-01,9999-12-31
0000003710,FLCU01,2000-01-01,9999-12-31
0000003711,FLCU01,2000-01-01,9999-12-31
0000003712,FLCU01,2000-01-01,9999-12-31
0000003713,FLCU01,2000-01-01,9999-12-31
0000003714,FLCU01,2000-01-01,9999-12-31
0000003715,FLCU01,2000-01-01,9999-12-31
0000003716,FLCU01,2000-01-01,9999-12-31
0000003717,FLCU01,2000-01-01,9999-12-31
0000003718,FLCU01,2000-01-01,9999-12-31
0000003719,FLCU01,2000-01-01,9999-12-31
0000003720,FLCU01,2000-01-01,9999-12-31
0000003721,FLCU01,2000-01-01,9999-12-31
0000003722,FLCU01,2000-01-01,9999-12-31
0000003723,FLCU01,2000-01-01,9999-12-31
0000003725,FLCU01,2000-01-01,9999-12-31
0000003726,FLCU01,2000-01-01,9999-12-31
0000003727,FLCU01,2000-01-01,9999-12-31
0000003728,FLCU01,2000-01-01,9999-12-31
0000003729,FLCU01,2000-01-01,9999-12-31
0000003730,FLCU01,2000-01-01,9999-12-31
0000003731,FLCU01,2000-01-01,9999-12-31
0000003732,FLCU01,2000-01-01,9999-12-31
0000003733,FLCU01,2000-01-01,9999-12-31
0000003735,FLCU01,2000-01-01,9999-12-31
0000003736,FLCU01,2000-01-01,9999-12-31
0000003737,FLCU01,2000-01-01,9999-12-31
0000003738,FLCU01,2000-01-01,9999-12-31
0000003739,FLCU01,2000-01-01,9999-12-31
0000003740,FLCU01,2000-01-01,9999-12-31
0000003741,FLCU01,2000-01-01,9999-12-31
0000003743,FLCU01,2000-01-01,9999-12-31
0000003744,FLCU01,2000-01-01,9999-12-31
0000003745,FLCU01,2000-01-01,9999-12-31
0000003746,FLCU01,2000-01-01,9999-12-31
0000003747,FLCU01,2000-01-01,9999-12-31
0000003748,FLCU01,2000-01-01,9999-12-31
0000003749,FLCU01,2000-01-01,9999-12-31
0000003750,FLCU01,2000-01-01,9999-12-31
0000003751,FLCU01,2000-01-01,9999-12-31
0000003752,FLCU01,2000-01-01,9999-12-31
0000003753,FLCU01,2000-01-01,9999-12-31
0000003754,FLCU01,2000-01-01,9999-12-31
0000003755,FLCU01,2000-01-01,9999-12-31
0000003756,FLCU01,2000-01-01,9999-12-31
0000003757,FLCU01,2000-01-01,9999-12-31
0000003758,FLCU01,2000-01-01,9999-12-31
0000003759,FLCU01,2000-01-01,9999-12-31
0000003760,FLCU01,2000-01-01,9999-12-31
0000003761,FLCU01,2000-01-01,9999-12-31
0000003762,FLCU01,2000-01-01,9999-12-31
0000003763,FLCU01,2000-01-01,9999-12-31
0000003764,FLCU01,2000-01-01,9999-12-31
0000003765,FLCU01,2000-01-01,9999-12-31
0000003766,FLCU01,2000-01-01,9999-12-31
0000003767,FLCU01,2000-01-01,9999-12-31
0000003768,FLCU01,2000-01-01,9999-12-31
0000003769,FLCU01,2000-01-01,9999-12-31
0000003770,FLCU01,2000-01-01,9999-12-31
0000003771,FLCU01,2000-01-01,9999-12-31
0000003772,FLCU01,2000-01-01,9999-12-31
0000003773,FLCU01,2000-01-01,9999-12-31
0000003774,FLCU01,2000-01-01,9999-12-31
0000003775,FLCU01,2000-01-01,9999-12-31
0000003776,FLCU01,2000-01-01,9999-12-31
0000003777,FLCU01,2000-01-01,9999-12-31
0000003778,FLCU01,2000-01-01,9999-12-31
0000003779,FLCU01,2000-01-01,9999-12-31
0000003780,FLCU01,2000-01-01,9999-12-31
0000003781,FLCU01,2000-01-01,9999-12-31
0000003782,FLCU01,2000-01-01,9999-12-31
0000003783,FLCU01,2000-01-01,9999-12-31
0000003785,FLCU01,2000-01-01,9999-12-31
0000003786,FLCU01,2000-01-01,9999-12-31
0000003787,FLCU01,2000-01-01,9999-12-31
0000003788,FLCU01,2000-01-01,9999-12-31
0000003789,FLCU01,2000-01-01,9999-12-31
0000003790,FLCU01,2000-01-01,9999-12-31
0000003791,FLCU01,2000-01-01,9999-12-31
0000003792,FLCU01,2000-01-01,9999-12-31
0000003793,FLCU01,2000-01-01,9999-12-31
0000003795,FLCU01,2000-01-01,9999-12-31
0000003796,FLCU01,2000-01-01,9999-12-31
0000003797,FLCU01,2000-01-01,9999-12-31
0000003798,FLCU01,2000-01-01,9999-12-31
0000003799,FLCU01,2000-01-01,9999-12-31
0000003800,FLCU01,2000-01-01,9999-12-31
0000003801,FLCU01,2000-01-01,9999-12-31
0000003802,FLCU01,2000-01-01,9999-12-31
0000003803,FLCU01,2000-01-01,9999-12-31
0000003804,FLCU01,2000-01-01,9999-12-31
0000003805,FLCU01,2000-01-01,9999-12-31
0000003806,FLCU01,2000-01-01,9999-12-31
0000003807,FLCU01,2000-01-01,9999-12-31
0000003808,FLCU01,2000-01-01,9999-12-31
0000003809,FLCU01,2000-01-01,9999-12-31
0000003810,FLCU01,2000-01-01,9999-12-31
0000003811,FLCU01,2000-01-01,9999-12-31
0000003812,FLCU01,2000-01-01,9999-12-31
0000003813,FLCU01,2000-01-01,9999-12-31
0000003814,FLCU01,2000-01-01,9999-12-31
0000003815,FLCU01,2000-01-01,9999-12-31
0000003816,FLCU01,2000-01-01,9999-12-31
0000003817,FLCU01,2000-01-01,9999-12-31
0000003818,FLCU01,2000-01-01,9999-12-31
0000003819,FLCU01,2000-01-01,9999-12-31
0000003820,FLCU01,2000-01-01,9999-12-31
0000003821,FLCU01,2000-01-01,9999-12-31
0000003822,FLCU01,2000-01-01,9999-12-31
0000003823,FLCU01,2000-01-01,9999-12-31
0000003824,FLCU01,2000-01-01,9999-12-31
0000003825,FLCU01,2000-01-01,9999-12-31
0000003826,FLCU01,2000-01-01,9999-12-31
0000003827,FLCU01,2000-01-01,9999-12-31
0000003828,FLCU01,2000-01-01,9999-12-31
0000003829,FLCU01,2000-01-01,9999-12-31
0000003830,FLCU01,2000-01-01,9999-12-31
0000003831,FLCU01,2000-01-01,9999-12-31
0000003832,FLCU01,2000-01-01,9999-12-31
0000003833,FLCU01,2000-01-01,9999-12-31
0000003834,FLCU01,2000-01-01,9999-12-31
0000003835,FLCU01,2000-01-01,9999-12-31
0000003836,FLCU01,2000-01-01,9999-12-31
0000003837,FLCU01,2000-01-01,9999-12-31
0000003838,FLCU01,2000-01-01,9999-12-31
0000003839,FLCU01,2000-01-01,9999-12-31
0000003840,FLCU01,2000-01-01,9999-12-31
0000003841,FLCU01,2000-01-01,9999-12-31
0000003842,FLCU01,2000-01-01,9999-12-31
0000003843,FLCU01,2000-01-01,9999-12-31
0000003844,FLCU01,2000-01-01,9999-12-31
0000003845,FLCU01,2000-01-01,9999-12-31
0000003846,FLCU01,2000-01-01,9999-12-31
0000003847,FLCU01,2000-01-01,9999-12-31
0000003848,FLCU01,2000-01-01,9999-12-31
0000003849,FLCU01,2000-01-01,9999-12-31
0000003850,FLCU01,2000-01-01,9999-12-31
0000003851,FLCU01,2000-01-01,9999-12-31
0000003852,FLCU01,2000-01-01,9999-12-31
0000003853,FLCU01,2000-01-01,9999-12-31
0000003854,FLCU01,2000-01-01,9999-12-31
0000003855,FLCU01,2000-01-01,9999-12-31
0000003856,FLCU01,2000-01-01,9999-12-31
0000003857,FLCU01,2000-01-01,9999-12-31
0000003858,FLCU01,2000-01-01,9999-12-31
0000003859,FLCU01,2000-01-01,9999-12-31
0000003860,FLCU01,2000-01-01,9999-12-31
0000003861,FLCU01,2000-01-01,9999-12-31
0000003862,FLCU01,2000-01-01,9999-12-31
0000003863,FLCU01,2000-01-01,9999-12-31
0000003864,FLCU01,2000-01-01,9999-12-31
0000003865,FLCU01,2000-01-01,9999-12-31
0000003866,FLCU01,2000-01-01,9999-12-31
0000003867,FLCU01,2000-01-01,9999-12-31
0000003868,FLCU01,2000-01-01,9999-12-31
0000003869,FLCU01,2000-01-01,9999-12-31
0000003870,FLCU01,2000-01-01,9999-12-31
0000003871,FLCU01,2000-01-01,9999-12-31
0000003872,FLCU01,2000-01-01,9999-12-31
0000003873,FLCU01,2000-01-01,9999-12-31
0000003874,FLCU01,2000-01-01,9999-12-31
0000003875,FLCU01,2000-01-01,9999-12-31
0000003876,FLCU01,2000-01-01,9999-12-31
0000003877,FLCU01,2000-01-01,9999-12-31
0000003878,FLCU01,2000-01-01,9999-12-31
0000003879,FLCU01,2000-01-01,9999-12-31
0000003880,FLCU01,2000-01-01,9999-12-31
0000003881,FLCU01,2000-01-01,9999-12-31
0000003882,FLCU01,2000-01-01,9999-12-31
0000003883,FLCU01,2000-01-01,9999-12-31
0000003884,FLCU01,2000-01-01,9999-12-31
0000003885,FLCU01,2000-01-01,9999-12-31
0000003886,FLCU01,2000-01-01,9999-12-31
0000003887,FLCU01,2000-01-01,9999-12-31
0000003888,FLCU01,2000-01-01,9999-12-31
0000003889,FLCU01,2000-01-01,9999-12-31
0000003890,FLCU01,2000-01-01,9999-12-31
0000003891,FLCU01,2000-01-01,9999-12-31
0000003892,FLCU01,2000-01-01,9999-12-31
0000003893,FLCU01,2000-01-01,9999-12-31
0000003894,FLCU01,2000-01-01,9999-12-31
0000003895,FLCU01,2000-01-01,9999-12-31
0000003896,FLCU01,2000-01-01,9999-12-31
0000003897,FLCU01,2000-01-01,9999-12-31
0000003898,FLCU01,2000-01-01,9999-12-31
0000003899,FLCU01,2000-01-01,9999-12-31
0000003900,FLCU01,2000-01-01,9999-12-31
0000003901,FLCU01,2000-01-01,9999-12-31
0000003902,FLCU01,2000-01-01,9999-12-31
0000003903,FLCU01,2000-01-01,9999-12-31
0000003904,FLCU01,2000-01-01,9999-12-31
0000003905,FLCU01,2000-01-01,9999-12-31
0000003906,FLCU01,2000-01-01,9999-12-31
0000003907,FLCU01,2000-01-01,9999-12-31
0000003908,FLCU01,2000-01-01,9999-12-31
0000003909,FLCU01,2000-01-01,9999-12-31
0000003910,FLCU01,2000-01-01,9999-12-31
0000003911,FLCU01,2000-01-01,9999-12-31
0000003912,FLCU01,2000-01-01,9999-12-31
0000003913,FLCU01,2000-01-01,9999-12-31
0000003914,FLCU01,2000-01-01,9999-12-31
0000003915,FLCU01,2000-01-01,9999-12-31
0000003916,FLCU01,2000-01-01,9999-12-31
0000003917,FLCU01,2000-01-01,9999-12-31
0000003919,FLCU01,2000-01-01,9999-12-31
0000003920,FLCU01,2000-01-01,9999-12-31
0000003921,FLCU01,2000-01-01,9999-12-31
0000003922,FLCU01,2000-01-01,9999-12-31
0000003924,FLCU01,2000-01-01,9999-12-31
0000003925,FLCU01,2000-01-01,9999-12-31
0000003926,FLCU01,2000-01-01,9999-12-31
0000003927,FLCU01,2000-01-01,9999-12-31
0000003928,FLCU01,2000-01-01,9999-12-31
0000003929,FLCU01,2000-01-01,9999-12-31
0000003930,FLCU01,2000-01-01,9999-12-31
0000003931,FLCU01,2000-01-01,9999-12-31
0000003932,FLCU01,2000-01-01,9999-12-31
0000003933,FLCU01,2000-01-01,9999-12-31
0000003934,FLCU01,2000-01-01,9999-12-31
0000003935,FLCU01,2000-01-01,9999-12-31
0000003936,FLCU01,2000-01-01,9999-12-31
0000003937,FLCU01,2000-01-01,9999-12-31
0000003938,FLCU01,2000-01-01,9999-12-31
0000003939,FLCU01,2000-01-01,9999-12-31
0000003940,FLCU01,2000-01-01,9999-12-31
0000003941,FLCU01,2000-01-01,9999-12-31
0000003942,FLCU01,2000-01-01,9999-12-31
